"","dataset.num","variable","level","year","satt","lower90","upper90"
"1","1701","Overall","NA","NA",71.778216929903,52.7266518117869,90.8297820480191
"2","1701","Overall","NA","3",56.4646808240052,38.8641615454751,74.0652001025353
"3","1701","Overall","NA","4",80.1509303002931,58.0497082790771,102.252152321509
"4","1701","X1","0",NA,89.7174408244275,65.4002979125992,114.034583736256
"5","1701","X1","1",NA,46.4841560297652,19.8947311414348,73.0735809180956
"6","1701","X2","A",NA,68.939965489408,39.8929247163309,97.9870062624851
"7","1701","X2","B",NA,71.2198233072916,39.8882143220975,102.551432292486
"8","1701","X2","C",NA,39.6161931167535,4.3827282206146,74.8496580128924
"9","1701","X3","0",NA,69.4906662606206,43.7095859022394,95.2717466190018
"10","1701","X3","1",NA,51.2921394237587,25.562951695574,77.0213271519434
"11","1701","X4","A",NA,38.7455531736955,20.7548096253133,56.7362967220777
"12","1701","X4","B",NA,112.102417126634,19.2394681282968,204.965366124971
"13","1701","X4","C",NA,92.6408216601774,53.5403345708549,131.7413087495
"14","1701","X5","0",NA,74.9835686958879,50.3272056601497,99.6399317316262
"15","1701","X5","1",NA,37.9909822033451,14.7470511065845,61.2349133001057
"16","1702","Overall","NA","NA",26.1911799396576,15.0751639484287,37.3071959308865
"17","1702","Overall","NA","3",22.2608909233281,10.9438393139345,33.5779425327217
"18","1702","Overall","NA","4",43.9585120453692,24.8846467917745,63.0323772989638
"19","1702","X1","0",NA,51.7589937836856,30.4182148076797,73.0997727596915
"20","1702","X1","1",NA,32.7061963188974,13.7423963547731,51.6699962830216
"21","1702","X2","A",NA,31.4801449008899,8.26867404594563,54.6916157558341
"22","1702","X2","B",NA,71.1327268332759,45.6170706959173,96.6483829706345
"23","1702","X2","C",NA,26.5369786911278,0.964427720573298,52.1095296616824
"24","1702","X3","0",NA,28.6398346038488,13.8985795273873,43.3810896803103
"25","1702","X3","1",NA,22.3940200632273,5.25001199145436,39.5380281350003
"26","1702","X4","A",NA,27.2713615968778,12.47900299771,42.0637201960456
"27","1702","X4","B",NA,40.8256759935061,-0.279731490051489,81.9310834770638
"28","1702","X4","C",NA,114.033975944653,83.9808184961896,144.087133393117
"29","1702","X5","0",NA,33.6092496255355,15.7649826369698,51.4535166141013
"30","1702","X5","1",NA,40.3856412104958,17.6548867422348,63.1163956787568
"31","1703","Overall","NA","NA",15.34426995273,0.488793887826869,30.1997460176331
"32","1703","Overall","NA","3",12.3247404625458,-1.82980594104069,26.4792868661324
"33","1703","Overall","NA","4",19.8335384148452,-0.257729809049184,39.9248066387395
"34","1703","X1","0",NA,1.84234153562511,-17.010308435844,20.6949915070943
"35","1703","X1","1",NA,20.34191433671,-0.0764113168444318,40.7602399902645
"36","1703","X2","A",NA,9.6463830918708,-7.92158060620184,27.2143467899434
"37","1703","X2","B",NA,14.9479295537478,-6.31226398970204,36.2081230971977
"38","1703","X2","C",NA,2.08985896668059,-27.7413783933323,31.9210963266935
"39","1703","X3","0",NA,28.1978414924602,6.17344395570129,50.222239029219
"40","1703","X3","1",NA,0.661514849408832,-15.114977637973,16.4380073367907
"41","1703","X4","A",NA,13.8806911782681,-3.12748953687307,30.8888718934092
"42","1703","X4","B",NA,9.21643879717612,-42.9471960259037,61.3800736202559
"43","1703","X4","C",NA,59.6076266291998,20.7740625844685,98.4411906739311
"44","1703","X5","0",NA,16.8270393349176,-1.48000509433617,35.1340837641713
"45","1703","X5","1",NA,5.7714999704101,-13.1841226259365,24.7271225667567
"46","1704","Overall","NA","NA",3.89810208936524,-14.0048793642082,21.8010835429387
"47","1704","Overall","NA","3",-18.2163786417032,-31.238552419449,-5.19420486395734
"48","1704","Overall","NA","4",9.21732339830601,-14.1384476755127,32.5730944721247
"49","1704","X1","0",NA,-1.89929946261691,-33.1810201081696,29.3824211829357
"50","1704","X1","1",NA,7.01358099383901,-15.3759863534233,29.4031483411014
"51","1704","X2","A",NA,-12.1966511251374,-42.0371902585264,17.6438880082517
"52","1704","X2","B",NA,23.9994818875816,-10.0563509780559,58.0553147532191
"53","1704","X2","C",NA,25.5840860818471,-4.99048154897534,56.1586537126695
"54","1704","X3","0",NA,-38.2413252626354,-62.1873430181278,-14.295307507143
"55","1704","X3","1",NA,22.3726549393532,3.56955541494118,41.1757544637652
"56","1704","X4","A",NA,-5.73776424440962,-19.041002699389,7.56547421056977
"57","1704","X4","B",NA,35.8629281763256,-24.4553489088753,96.1812052615264
"58","1704","X4","C",NA,-69.5213475377934,-96.4568283368519,-42.5858667387349
"59","1704","X5","0",NA,-15.5366633879571,-44.6360186893653,13.5626919134511
"60","1704","X5","1",NA,52.2261877963233,24.8400726015346,79.612302991112
"61","1705","Overall","NA","NA",31.6942207395564,20.7105611110329,42.6778803680799
"62","1705","Overall","NA","3",35.635125027,23.7639892104804,47.5062608435195
"63","1705","Overall","NA","4",39.4368185091607,23.7455950946311,55.1280419236904
"64","1705","X1","0",NA,48.1658270365442,27.5823972564631,68.7492568166253
"65","1705","X1","1",NA,63.5252683966019,46.0121151932566,81.0384215999471
"66","1705","X2","A",NA,52.6256414467102,34.822679343808,70.4286035496125
"67","1705","X2","B",NA,25.2216360565537,1.75613890814419,48.6871332049633
"68","1705","X2","C",NA,38.1254667472413,22.0675500953738,54.1833833991088
"69","1705","X3","0",NA,18.0422589620789,0.125251098821803,35.959266825336
"70","1705","X3","1",NA,62.1929235409327,46.3386284789252,78.0472186029403
"71","1705","X4","A",NA,34.1733214028038,22.1551065542085,46.1915362513991
"72","1705","X4","B",NA,38.120028320755,-2.98867978715708,79.228736428667
"73","1705","X4","C",NA,8.09383602175512,-66.3046753171178,82.492347360628
"74","1705","X5","0",NA,43.3127181931623,25.3918737945742,61.2335625917503
"75","1705","X5","1",NA,18.6906999246835,5.32456836841442,32.0568314809526
"76","1706","Overall","NA","NA",24.7255185966608,9.08084865234258,40.370188540979
"77","1706","Overall","NA","3",9.15394408336624,-3.44933988979612,21.7572280565286
"78","1706","Overall","NA","4",20.8223083118594,3.81349129826223,37.8311253254565
"79","1706","X1","0",NA,33.7299732053748,12.0553584290759,55.4045879816737
"80","1706","X1","1",NA,1.81976005343472,-14.1022797868545,17.7417998937239
"81","1706","X2","A",NA,3.17079823196468,-15.8445451578199,22.1861416217493
"82","1706","X2","B",NA,28.4804713695921,0.815531168492672,56.1454115706916
"83","1706","X2","C",NA,18.5833053363717,-3.34309469203741,40.5097053647809
"84","1706","X3","0",NA,15.3970371341211,-5.28207295150393,36.0761472197461
"85","1706","X3","1",NA,23.4244276247275,3.73859289157123,43.1102623578838
"86","1706","X4","A",NA,12.5845827059336,-2.72793796833422,27.8971033802014
"87","1706","X4","B",NA,67.6810159180748,36.385749033533,98.9762828026165
"88","1706","X4","C",NA,-9.97943576193256,-60.0611934919575,40.1023219680923
"89","1706","X5","0",NA,14.5259683659333,0.609655094697336,28.4422816371693
"90","1706","X5","1",NA,-3.16392036213529,-35.9445921279871,29.6167514037165
"91","1707","Overall","NA","NA",29.7525019023747,16.7317022617528,42.7733015429965
"92","1707","Overall","NA","3",23.9485989296152,8.15295326972533,39.744244589505
"93","1707","Overall","NA","4",50.3266719451699,32.028960320837,68.6243835695028
"94","1707","X1","0",NA,34.822846163358,14.9815749287609,54.6641173979551
"95","1707","X1","1",NA,34.200631367848,15.3914531099723,53.0098096257238
"96","1707","X2","A",NA,48.0627636020083,30.1394876994066,65.98603950461
"97","1707","X2","B",NA,10.1967737280356,-11.9958042340704,32.3893516901416
"98","1707","X2","C",NA,24.7044621147522,-0.524969888625311,49.9338941181298
"99","1707","X3","0",NA,21.0158107645491,1.26262735858612,40.7689941705121
"100","1707","X3","1",NA,27.9542385761754,11.6740330089515,44.2344441433992
"101","1707","X4","A",NA,24.5582869046282,9.13198371711046,39.9845900921459
"102","1707","X4","B",NA,23.7609573349405,-8.24831193947759,55.7702266093586
"103","1707","X4","C",NA,79.0800550079962,26.8614015845281,131.298708431464
"104","1707","X5","0",NA,37.20946204339,16.4444173631583,57.9745067236216
"105","1707","X5","1",NA,35.3053124428088,13.9865793239405,56.6240455616772
"106","1708","Overall","NA","NA",24.3828885462972,13.5582166150432,35.2075604775512
"107","1708","Overall","NA","3",20.1731834161874,11.0213224915932,29.3250443407816
"108","1708","Overall","NA","4",22.3893914134078,7.02897738375388,37.7498054430617
"109","1708","X1","0",NA,5.47560884165637,-10.1529395148598,21.1041571981725
"110","1708","X1","1",NA,31.1328736376508,17.2626324573439,45.0031148179578
"111","1708","X2","A",NA,20.934239802508,1.7013706955177,40.1671089094984
"112","1708","X2","B",NA,16.9372397523275,-11.5813185364377,45.4557980410927
"113","1708","X2","C",NA,25.8307957123261,4.89039279739186,46.7711986272604
"114","1708","X3","0",NA,33.3745745706785,19.4388092421202,47.3103398992368
"115","1708","X3","1",NA,16.639813289534,3.87697030484129,29.4026562742267
"116","1708","X4","A",NA,5.99808777675389,-4.6896171861969,16.6857927397047
"117","1708","X4","B",NA,6.54925247148935,-27.0066098802221,40.1051148232008
"118","1708","X4","C",NA,49.4072030328218,35.2281444958215,63.5862615698222
"119","1708","X5","0",NA,20.8091884513265,2.34157134875039,39.2768055539025
"120","1708","X5","1",NA,30.4968310885201,13.4493736841723,47.5442884928679
"121","1709","Overall","NA","NA",28.8526744762107,16.4317485718146,41.2736003806069
"122","1709","Overall","NA","3",16.7872485635903,5.99975208048576,27.5747450466949
"123","1709","Overall","NA","4",47.0489791087168,25.8445118568582,68.2534463605754
"124","1709","X1","0",NA,38.3591214245164,17.4492609859751,59.2689818630577
"125","1709","X1","1",NA,26.4739396414057,9.52373987514001,43.4241394076713
"126","1709","X2","A",NA,39.735701753036,13.0139062852106,66.4574972208614
"127","1709","X2","B",NA,36.5062293226179,17.5588007537978,55.4536578914379
"128","1709","X2","C",NA,19.2594837452662,0.516119338567197,38.0028481519651
"129","1709","X3","0",NA,47.6176191489631,24.9730730195815,70.2621652783446
"130","1709","X3","1",NA,13.2457545992768,1.34163199563112,25.1498772029224
"131","1709","X4","A",NA,23.2125375008707,9.42554617494738,36.999528826794
"132","1709","X4","B",NA,15.1034299014609,-11.2994453009397,41.5063051038615
"133","1709","X4","C",NA,25.6690916660602,-9.14598196943409,60.4841653015546
"134","1709","X5","0",NA,24.0258576848182,7.128892726935,40.9228226427014
"135","1709","X5","1",NA,35.9504660522909,17.3707497530296,54.5301823515523
"136","1710","Overall","NA","NA",-22.3454976349792,-41.6153299692352,-3.07566530072321
