"","dataset.num","variable","level","year","satt","lower90","upper90"
"1","1701","Overall","NA","NA",63.9598443789084,48.9807249409689,78.9389638168479
"2","1701","Overall","NA","3",45.286244044536,29.8507979437786,60.7216901452934
"3","1701","Overall","NA","4",35.0445046510108,17.4592365845995,52.6297727174221
"4","1701","X1","0",NA,44.7462448491108,24.1704711446184,65.3220185536032
"5","1701","X1","1",NA,23.3094106632932,4.44722342869443,42.171597897892
"6","1701","X2","A",NA,54.0667804314905,32.0910134269604,76.0425474360207
"7","1701","X2","B",NA,87.2067441077397,63.5774653077902,110.836022907689
"8","1701","X2","C",NA,24.4112488628659,-5.80433631658273,54.6268340423146
"9","1701","X3","0",NA,83.5375093631412,62.4480236912605,104.626995035022
"10","1701","X3","1",NA,66.8157752080699,45.8598160939528,87.771734322187
"11","1701","X4","A",NA,52.8874432873247,37.5726818785531,68.2022046960963
"12","1701","X4","B",NA,61.8632484199341,4.35229098930049,119.374205850568
"13","1701","X4","C",NA,45.704424381483,13.9144117898047,77.4944369731613
"14","1701","X5","0",NA,36.4534986154708,17.4994055229715,55.4075917079702
"15","1701","X5","1",NA,46.5025383481966,26.065168541151,66.9399081552422
"16","1702","Overall","NA","NA",31.9110858818519,15.8556504969097,47.9665212667942
"17","1702","Overall","NA","3",43.6437829533684,28.8266625483756,58.4609033583612
"18","1702","Overall","NA","4",-12.0385243723968,-28.9132150914427,4.83616634664916
"19","1702","X1","0",NA,28.0879065473816,9.21939907927836,46.9564140154849
"20","1702","X1","1",NA,-11.0679639410232,-29.3919004765159,7.25597259446945
"21","1702","X2","A",NA,13.7213264556185,-4.86662534873883,32.3092782599758
"22","1702","X2","B",NA,17.2138640397582,-4.92918504039689,39.3569131199132
"23","1702","X2","C",NA,-23.2410577079688,-49.1247998926196,2.64268447668197
"24","1702","X3","0",NA,8.97289085687976,-8.84534506245287,26.7911267762124
"25","1702","X3","1",NA,6.40562983338668,-13.2501746379673,26.0614343047406
"26","1702","X4","A",NA,9.2274625883756,-4.92322168518071,23.3781468619319
"27","1702","X4","B",NA,22.9129215298087,-20.4217292428588,66.2475723024763
"28","1702","X4","C",NA,32.3330185034422,1.30088874854347,63.3651482583409
"29","1702","X5","0",NA,18.7032069764712,0.322195581462584,37.0842183714797
"30","1702","X5","1",NA,17.8937825405578,-1.51264943705495,37.3002145181706
"31","1703","Overall","NA","NA",24.7712500424566,11.0909643960138,38.4515356888993
"32","1703","Overall","NA","3",14.9358474052453,0.66052143120204,29.2111733792886
"33","1703","Overall","NA","4",41.1571873600171,22.8387166122229,59.4756581078114
"34","1703","X1","0",NA,9.60963949028746,-9.60153892962875,28.8208179102037
"35","1703","X1","1",NA,34.2506096113166,16.206078909653,52.2951403129802
"36","1703","X2","A",NA,1.45041344379706,-18.9532946163538,21.8541215039479
"37","1703","X2","B",NA,38.4133690396222,17.5876241103209,59.2391139689236
"38","1703","X2","C",NA,14.5632013614181,-16.0824436157129,45.2088463385492
"39","1703","X3","0",NA,43.5193221229383,22.9837654280758,64.0548788178008
"40","1703","X3","1",NA,9.4848974801132,-8.62471193014993,27.5945068903763
"41","1703","X4","A",NA,52.2988523306913,35.8549462423482,68.7427584190344
"42","1703","X4","B",NA,-50.6003000944247,-89.8481085739739,-11.3524916148756
"43","1703","X4","C",NA,-20.4405560032321,-61.8219639336773,20.940851927213
"44","1703","X5","0",NA,29.3907049779755,11.1383083650873,47.6431015908636
"45","1703","X5","1",NA,4.9157597612807,-12.7114815444006,22.543001066962
"46","1704","Overall","NA","NA",-0.727183117370487,-13.5829273606883,12.1285611259473
"47","1704","Overall","NA","3",6.36042950984302,-8.61843446404042,21.3392934837265
"48","1704","Overall","NA","4",3.61834897519088,-13.6591288182302,20.895826768612
"49","1704","X1","0",NA,-19.8733770021497,-39.1416978025909,-0.605056201708539
"50","1704","X1","1",NA,29.6952999517707,10.4513617691894,48.939238134352
"51","1704","X2","A",NA,-15.4083158234821,-34.2300480431271,3.4134163961629
"52","1704","X2","B",NA,22.4842850644382,-5.31214106960584,50.2807111984821
"53","1704","X2","C",NA,16.8366271359575,-7.60935475826271,41.2826090301778
"54","1704","X3","0",NA,-25.1754632248962,-45.5353436843581,-4.81558276543439
"55","1704","X3","1",NA,25.9373757748226,7.66352273650206,44.2112288131432
"56","1704","X4","A",NA,-0.883796478697377,-14.5701283193929,12.8025353619981
"57","1704","X4","B",NA,21.9324326185197,-23.2670866752354,67.1319519122748
"58","1704","X4","C",NA,-54.2347372228628,-93.8512326218256,-14.6182418239
"59","1704","X5","0",NA,-20.7922404167241,-40.5661649289555,-1.01831590449267
"60","1704","X5","1",NA,14.6613216328633,-2.85638432905526,32.1790275947818
"61","1705","Overall","NA","NA",30.8353137377549,17.034471312419,44.6361561630907
"62","1705","Overall","NA","3",8.45973074793437,-6.41770828509485,23.3371697809636
"63","1705","Overall","NA","4",40.7308473983778,22.9724691366938,58.4892256600619
"64","1705","X1","0",NA,-3.08599310398949,-24.0162151862858,17.8442289783068
"65","1705","X1","1",NA,25.8472045407125,10.0386761362425,41.6557329451825
"66","1705","X2","A",NA,40.5533001519943,17.6582666988918,63.4483336050969
"67","1705","X2","B",NA,3.21574151734239,-19.5726044932722,26.0040875279569
"68","1705","X2","C",NA,50.4668742645877,24.7991717587665,76.1345767704088
"69","1705","X3","0",NA,-13.5103947635334,-32.8783071736277,5.85751764656084
"70","1705","X3","1",NA,53.1197283988145,35.7612553975287,70.4782014001003
"71","1705","X4","A",NA,14.9808369909415,1.32071610754205,28.6409578743409
"72","1705","X4","B",NA,-14.0947155382555,-51.021715694945,22.832284618434
"73","1705","X4","C",NA,-2.74389771301321,-69.8583554628015,64.3705600367751
"74","1705","X5","0",NA,36.1877586265457,14.8941621621244,57.481355090967
"75","1705","X5","1",NA,32.2659649804054,13.9667307407283,50.5651992200826
"76","1706","Overall","NA","NA",6.99557851012719,-6.76525998851603,20.7564170087704
"77","1706","Overall","NA","3",6.01028098471988,-8.09236637887506,20.1129283483148
"78","1706","Overall","NA","4",6.45094146008773,-12.7010110993322,25.6028940195076
"79","1706","X1","0",NA,19.654847169541,-0.157237736732124,39.4669320758141
"80","1706","X1","1",NA,-6.78030578351445,-24.9533137819171,11.3927022148882
"81","1706","X2","A",NA,11.4839753489703,-9.69657922761443,32.664529925555
"82","1706","X2","B",NA,9.87020117230554,-17.7886098681016,37.5290122127127
"83","1706","X2","C",NA,-0.516471755488055,-28.0127174613148,26.9797739503387
"84","1706","X3","0",NA,27.6895038758728,5.72811271711013,49.6508950346354
"85","1706","X3","1",NA,-1.95873690641474,-21.1901847823721,17.2727109695426
"86","1706","X4","A",NA,-0.698923446450635,-16.0143493035108,14.6165024106095
"87","1706","X4","B",NA,24.0508396304472,-10.4415941336708,58.5432733945651
"88","1706","X4","C",NA,25.3446966854303,-24.2128467690593,74.90224013992
"89","1706","X5","0",NA,13.9303264090138,-2.29981319333829,30.1604660113659
"90","1706","X5","1",NA,-29.9615686004679,-54.7368003179047,-5.18633688303108
"91","1707","Overall","NA","NA",15.0437064559676,-1.18378904814783,31.271201960083
"92","1707","Overall","NA","3",10.4422421679699,-7.70910171358972,28.5935860495295
"93","1707","Overall","NA","4",19.1842619188474,-0.797189879833169,39.1657137175279
"94","1707","X1","0",NA,11.93010718388,-9.9465915398534,33.8068059076133
"95","1707","X1","1",NA,-0.435302280825454,-21.5471327962505,20.6765282345996
"96","1707","X2","A",NA,45.0792919987207,23.2000350160276,66.9585489814138
"97","1707","X2","B",NA,-7.0907838619114,-33.1172656765167,18.9356979526939
"98","1707","X2","C",NA,-31.689191122086,-58.3461626770881,-5.03221956708386
"99","1707","X3","0",NA,-9.43311981229795,-31.8665918308425,13.0003522062466
"100","1707","X3","1",NA,19.707439755354,0.643538840723693,38.7713406699843
"101","1707","X4","A",NA,-9.31805262298553,-25.7376901445748,7.10158489860375
"102","1707","X4","B",NA,52.3756976380437,12.6744209496373,92.07697432645
"103","1707","X4","C",NA,101.720537182063,43.6690736568776,159.772000707248
"104","1707","X5","0",NA,17.8196166070575,-1.23571387451525,36.8749470886302
"105","1707","X5","1",NA,-5.97298255901751,-24.8881141300336,12.9421490119986
"106","1708","Overall","NA","NA",20.8041445234744,8.38957930842944,33.2187097385194
"107","1708","Overall","NA","3",17.384568525857,3.94185680244538,30.8272802492687
"108","1708","Overall","NA","4",29.200436018647,13.5197355083206,44.8811365289734
"109","1708","X1","0",NA,32.5232396747847,14.8049362858476,50.2415430637217
"110","1708","X1","1",NA,17.8986833753575,1.4465884598375,34.3507782908774
"111","1708","X2","A",NA,38.7689546643144,16.5735858080327,60.9643235205961
"112","1708","X2","B",NA,15.2496529059047,-3.82386806339014,34.3231738751995
"113","1708","X2","C",NA,13.9743798358918,-5.77791310905613,33.7266727808397
"114","1708","X3","0",NA,30.9579452423436,10.9359198250016,50.9799706596856
"115","1708","X3","1",NA,7.40591995974296,-6.54945917087956,21.3612990903655
"116","1708","X4","A",NA,16.9751250369779,4.21339662393605,29.7368534500198
"117","1708","X4","B",NA,24.9806408601162,-16.453384770488,66.4146664907203
"118","1708","X4","C",NA,45.9659155535301,6.36304181114248,85.5687892959177
"119","1708","X5","0",NA,12.8382388451655,-7.92196707607297,33.598444766404
"120","1708","X5","1",NA,27.7123072494003,12.4886310186151,42.9359834801855
"121","1709","Overall","NA","NA",33.8977560693811,21.5852145492231,46.2102975895391
"122","1709","Overall","NA","3",17.2982844199107,4.86833511621462,29.7282337236068
"123","1709","Overall","NA","4",36.8170001059175,20.7327969834778,52.9012032283572
"124","1709","X1","0",NA,21.9607921548647,5.75952475567271,38.1620595540568
"125","1709","X1","1",NA,40.7339103506674,23.4067077332124,58.0611129681225
"126","1709","X2","A",NA,38.5312110796085,17.775937678198,59.286484481019
"127","1709","X2","B",NA,34.7045752845138,17.7478304553715,51.6613201136561
"128","1709","X2","C",NA,22.7486904528873,-0.398743397411707,45.8961243031864
"129","1709","X3","0",NA,49.4011186078826,30.4607519243145,68.3414852914507
"130","1709","X3","1",NA,29.9644037288231,14.0669226640238,45.8618847936223
"131","1709","X4","A",NA,40.4141401081761,26.5398052310553,54.2884749852968
"132","1709","X4","B",NA,20.9686426772973,-12.8648438159532,54.8021291705479
"133","1709","X4","C",NA,-26.1716934041515,-71.6079590768651,19.2645722685621
"134","1709","X5","0",NA,27.0297465035524,8.61185931086191,45.4476336962428
"135","1709","X5","1",NA,37.3659166334369,20.9428601717052,53.7889730951685
"136","1710","Overall","NA","NA",-1.81801989509722,-12.7188820338707,9.08284224367621
"137","1710","Overall","NA","3",-11.1479460680755,-22.6566171146405,0.360724978489515
"138","1710","Overall","NA","4",4.42409250110541,-12.212588304854,21.0607733070648
"139","1710","X1","0",NA,18.6762129330866,1.21212229329882,36.1403035728744
"140","1710","X1","1",NA,-23.9753974163625,-38.9383792505119,-9.01241558221312
"141","1710","X2","A",NA,5.34171049974452,-15.4111941010535,26.0946151005426
"142","1710","X2","B",NA,-0.506524695110102,-22.4610443470301,21.4479949568099
"143","1710","X2","C",NA,-24.6802466442809,-45.5491384467109,-3.81135484185101
"144","1710","X3","0",NA,4.72423439490535,-14.5517240351768,24.0001928249875
"145","1710","X3","1",NA,-8.34551961588545,-23.0198587712404,6.32881953946953
"146","1710","X4","A",NA,-11.9644859215723,-25.822689060778,1.89371721763334
"147","1710","X4","B",NA,31.2830376780621,9.68340979403637,52.8826655620878
"148","1710","X4","C",NA,9.79800043946238,-38.2301769955371,57.8261778744619
"149","1710","X5","0",NA,4.32060634301683,-12.8273498905102,21.4685625765438
"150","1710","X5","1",NA,-0.965396282240818,-15.5516407706255,13.6208482061438
"151","1711","Overall","NA","NA",6.09911265633309,-6.79394927933376,18.9921745919999
"152","1711","Overall","NA","3",-5.01658177190211,-19.4658105961303,9.43264705232612
"153","1711","Overall","NA","4",23.4483332103143,6.356373179797,40.5402932408317
"154","1711","X1","0",NA,20.3583823055869,1.17821886781883,39.538545743355
"155","1711","X1","1",NA,-10.7421862017582,-27.0162430050084,5.53187060149209
"156","1711","X2","A",NA,11.3407849937557,-9.46955716606774,32.1511271535792
"157","1711","X2","B",NA,14.8539579920591,-8.23251545230213,37.9404314364204
"158","1711","X2","C",NA,8.3038754713225,-16.7351547817796,33.3429057244246
"159","1711","X3","0",NA,19.1646705257722,-0.876809371378968,39.2061504229233
"160","1711","X3","1",NA,-5.7587742495798,-22.1735184942657,10.6559699951061
"161","1711","X4","A",NA,0.486560484063148,-14.1767121920063,15.1498331601326
"162","1711","X4","B",NA,38.4733170400109,-3.89246225943088,80.8390963394527
"163","1711","X4","C",NA,48.7027636126782,-3.71261036297682,101.118137588333
"164","1711","X5","0",NA,21.176191815342,2.17021769687451,40.1821659338095
"165","1711","X5","1",NA,3.51256470217209,-15.0281175990217,22.0532470033659
"166","1712","Overall","NA","NA",20.2018842122029,8.41945842404927,31.9843100003566
"167","1712","Overall","NA","3",3.41519709697718,-9.33447970794472,16.1648739018991
"168","1712","Overall","NA","4",40.5696224297508,23.9913887161698,57.1478561433317
"169","1712","X1","0",NA,17.7606031863834,0.0769384507307826,35.444267922036
"170","1712","X1","1",NA,18.5145231832616,3.28290851949493,33.7461378470284
"171","1712","X2","A",NA,22.0014431073362,1.9318944921463,42.070991722526
"172","1712","X2","B",NA,-1.07768055463703,-20.0811095752595,17.9257484659855
"173","1712","X2","C",NA,44.0667343426717,20.9700253644337,67.1634433209097
"174","1712","X3","0",NA,-0.978347188911357,-18.8428420641351,16.8861476863124
"175","1712","X3","1",NA,39.1717285939385,22.2346054551516,56.1088517327253
"176","1712","X4","A",NA,16.1987705858517,1.49290419364483,30.9046369780585
"177","1712","X4","B",NA,64.8715560276607,19.0584030873406,110.684708967981
"178","1712","X4","C",NA,80.2572452478489,-13.2041287603892,173.718619256087
"179","1712","X5","0",NA,-12.0349896227551,-33.7541871920611,9.6842079465509
"180","1712","X5","1",NA,41.6056896694249,27.4703461617231,55.7410331771267
"181","1713","Overall","NA","NA",40.2838779807912,27.3604724265495,53.2072835350329
"182","1713","Overall","NA","3",11.3286502758951,-0.827316529667581,23.4846170814579
"183","1713","Overall","NA","4",36.0037713647509,18.7321182425302,53.2754244869717
"184","1713","X1","0",NA,26.5527571393418,9.41184381953392,43.6936704591497
"185","1713","X1","1",NA,20.920521941209,3.17353768057501,38.667506201843
"186","1713","X2","A",NA,35.910394569999,15.93570879045,55.885080349548
"187","1713","X2","B",NA,11.7168377084358,-8.65843015716412,32.0921055740358
"188","1713","X2","C",NA,23.661781964392,2.527085232316,44.7964786964681
"189","1713","X3","0",NA,13.9323557804055,-3.12725598631842,30.9919675471294
"190","1713","X3","1",NA,35.0667976350653,17.4598237340229,52.6737715361077
