id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,656.2709623776717,0,0,497,12.467,2.978,0.429,-0.545,0.594,0.157,0.249
1,2,684.6057687071869,0,0,544,12.401,2.938,0.445,-0.438,0.59,0.154,0.256
1,3,797.2372460946672,0,1,529,12.383,2.951,0.456,-0.442,0.59,0.157,0.253
1,4,900.3624756006118,0,1,496,12.333,2.94,0.464,-0.413,0.579,0.163,0.258
2,1,997.2292981828009,1,0,158,11.82,2.892,0.437,-0.159,0.639,0.253,0.108
2,2,1166.758082474875,1,0,191,11.763,2.974,0.461,-0.292,0.613,0.283,0.105
2,3,970.7747711866981,1,1,186,11.773,2.973,0.468,-0.282,0.618,0.269,0.113
2,4,1248.9961778846005,1,1,207,11.749,3.058,0.464,-0.372,0.638,0.256,0.106
3,1,636.4294771092674,0,0,192,11.223,2.901,0.578,0.273,0.771,0.141,0.089
3,2,879.57017677649,0,0,188,11.114,2.904,0.569,0.215,0.755,0.154,0.09
3,3,1000.219232564338,0,1,181,11.157,2.95,0.541,0.19,0.762,0.149,0.088
3,4,1063.2106043019626,0,1,218,11.189,2.922,0.537,0.055,0.789,0.119,0.092
4,1,788.9542720626112,0,0,437,11.786,3.03,0.455,-0.228,0.892,0.087,0.021
4,2,966.1106751470703,0,0,464,11.654,3.11,0.483,-0.171,0.892,0.091,0.017
4,3,958.4333608776087,0,1,474,11.686,3.158,0.489,-0.235,0.895,0.091,0.015
4,4,1154.5942166679804,0,1,454,11.739,3.161,0.482,-0.258,0.892,0.09,0.018
5,1,795.9049835824488,0,0,102,11.701,2.863,0.578,0.12,0.853,0.127,0.02
5,2,1096.1879519514755,0,0,98,11.757,2.908,0.592,0.188,0.847,0.133,0.02
5,3,1012.169069813794,0,1,94,11.733,2.947,0.596,0.151,0.819,0.138,0.043
5,4,1378.682294243264,0,1,93,11.753,2.914,0.581,0.138,0.817,0.14,0.043
6,1,760.3052476622935,0,0,2719,11.525,2.994,0.514,-0.065,0.641,0.29,0.069
6,2,918.5034892404728,0,0,2702,11.633,2.977,0.509,-0.109,0.634,0.295,0.07
6,3,992.7206327388018,0,1,2610,11.655,2.991,0.511,-0.119,0.631,0.297,0.071
6,4,1194.0818616432646,0,1,2616,11.63,2.987,0.518,-0.156,0.634,0.293,0.073
7,1,639.9836704642983,1,0,864,12.175,3.073,0.436,-0.421,0.743,0.115,0.142
7,2,872.6705043725188,1,0,845,12.158,3.082,0.439,-0.419,0.75,0.11,0.14
7,3,969.935637288739,1,1,823,12.136,3.126,0.456,-0.404,0.746,0.112,0.142
7,4,1089.0945908853632,1,1,903,12.04,3.09,0.485,-0.304,0.757,0.11,0.133
8,1,885.0266501855587,1,0,983,11.221,3.006,0.541,0.064,0.607,0.27,0.123
8,2,1183.792774899085,1,0,941,11.137,2.983,0.544,0.091,0.599,0.281,0.12
8,3,1399.0402141300274,1,1,915,11.174,2.987,0.546,0.076,0.608,0.277,0.116
8,4,1503.9284346944785,1,1,862,11.246,2.932,0.539,0.073,0.618,0.266,0.116
9,1,769.5270856691086,0,0,444,11.098,3.2,0.583,0.264,0.752,0.2,0.047
9,2,1207.1902527302616,0,0,426,11.119,3.183,0.587,0.25,0.742,0.209,0.049
9,3,1348.739050680398,0,1,437,11.14,3.162,0.554,0.154,0.73,0.217,0.053
9,4,1517.433451347166,0,1,420,11.362,3.148,0.562,0.126,0.729,0.217,0.055
10,1,852.014548477833,0,0,1805,11.143,2.984,0.613,0.368,0.824,0.084,0.092
10,2,1224.4552223318497,0,0,1837,11.176,2.985,0.601,0.318,0.823,0.085,0.092
10,3,1199.6408537553755,0,1,1791,11.209,2.979,0.602,0.293,0.81,0.093,0.097
10,4,1341.813611418549,0,1,1834,11.307,3.01,0.582,0.198,0.813,0.089,0.098
11,1,901.7289227477,1,0,279,10.887,2.993,0.595,0.312,0.81,0.122,0.068
11,2,1037.7166180184342,1,0,278,11.084,2.942,0.561,0.254,0.795,0.122,0.083
11,3,1164.0924324839773,1,1,280,10.997,3.004,0.55,0.173,0.789,0.136,0.075
11,4,1568.6728554251474,1,1,254,10.916,2.972,0.551,0.182,0.787,0.134,0.079
12,1,871.0920303719663,0,0,2718,10.982,3.025,0.611,0.405,0.58,0.323,0.097
12,2,1220.169751767488,0,0,2595,10.977,3.01,0.611,0.399,0.576,0.326,0.098
12,3,1425.284799284931,0,1,2597,11.057,2.995,0.601,0.362,0.578,0.325,0.098
12,4,1574.209967044768,0,1,2502,11.175,2.983,0.59,0.28,0.578,0.321,0.101
13,1,920.7337008422547,0,0,985,11.28,2.993,0.581,0.169,0.453,0.388,0.159
13,2,976.3337353904902,0,0,1001,11.215,3.008,0.591,0.156,0.457,0.39,0.154
13,3,1169.1944680162894,0,1,1055,11.21,2.991,0.592,0.127,0.456,0.398,0.146
13,4,1246.3043931169507,0,1,1055,11.273,3.007,0.588,0.029,0.448,0.405,0.147
14,1,966.7638873384159,0,0,1016,11.031,2.927,0.57,0.296,0.536,0.216,0.248
14,2,1185.5049121183536,0,0,1033,11.098,2.899,0.568,0.261,0.533,0.21,0.257
14,3,1321.0678438150696,0,1,1052,11.24,2.89,0.552,0.187,0.529,0.213,0.259
14,4,1430.7937729937012,0,1,988,11.243,2.889,0.553,0.192,0.53,0.21,0.26
15,1,802.769016390479,0,0,716,11.64,3.013,0.49,-0.139,0.775,0.162,0.063
15,2,981.4735605346857,0,0,728,11.748,3.01,0.495,-0.142,0.775,0.162,0.063
15,3,892.5819123134045,0,1,701,11.669,2.976,0.515,-0.144,0.772,0.165,0.063
15,4,1107.7329326278264,0,1,693,11.524,2.934,0.527,-0.139,0.782,0.162,0.056
16,1,909.6933271421929,0,0,331,11.084,2.867,0.598,0.261,0.801,0.13,0.069
16,2,938.272634556737,0,0,325,11.152,2.818,0.591,0.172,0.788,0.138,0.074
16,3,1066.4733535583857,0,1,340,11.146,2.797,0.612,0.153,0.788,0.144,0.068
16,4,1252.5883487057372,0,1,349,11.083,2.857,0.593,0.06,0.777,0.149,0.074
17,1,760.8627052002516,0,0,328,11.316,3.003,0.527,0.312,0.921,0.064,0.015
17,2,1117.9597298817466,0,0,369,11.274,3.062,0.515,0.206,0.927,0.06,0.014
17,3,1283.5277450737685,0,1,362,11.271,3.061,0.511,0.175,0.917,0.066,0.017
17,4,1220.1203100526877,0,1,338,11.427,3.124,0.5,0.177,0.917,0.068,0.015
18,1,714.5924063425754,0,0,101,12.808,2.812,0.347,-0.637,0.762,0.178,0.059
18,2,662.2519721390663,0,0,101,12.689,2.95,0.366,-0.603,0.772,0.168,0.059
