id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,697.5918328457674,1,0,166,11.645,2.855,0.572,-0.171,0.602,0.277,0.12
1,2,1042.8720727809198,1,0,168,11.504,2.732,0.565,-0.201,0.601,0.292,0.107
1,3,1192.5012020633478,1,1,157,11.668,2.732,0.586,-0.207,0.605,0.293,0.102
1,4,1483.625683209652,1,1,140,11.872,2.793,0.607,-0.195,0.607,0.293,0.1
2,1,924.506932480675,0,0,312,11.522,2.949,0.5,-0.181,0.878,0.054,0.067
2,2,900.2025049871315,0,0,299,11.429,2.936,0.522,-0.133,0.886,0.057,0.057
2,3,1094.7859209999688,0,1,293,11.444,2.969,0.526,-0.182,0.884,0.061,0.055
2,4,1325.1087129021064,0,1,297,11.813,2.987,0.498,-0.347,0.899,0.057,0.044
3,1,790.6491523506974,1,0,1200,11.663,3.011,0.52,-0.052,0.741,0.196,0.063
3,2,1019.9501878237961,1,0,1164,11.625,3.028,0.52,-0.03,0.747,0.192,0.062
3,3,1046.6882824549316,1,1,1188,11.71,3.016,0.503,-0.091,0.742,0.194,0.064
3,4,1160.8400851878223,1,1,1193,11.698,3.006,0.5,-0.088,0.739,0.194,0.066
4,1,947.7148002071992,1,0,2716,12.081,2.985,0.451,-0.378,0.425,0.358,0.217
4,2,996.5173940529801,1,0,2611,11.995,2.968,0.46,-0.354,0.428,0.358,0.214
4,3,1028.3625122852134,1,1,2495,11.97,2.958,0.463,-0.329,0.432,0.356,0.212
4,4,1364.7625020941348,1,1,2352,11.95,2.972,0.466,-0.34,0.431,0.357,0.212
5,1,894.967519385461,0,0,217,11.707,3.065,0.512,0.042,0.871,0.041,0.088
5,2,1086.5525353092514,0,0,216,11.836,3.153,0.519,-0,0.88,0.046,0.074
5,3,1214.1031293826798,0,1,212,11.95,3.132,0.519,0.008,0.877,0.057,0.066
5,4,1058.3566833125712,0,1,210,12.154,3.181,0.524,-0.012,0.881,0.052,0.067
6,1,816.7590553277809,1,0,894,11.803,2.989,0.512,-0.226,0.584,0.21,0.206
6,2,1138.5238728054942,1,0,878,11.836,2.987,0.51,-0.232,0.59,0.212,0.198
6,3,1208.4568141693562,1,1,817,11.753,2.963,0.508,-0.219,0.591,0.213,0.196
6,4,1427.488167345332,1,1,788,11.761,2.986,0.496,-0.256,0.59,0.214,0.195
7,1,734.1949745010181,0,0,131,10.576,2.962,0.542,0.281,0.756,0.16,0.084
7,2,898.924884655441,0,0,121,10.668,2.893,0.521,0.302,0.736,0.174,0.091
7,3,1102.6083868293244,0,1,120,10.869,2.85,0.575,0.261,0.783,0.133,0.083
7,4,1301.412916445493,0,1,124,11.274,2.774,0.556,0.143,0.782,0.129,0.089
8,1,972.2136061023739,1,0,951,11.557,3.014,0.507,-0.059,0.819,0.147,0.034
8,2,1035.170480476145,1,0,967,11.436,3.025,0.523,-0.038,0.818,0.148,0.034
8,3,1233.2617824950908,1,1,1005,11.443,3.068,0.523,-0.085,0.83,0.136,0.034
8,4,1380.5740032756482,1,1,945,11.529,3.062,0.513,-0.119,0.826,0.135,0.038
9,1,861.7773516898598,0,0,799,11.248,3.053,0.541,0.186,0.413,0.253,0.334
9,2,1089.215476915785,0,0,787,11.222,3.051,0.541,0.14,0.418,0.24,0.342
9,3,1397.237778876152,0,1,764,11.172,3.102,0.537,0.137,0.412,0.246,0.342
9,4,1413.57795995686,0,1,768,11.119,3.111,0.542,0.061,0.435,0.241,0.324
10,1,782.996532233345,1,0,1100,11.568,2.966,0.513,-0.005,0.847,0.101,0.052
10,2,1060.6617252566216,1,0,1028,11.491,2.95,0.511,0.01,0.844,0.1,0.055
10,3,1171.2838070456146,1,1,1028,11.565,2.966,0.501,-0.034,0.841,0.105,0.054
10,4,1328.2151161083173,1,1,1013,11.596,2.94,0.508,-0.066,0.843,0.106,0.051
11,1,1082.6191525501029,1,0,278,10.929,2.91,0.59,0.272,0.874,0.072,0.054
11,2,1441.0065430432076,1,0,285,10.929,2.905,0.579,0.24,0.863,0.077,0.06
11,3,1336.005450350563,1,1,267,10.908,2.858,0.577,0.212,0.873,0.067,0.06
11,4,1672.8755587699413,1,1,237,10.826,2.89,0.578,0.224,0.873,0.063,0.063
12,1,911.2090334654362,0,0,526,11.302,3.015,0.568,0.242,0.504,0.397,0.099
12,2,1044.57212634067,0,0,557,11.32,2.986,0.58,0.185,0.521,0.382,0.097
12,3,1125.2260970368445,0,1,561,11.258,2.966,0.586,0.102,0.513,0.378,0.109
12,4,1175.7443704348927,0,1,560,11.285,2.954,0.575,0.049,0.509,0.377,0.114
13,1,956.9778286537022,0,0,401,10.815,2.918,0.566,0.201,0.496,0.456,0.047
13,2,1051.764118092615,0,0,410,10.908,2.941,0.573,0.164,0.495,0.454,0.051
13,3,1358.0602834877045,0,1,408,11.032,2.963,0.549,0.103,0.5,0.449,0.051
13,4,1372.6963686102536,0,1,382,10.932,3.018,0.55,0.076,0.495,0.458,0.047
14,1,907.6057522317907,0,0,617,11.93,2.912,0.454,-0.295,0.747,0.162,0.091
14,2,909.6687874822197,0,0,594,11.859,2.934,0.458,-0.286,0.742,0.168,0.089
14,3,993.1468497478539,0,1,588,11.72,2.944,0.473,-0.3,0.743,0.17,0.087
14,4,1092.2478421593078,0,1,576,11.86,2.934,0.479,-0.33,0.738,0.17,0.092
15,1,1114.9683939145411,0,0,797,11.072,2.962,0.627,0.331,0.742,0.11,0.148
15,2,1270.0641843174037,0,0,822,11.249,2.973,0.6,0.243,0.753,0.105,0.142
15,3,1372.5695429543307,0,1,803,11.293,2.978,0.598,0.213,0.758,0.102,0.139
15,4,1623.4185894350592,0,1,850,11.339,2.956,0.604,0.19,0.764,0.101,0.135
16,1,957.4061813480677,1,0,496,11.7,3.03,0.502,-0.087,0.845,0.095,0.06
16,2,1066.8272682743418,1,0,510,11.859,3.053,0.496,-0.106,0.845,0.09,0.065
16,3,1258.675960420051,1,1,489,11.98,3.053,0.487,-0.103,0.836,0.096,0.067
16,4,1375.4878657906397,1,1,453,12.025,3.026,0.501,-0.136,0.823,0.106,0.071
17,1,739.1818014512866,0,0,140,12.184,3.143,0.536,-0.011,0.393,0.507,0.1
17,2,814.9836133253036,0,0,143,12.101,3.105,0.538,-0.035,0.378,0.538,0.084
17,3,1068.5195748419885,0,1,136,12.425,3.088,0.529,-0.079,0.39,0.515,0.096
17,4,1211.6661945372812,0,1,138,12.334,2.986,0.558,-0.099,0.384,0.493,0.123
18,1,861.9530254348296,1,0,864,11.654,2.986,0.527,0.005,0.581,0.312,0.106
