id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,857.8462311197429,0,0,232,11.704,3.116,0.487,-0.058,0.871,0.065,0.065
1,2,748.4952426783094,0,0,259,11.517,3.019,0.479,-0.096,0.869,0.069,0.062
1,3,1078.8750662456591,0,1,266,11.459,3.019,0.459,-0.076,0.868,0.064,0.068
1,4,1134.4184507830105,0,1,255,11.572,2.984,0.463,-0.061,0.878,0.071,0.051
2,1,906.60832975021,1,0,820,11.086,3.009,0.565,0.242,0.793,0.137,0.071
2,2,1209.6151129673704,1,0,761,11.077,3.018,0.566,0.231,0.791,0.133,0.076
2,3,1397.5501827335374,1,1,765,11.202,3.01,0.55,0.129,0.787,0.137,0.076
2,4,1729.1949031291556,1,1,746,11.193,2.992,0.542,0.106,0.798,0.129,0.074
3,1,760.4343396304644,0,0,226,12.263,3.164,0.473,-0.134,0.81,0.137,0.053
3,2,952.9600712242845,0,0,239,12.391,3.121,0.456,-0.169,0.808,0.142,0.05
3,3,1088.2695290418771,0,1,253,12.546,3.087,0.435,-0.236,0.814,0.138,0.047
3,4,1205.278971069412,0,1,257,12.343,3.016,0.455,-0.216,0.809,0.14,0.051
4,1,713.7217372372864,1,0,219,12.314,3.11,0.429,-0.224,0.708,0.082,0.21
4,2,935.4083122364408,1,0,215,12.105,3.047,0.433,-0.174,0.702,0.088,0.209
4,3,792.7626085022275,1,1,276,12.273,3.13,0.428,-0.363,0.692,0.094,0.214
4,4,1129.0642139920462,1,1,253,12.15,3.17,0.431,-0.334,0.704,0.087,0.209
5,1,821.3031760425005,1,0,678,11.783,2.923,0.473,-0.224,0.814,0.149,0.037
5,2,945.9605874586078,1,0,667,11.818,2.939,0.478,-0.222,0.823,0.141,0.036
5,3,984.2007534451335,1,1,684,11.764,2.933,0.469,-0.226,0.822,0.139,0.039
5,4,1246.6105928588981,1,1,685,11.765,2.946,0.48,-0.229,0.809,0.15,0.041
6,1,717.8417239675081,1,0,842,11.983,3.004,0.479,-0.328,0.743,0.158,0.099
6,2,889.385139970157,1,0,887,11.957,3.018,0.489,-0.267,0.755,0.156,0.089
6,3,875.3714014965102,1,1,921,11.958,3.014,0.494,-0.269,0.758,0.153,0.089
6,4,1074.6697919243072,1,1,917,11.943,2.993,0.493,-0.277,0.767,0.149,0.084
7,1,900.8942364923103,0,0,412,11.417,2.959,0.541,-0.085,0.665,0.252,0.083
7,2,1123.6200851895615,0,0,424,11.359,2.962,0.542,-0.074,0.658,0.255,0.087
7,3,1090.0952732719895,0,1,442,11.276,2.93,0.523,-0.086,0.636,0.262,0.102
7,4,1179.470328123137,0,1,454,11.19,2.925,0.515,-0.103,0.637,0.264,0.099
8,1,980.3739045372303,1,0,1971,11.144,3.072,0.586,0.292,0.564,0.313,0.123
8,2,1330.147981664798,1,0,1918,11.138,3.099,0.581,0.286,0.567,0.309,0.124
8,3,1408.5953392687152,1,1,1846,11.232,3.089,0.574,0.234,0.573,0.304,0.123
8,4,1420.213152416782,1,1,1772,11.29,3.077,0.564,0.18,0.575,0.304,0.121
9,1,941.8555963178139,0,0,201,11.451,3.149,0.542,0.009,0.557,0.204,0.239
9,2,988.7567138797526,0,0,195,11.423,3.118,0.554,0.02,0.569,0.205,0.226
9,3,1229.5767422326414,0,1,197,11.564,3.086,0.543,-0.011,0.569,0.208,0.223
9,4,1454.3907169054705,0,1,200,11.73,3.045,0.51,-0.008,0.59,0.2,0.21
10,1,831.1107662677739,1,0,497,11.305,2.879,0.569,0.074,0.65,0.243,0.107
10,2,1202.2453733203597,1,0,487,11.268,2.873,0.563,0.059,0.651,0.246,0.103
10,3,1174.5347915029422,1,1,484,11.276,2.857,0.545,0.001,0.655,0.25,0.095
10,4,1209.0725048316785,1,1,500,11.321,2.86,0.516,-0.07,0.636,0.264,0.1
11,1,738.401718756741,1,0,411,11.189,2.981,0.586,0.166,0.543,0.297,0.161
11,2,1100.6836072778756,1,0,393,11.261,2.934,0.595,0.191,0.542,0.293,0.165
11,3,1254.3500196720704,1,1,389,11.343,2.887,0.56,0.125,0.558,0.285,0.157
