id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,734.5687200017637,0,0,1099,12.448,3.008,0.429,-0.582,0.858,0.091,0.051
1,2,740.8663019280085,0,0,1145,12.369,3.003,0.446,-0.531,0.857,0.096,0.047
1,3,945.3412330106834,0,1,1089,12.27,3.009,0.444,-0.513,0.857,0.093,0.051
1,4,1152.505805439289,0,1,1191,12.24,2.988,0.462,-0.499,0.866,0.089,0.045
2,1,501.0532337645805,0,0,90,11.442,2.878,0.578,-0.138,0.867,0.089,0.044
2,2,741.5274127204533,0,0,91,11.587,2.934,0.582,-0.161,0.868,0.088,0.044
2,3,835.4620508355038,0,1,101,11.918,3.069,0.584,-0.319,0.871,0.089,0.04
2,4,810.3901343803279,0,1,99,11.683,3.111,0.566,-0.35,0.859,0.091,0.051
3,1,863.1253035591463,0,0,513,11.255,3.097,0.571,0.066,0.84,0.121,0.039
3,2,1267.517270309496,0,0,525,11.308,3.103,0.568,0.045,0.829,0.122,0.05
3,3,1119.1597511990312,0,1,511,11.373,3.084,0.568,-0.002,0.838,0.119,0.043
3,4,1386.406504170345,0,1,527,11.555,3.108,0.55,-0.061,0.839,0.114,0.047
4,1,902.2639413810547,0,0,165,11.984,3.061,0.491,-0.171,0.885,0.073,0.042
4,2,927.4098239438814,0,0,155,11.737,3.058,0.503,-0.125,0.884,0.077,0.039
4,3,1127.2853702640994,0,1,158,11.597,3.051,0.544,-0.039,0.886,0.076,0.038
4,4,1108.378535154406,0,1,145,11.395,3.145,0.538,-0.031,0.876,0.083,0.041
5,1,878.4556455810657,0,0,147,11.912,3.075,0.551,0.074,0.517,0.374,0.109
5,2,1267.0123303103137,0,0,146,11.43,3.103,0.555,0.103,0.541,0.356,0.103
5,3,1058.875235988925,0,1,248,11.306,2.96,0.544,0.056,0.625,0.286,0.089
5,4,1185.6155505678291,0,1,228,11.301,2.93,0.535,0.039,0.649,0.263,0.088
6,1,736.5158301966999,0,0,1661,12.169,3.035,0.443,-0.376,0.807,0.154,0.039
6,2,801.1195733214536,0,0,1667,12.046,3.035,0.463,-0.287,0.806,0.156,0.038
6,3,945.352222027154,0,1,1570,12.032,3.029,0.471,-0.275,0.808,0.154,0.038
6,4,1085.2639336636903,0,1,1659,11.978,2.968,0.479,-0.271,0.805,0.156,0.039
7,1,782.9551916944379,0,0,701,11.179,2.889,0.556,0.1,0.816,0.121,0.063
7,2,1065.0863004441271,0,0,670,11.332,2.907,0.548,0.069,0.806,0.125,0.069
7,3,1130.7615393703397,0,1,636,11.26,2.918,0.56,0.069,0.803,0.129,0.068
7,4,1382.57584248829,0,1,615,11.223,2.919,0.55,0.07,0.816,0.12,0.063
8,1,998.764486283854,0,0,843,11.25,3,0.552,0.222,0.877,0.053,0.07
8,2,995.0793252857776,0,0,818,11.264,3.021,0.539,0.194,0.878,0.054,0.068
8,3,1198.2210582174355,0,1,800,11.349,3.013,0.526,0.147,0.874,0.056,0.07
8,4,1353.33398508812,0,1,781,11.315,3.022,0.521,0.1,0.873,0.055,0.072
9,1,669.9785641635999,1,0,796,12.046,3.02,0.452,-0.354,0.612,0.256,0.132
9,2,856.8171352294398,1,0,793,11.984,3.005,0.456,-0.321,0.624,0.25,0.126
9,3,1042.6641511741443,1,1,748,11.977,2.996,0.46,-0.292,0.635,0.238,0.127
9,4,1037.621702562118,1,1,742,11.888,2.978,0.47,-0.268,0.632,0.241,0.127
10,1,1455.8097947948447,0,0,417,10.757,2.976,0.614,0.515,0.859,0.098,0.043
10,2,1543.8902403653487,0,0,406,10.843,2.931,0.596,0.453,0.862,0.099,0.039
10,3,1516.1062615199533,0,1,389,10.845,3.013,0.594,0.428,0.874,0.09,0.036
10,4,1761.5057381497554,0,1,409,10.804,2.978,0.579,0.342,0.888,0.078,0.034
11,1,801.8048685840369,0,0,756,11.103,3.013,0.604,0.35,0.861,0.11,0.029
11,2,1048.0511279456623,0,0,759,11.236,2.988,0.593,0.306,0.862,0.109,0.029
11,3,1192.3235777421123,0,1,750,11.316,2.975,0.585,0.23,0.86,0.112,0.028
11,4,1270.2067192442573,0,1,756,11.455,3.001,0.566,0.121,0.861,0.11,0.029
12,1,701.8958146770102,1,0,140,12.328,2.929,0.543,-0.401,0.757,0.057,0.186
12,2,1032.7771783089918,1,0,131,12.227,3,0.527,-0.386,0.756,0.061,0.183
12,3,1205.69345261109,1,1,126,11.807,2.944,0.516,-0.395,0.762,0.063,0.175
12,4,1270.5398023731454,1,1,131,11.936,2.832,0.519,-0.436,0.748,0.084,0.168
13,1,853.7781335536113,1,0,195,11.29,2.846,0.487,-0.15,0.369,0.369,0.262
13,2,1278.664118943881,1,0,184,11.417,2.902,0.473,-0.139,0.37,0.386,0.245
13,3,1027.527327185198,1,1,180,11.405,2.878,0.467,-0.164,0.367,0.383,0.25
13,4,1108.7989714689681,1,1,191,11.327,2.921,0.445,-0.264,0.361,0.403,0.236
14,1,951.953681628328,0,0,2282,11.529,2.901,0.57,0.127,0.641,0.279,0.081
14,2,1076.0009514422381,0,0,2369,11.685,2.899,0.552,0.027,0.64,0.277,0.083
14,3,1384.9836146577272,0,1,2404,11.694,2.901,0.55,-0.009,0.642,0.272,0.086
14,4,1459.9221671274192,0,1,2330,11.71,2.91,0.54,-0.047,0.64,0.274,0.086
15,1,1058.0332525372642,0,0,718,11.042,3.036,0.595,0.312,0.706,0.203,0.091
15,2,1283.3860540720204,0,0,724,11.113,3.046,0.594,0.252,0.703,0.21,0.087
15,3,1443.6370273113068,0,1,758,11.096,3.028,0.594,0.188,0.704,0.208,0.087
15,4,1375.089801284865,0,1,735,10.985,3.029,0.593,0.164,0.712,0.203,0.086
16,1,791.5460399168126,0,0,443,11.332,3.068,0.58,0.11,0.582,0.291,0.126
16,2,859.8626431232593,0,0,425,11.397,3.082,0.565,0.084,0.584,0.282,0.134
16,3,936.0211218396136,0,1,514,11.407,3.014,0.531,-0.031,0.586,0.272,0.142
16,4,1209.622154734441,0,1,500,11.429,2.98,0.524,-0.09,0.586,0.276,0.138
17,1,845.4601477741379,0,0,394,11.308,2.919,0.584,0.263,0.566,0.294,0.14
17,2,1363.7523885673309,0,0,389,11.192,2.905,0.584,0.243,0.566,0.298,0.136
17,3,1533.0546477565683,0,1,371,11.179,2.868,0.601,0.248,0.558,0.302,0.14
17,4,1456.8748831231026,0,1,360,11.329,2.825,0.575,0.226,0.55,0.311,0.139
18,1,1536.3622694314079,0,0,123,10.617,3.024,0.569,0.171,0.585,0.382,0.033
18,2,990.3434842057203,0,0,119,10.687,3.017,0.546,0.052,0.597,0.378,0.025
18,3,949.417849164602,0,1,103,10.617,3.146,0.534,0.079,0.583,0.408,0.01
18,4,1118.0533201260948,0,1,97,10.785,3.186,0.546,0.003,0.608,0.381,0.01
19,1,1014.0509771784059,1,0,193,10.813,3.104,0.513,0.166,0.622,0.238,0.14
19,2,1354.256298812897,1,0,203,11.002,3.059,0.517,0.103,0.616,0.251,0.133
19,3,1286.082183199183,1,1,225,10.872,3.102,0.52,0.074,0.618,0.244,0.138
19,4,1461.2039348892342,1,1,214,10.915,3.028,0.547,0.033,0.636,0.229,0.136
20,1,680.2171386085199,0,0,226,11.665,3.301,0.527,-0.024,0.465,0.226,0.31
20,2,962.8140224787329,0,0,211,11.385,3.256,0.531,-0.006,0.45,0.227,0.322
20,3,1117.6924184593877,0,1,212,11.405,3.179,0.519,-0.086,0.42,0.236,0.344
20,4,1303.0152890491604,0,1,197,11.434,3.178,0.492,-0.085,0.416,0.234,0.35
21,1,805.2525784757047,1,0,574,11.646,2.936,0.469,-0.185,0.747,0.185,0.068
21,2,1082.751830170689,1,0,585,11.62,2.966,0.462,-0.231,0.757,0.178,0.065
21,3,968.4404580381643,1,1,593,11.467,2.949,0.455,-0.255,0.755,0.185,0.059
21,4,1192.100925454609,1,1,635,11.552,2.945,0.463,-0.297,0.757,0.183,0.06
22,1,964.6404357135284,1,0,643,11.718,3.093,0.546,0.064,0.575,0.224,0.201
22,2,1056.9304195944553,1,0,651,11.742,3.072,0.535,0.005,0.585,0.223,0.192
22,3,1490.3854840026484,1,1,664,11.688,3.069,0.547,-0.001,0.589,0.22,0.191
22,4,1296.8411010743066,1,1,643,11.715,3.04,0.532,-0.034,0.593,0.216,0.191
23,1,816.9675917753084,0,0,840,11.096,2.996,0.57,0.223,0.618,0.199,0.183
23,2,1021.3634226988579,0,0,845,10.958,3.006,0.579,0.288,0.619,0.206,0.175
23,3,1221.6486964756994,0,1,881,11.017,2.961,0.569,0.196,0.615,0.202,0.183
23,4,1450.2679242962356,0,1,939,11.098,2.985,0.55,0.113,0.621,0.198,0.181
24,1,697.9216343048276,0,0,575,12.237,3.009,0.428,-0.496,0.887,0.083,0.03
24,2,700.2643473833099,0,0,563,12.127,2.986,0.439,-0.488,0.892,0.078,0.03
24,3,709.0385266322135,0,1,577,12.138,2.995,0.449,-0.448,0.893,0.076,0.031
24,4,908.6259189165932,0,1,603,11.957,3.048,0.469,-0.433,0.879,0.09,0.032
25,1,1022.4379217903111,0,0,616,11.043,2.935,0.62,0.249,0.711,0.213,0.076
25,2,1071.7272726629606,0,0,628,11.156,2.935,0.616,0.224,0.71,0.212,0.078
25,3,1268.8636902687865,0,1,588,11.065,2.891,0.617,0.207,0.714,0.206,0.08
25,4,1312.6300811064639,0,1,582,11.144,2.976,0.601,0.173,0.71,0.206,0.084
26,1,731.1135490023361,0,0,344,10.888,2.945,0.532,0.095,0.828,0.087,0.084
26,2,1047.791257563362,0,0,375,10.918,2.971,0.555,0.115,0.835,0.088,0.077
26,3,1356.9184319614576,0,1,362,10.897,2.934,0.552,0.123,0.82,0.094,0.086
26,4,1147.794049237605,0,1,351,10.893,2.929,0.561,0.085,0.821,0.094,0.085
27,1,880.5140353793062,0,0,1461,10.74,2.997,0.648,0.665,0.559,0.329,0.112
27,2,1222.1035504405875,0,0,1459,11.052,2.954,0.624,0.441,0.56,0.324,0.116
27,3,1414.1892518554569,0,1,1411,11.049,2.983,0.619,0.392,0.558,0.325,0.116
27,4,1571.7369718408054,0,1,1370,11.088,2.98,0.611,0.329,0.555,0.334,0.111
28,1,913.8333751735282,0,0,428,12.127,3.014,0.535,-0.219,0.577,0.339,0.084
28,2,832.0143799953322,0,0,425,11.963,2.988,0.553,-0.139,0.56,0.358,0.082
