id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,673.8978096804246,0,0,305,11.663,3.154,0.482,-0.133,0.551,0.239,0.21
1,2,870.4513740548264,0,0,307,11.763,3.14,0.508,-0.146,0.564,0.248,0.189
1,3,1005.244199743583,0,1,310,11.761,3.119,0.5,-0.205,0.535,0.261,0.203
1,4,1085.7854965149015,0,1,305,11.65,3.125,0.515,-0.195,0.531,0.262,0.207
2,1,841.2856284706976,1,0,643,11.701,3.011,0.524,-0.176,0.706,0.196,0.098
2,2,964.9621341650824,1,0,651,11.6,2.992,0.524,-0.149,0.716,0.183,0.101
2,3,1083.778220977863,1,1,663,11.54,2.967,0.523,-0.174,0.697,0.187,0.116
2,4,1116.5426228070176,1,1,662,11.601,3.06,0.521,-0.177,0.704,0.187,0.109
3,1,834.7894734090777,0,0,617,11.699,2.955,0.455,-0.185,0.757,0.164,0.079
3,2,918.4177091988548,0,0,689,11.548,2.933,0.47,-0.168,0.753,0.173,0.074
3,3,1030.2530029968225,0,1,677,11.655,2.948,0.473,-0.158,0.746,0.173,0.081
3,4,1101.3590946250374,0,1,627,11.682,2.933,0.491,-0.132,0.751,0.169,0.08
4,1,712.2052749968351,0,0,495,10.986,2.96,0.473,-0.152,0.695,0.121,0.184
4,2,959.4503934829025,0,0,483,10.841,2.998,0.472,-0.143,0.685,0.124,0.19
4,3,1075.589832866539,0,1,463,10.906,2.981,0.464,-0.172,0.685,0.132,0.184
4,4,1125.7650842652863,0,1,453,10.992,3.015,0.475,-0.184,0.682,0.126,0.192
5,1,938.5875984200791,0,0,1662,11.023,3.005,0.604,0.334,0.617,0.228,0.155
5,2,1076.8042827820107,0,0,1608,10.991,2.977,0.593,0.308,0.615,0.228,0.157
5,3,1304.6743629831396,0,1,1578,11.006,2.983,0.596,0.275,0.61,0.232,0.158
5,4,1363.6588138407164,0,1,1661,11.094,2.987,0.594,0.225,0.613,0.231,0.156
6,1,1326.8997494268872,0,0,114,10.96,3.07,0.579,-0.02,0.754,0.184,0.061
6,2,1041.425856114555,0,0,128,10.737,2.945,0.602,0.052,0.789,0.164,0.047
6,3,910.7848399977923,0,1,134,11.352,2.925,0.604,0.022,0.813,0.149,0.037
6,4,1573.6750226389286,0,1,144,11.29,2.979,0.618,0.045,0.819,0.125,0.056
7,1,794.7644801360628,1,0,172,11.19,3.116,0.587,0.278,0.808,0.151,0.041
7,2,1119.2220276737687,1,0,168,11.578,3.113,0.583,0.234,0.821,0.137,0.042
7,3,1187.216249793219,1,1,174,11.584,3.109,0.534,0.164,0.816,0.138,0.046
7,4,1304.24474828643,1,1,163,11.327,3.074,0.558,0.2,0.81,0.141,0.049
8,1,824.4016623848164,0,0,301,11.612,3.133,0.585,0.278,0.688,0.266,0.047
8,2,1118.1509000300448,0,0,314,11.634,3.118,0.564,0.195,0.672,0.277,0.051
8,3,1542.7614694334554,0,1,315,11.509,3.051,0.549,0.183,0.667,0.276,0.057
8,4,1427.4766571097493,0,1,282,11.562,3.074,0.546,0.199,0.656,0.291,0.053
9,1,717.4413572605025,0,0,524,11.918,3.139,0.458,-0.381,0.823,0.103,0.074
9,2,873.286418728299,0,0,517,11.839,3.151,0.466,-0.355,0.832,0.095,0.074
9,3,863.8127132806252,0,1,481,11.792,3.137,0.464,-0.365,0.825,0.096,0.079
9,4,961.4810951054019,0,1,490,11.832,3.073,0.461,-0.35,0.82,0.108,0.071
10,1,776.5084782317282,1,0,1141,12.331,2.976,0.417,-0.542,0.804,0.14,0.056
10,2,980.121854588914,1,0,1255,12.123,2.986,0.452,-0.417,0.81,0.136,0.053
10,3,981.8127181371843,1,1,1209,11.978,3.007,0.466,-0.396,0.814,0.136,0.05
10,4,1036.0900118610186,1,1,1241,11.983,2.986,0.471,-0.401,0.82,0.135,0.044
11,1,710.0692080616975,1,0,661,11.907,3.05,0.448,-0.447,0.95,0.032,0.018
11,2,837.8308058037512,1,0,607,11.775,3.071,0.453,-0.387,0.957,0.028,0.015
11,3,916.1349113041194,1,1,644,11.754,3.054,0.455,-0.324,0.957,0.03,0.014
11,4,1081.7805965988157,1,1,636,11.724,3.028,0.456,-0.315,0.956,0.03,0.014
12,1,821.5189860259677,0,0,775,11.741,2.947,0.535,0.009,0.884,0.081,0.035
12,2,1008.3036008796295,0,0,732,11.78,2.932,0.546,0.008,0.88,0.083,0.037
12,3,1116.3904861962533,0,1,706,11.771,2.901,0.541,-0.049,0.88,0.086,0.034
12,4,1177.3077403185255,0,1,799,11.835,2.907,0.517,-0.138,0.881,0.089,0.03
13,1,677.3857237277409,0,0,88,11.725,2.989,0.557,0.091,0.682,0.17,0.148
13,2,632.728796290014,0,0,126,11.289,3.071,0.508,0.036,0.69,0.19,0.119
13,3,812.7487735169284,0,1,134,11.382,3.127,0.507,-0.039,0.694,0.187,0.119
13,4,1030.5825244147188,0,1,161,11.326,3,0.491,-0.091,0.696,0.161,0.143
14,1,907.6292342950261,1,0,393,11.02,3.023,0.593,0.227,0.7,0.244,0.056
14,2,1224.4410992224393,1,0,389,11.128,2.987,0.576,0.26,0.697,0.244,0.059
14,3,1529.2419342691564,1,1,414,11.143,2.964,0.565,0.147,0.715,0.234,0.051
14,4,1638.752786673832,1,1,434,11.295,2.968,0.539,-0.013,0.714,0.244,0.041
15,1,467.062842062228,0,0,90,12.491,3.133,0.389,-0.654,0.867,0.078,0.056
15,2,639.6734833351418,0,0,154,11.708,2.987,0.442,-0.354,0.831,0.13,0.039
15,3,824.4188909464601,0,1,167,11.493,3.072,0.467,-0.282,0.82,0.132,0.048
15,4,809.5308353957964,0,1,161,11.367,3.075,0.491,-0.207,0.814,0.137,0.05
