id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,711.1133775697664,1,0,346,11.244,2.832,0.526,0.054,0.832,0.145,0.023
1,2,1003.0482120606682,1,0,360,11.3,2.828,0.525,0.047,0.825,0.144,0.031
1,3,1301.6282500218429,1,1,357,11.324,2.863,0.521,-0.003,0.824,0.148,0.028
1,4,1161.854645599175,1,1,376,11.409,2.875,0.519,-0.053,0.822,0.144,0.035
2,1,1093.9412948841239,1,0,716,11.093,3.011,0.612,0.269,0.55,0.228,0.222
2,2,1019.5003368224947,1,0,734,11.074,2.929,0.606,0.223,0.544,0.232,0.225
2,3,1296.7649612804273,1,1,723,11.084,2.917,0.609,0.226,0.557,0.22,0.223
2,4,1365.3277762920072,1,1,716,11.195,2.922,0.578,-0.001,0.556,0.225,0.219
3,1,736.091247460326,0,0,2284,11.882,2.996,0.465,-0.289,0.891,0.069,0.04
3,2,914.9840551080536,0,0,2300,11.774,3.013,0.47,-0.265,0.885,0.072,0.043
3,3,1020.770130858777,0,1,2235,11.82,3.006,0.469,-0.243,0.887,0.071,0.042
3,4,1094.327851896387,0,1,2184,11.749,3.006,0.474,-0.243,0.887,0.07,0.043
4,1,840.5406695075249,0,0,615,11.289,2.98,0.558,0.194,0.73,0.182,0.088
4,2,1062.4104587210793,0,0,631,11.401,2.933,0.555,0.164,0.724,0.181,0.095
4,3,1047.0417220808367,0,1,627,11.415,2.919,0.561,0.132,0.724,0.18,0.096
4,4,1129.3595776590614,0,1,688,11.556,2.952,0.567,0.095,0.717,0.185,0.099
5,1,929.8569567191421,1,0,644,11.141,3.102,0.57,0.255,0.671,0.267,0.062
5,2,1189.0543533388236,1,0,665,11.253,3.113,0.546,0.129,0.669,0.274,0.057
5,3,1298.2127344738271,1,1,667,11.321,3.031,0.544,0.081,0.669,0.274,0.057
5,4,1406.5883802542164,1,1,703,11.277,2.984,0.521,-0.011,0.659,0.284,0.057
6,1,757.0060435426678,0,0,403,11.962,2.995,0.459,-0.385,0.682,0.171,0.146
6,2,788.129789251614,0,0,469,11.841,3.023,0.452,-0.351,0.684,0.173,0.143
6,3,829.8166146127437,0,1,439,11.91,3.046,0.462,-0.341,0.695,0.166,0.139
6,4,1049.9141582317768,0,1,430,12.02,2.993,0.46,-0.348,0.667,0.191,0.142
7,1,1385.419149954258,0,0,243,11.202,3,0.56,0.447,0.831,0.136,0.033
7,2,1194.7214924964705,0,0,242,11.125,3,0.566,0.417,0.818,0.136,0.045
7,3,1201.6157569061234,0,1,266,11.177,2.955,0.545,0.295,0.789,0.143,0.068
7,4,1316.610776632318,0,1,258,11.06,2.895,0.547,0.253,0.779,0.143,0.078
8,1,945.0677274858817,1,0,950,11.478,3,0.563,0.091,0.552,0.256,0.193
8,2,1110.6982031114626,1,0,955,11.513,3.008,0.554,0.074,0.548,0.255,0.197
8,3,1175.6197407821765,1,1,945,11.554,3.001,0.554,0.019,0.546,0.25,0.204
8,4,1292.6900884311863,1,1,952,11.591,3.032,0.566,0.001,0.534,0.255,0.211
9,1,839.9470231895862,1,0,463,11.153,3.097,0.473,0.113,0.631,0.235,0.134
9,2,1067.245384361861,1,0,440,11.18,3.084,0.489,0.071,0.623,0.243,0.134
9,3,1275.8118128557212,1,1,436,11.086,3.096,0.491,0.039,0.61,0.248,0.142
9,4,1360.1560940726974,1,1,421,11.059,3.017,0.487,-0.095,0.61,0.247,0.143
10,1,975.1054619597373,0,0,425,11.468,2.887,0.541,0.028,0.807,0.118,0.075
10,2,882.4671190783816,0,0,416,11.594,2.87,0.553,0.028,0.798,0.125,0.077
10,3,1202.6575384197386,0,1,401,11.57,2.898,0.551,0.012,0.798,0.12,0.082
10,4,1151.1591787602622,0,1,387,11.629,2.912,0.563,-0.025,0.788,0.127,0.085
11,1,776.2016805344921,0,0,698,11.897,3.029,0.446,-0.434,0.807,0.142,0.052
11,2,837.6106225438604,0,0,717,11.838,3.059,0.456,-0.395,0.803,0.146,0.05
11,3,777.4062043123993,0,1,746,11.762,3.091,0.475,-0.353,0.811,0.141,0.048
11,4,1044.697128629357,0,1,725,11.714,3.048,0.487,-0.323,0.811,0.141,0.048
12,1,858.434850971812,1,0,368,11.208,2.995,0.557,0.133,0.712,0.152,0.136
12,2,1234.776901740886,1,0,368,11.111,2.992,0.557,0.149,0.731,0.144,0.125
12,3,1165.3851515673882,1,1,343,11.053,3.038,0.536,0.103,0.741,0.128,0.131
12,4,1163.5171963026532,1,1,327,11.09,2.988,0.511,0.073,0.722,0.131,0.147
13,1,565.816537325286,0,0,159,13.104,2.874,0.321,-0.982,0.478,0.327,0.195
13,2,571.194393576808,0,0,157,12.771,2.873,0.338,-0.925,0.503,0.306,0.191
13,3,689.4590126652116,0,1,149,12.754,2.859,0.349,-0.858,0.497,0.309,0.195
13,4,831.0924715860051,0,1,141,12.574,2.894,0.355,-0.803,0.504,0.319,0.177
14,1,792.283375463619,0,0,322,11.746,3.078,0.565,0.19,0.832,0.134,0.034
14,2,1010.8863191487127,0,0,313,11.669,3.131,0.562,0.153,0.837,0.128,0.035
