id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,893.0004705342196,0,0,344,11.408,3.212,0.541,0.1,0.651,0.302,0.047
1,2,882.8906794966684,0,0,375,11.528,3.291,0.528,0.012,0.661,0.291,0.048
1,3,1144.1848313226662,0,1,403,11.39,3.261,0.526,-0.073,0.663,0.293,0.045
1,4,1095.7473159259514,0,1,393,11.455,3.267,0.524,-0.099,0.664,0.293,0.043
2,1,737.7148382853827,1,0,821,11.848,2.92,0.484,-0.242,0.492,0.28,0.228
2,2,1050.158518074236,1,0,804,11.822,2.879,0.49,-0.2,0.488,0.286,0.226
2,3,1123.7249898394286,1,1,877,11.782,2.87,0.485,-0.23,0.49,0.296,0.213
2,4,1135.1482597113093,1,1,825,11.786,2.91,0.486,-0.261,0.492,0.297,0.211
3,1,744.2983047751914,0,0,550,11.692,3.062,0.513,0.008,0.669,0.149,0.182
3,2,1080.9406848875346,0,0,529,11.668,3.068,0.518,-0.003,0.675,0.146,0.18
3,3,1177.5139076030835,0,1,522,11.736,3.05,0.513,-0.039,0.69,0.142,0.169
3,4,1398.4955671929981,0,1,529,11.724,3.051,0.512,-0.049,0.686,0.146,0.168
4,1,715.0268607358902,0,0,2717,11.113,3.08,0.563,0.197,0.703,0.137,0.161
4,2,1011.5197863846511,0,0,2623,11.112,3.093,0.565,0.187,0.703,0.135,0.162
4,3,1186.434897133752,0,1,2546,11.111,3.084,0.558,0.134,0.707,0.132,0.161
4,4,1357.5851344482562,0,1,2476,11.063,3.082,0.566,0.097,0.709,0.133,0.158
5,1,834.2915261087531,1,0,1253,11.497,2.948,0.555,0.129,0.634,0.28,0.085
5,2,1042.2246270438643,1,0,1219,11.488,2.984,0.567,0.158,0.64,0.275,0.085
5,3,1220.3339789936365,1,1,1150,11.56,2.959,0.563,0.118,0.648,0.272,0.08
5,4,1345.480264300006,1,1,1100,11.575,3.009,0.555,0.074,0.653,0.276,0.071
6,1,905.6789556271443,0,0,276,10.868,2.975,0.627,0.188,0.594,0.297,0.109
6,2,962.9533044054859,0,0,283,11.021,3.049,0.611,0.154,0.601,0.29,0.11
6,3,1027.6682153236022,0,1,264,11.008,2.992,0.61,0.139,0.606,0.28,0.114
6,4,1326.0377002343196,0,1,240,11.189,3.025,0.596,0.129,0.608,0.283,0.108
7,1,794.394748297701,1,0,1251,11.551,2.938,0.532,0.088,0.801,0.145,0.054
7,2,1020.1652530199173,1,0,1238,11.554,2.942,0.531,0.052,0.805,0.144,0.052
7,3,1223.1541305229064,1,1,1162,11.551,2.94,0.535,0.04,0.806,0.145,0.05
7,4,1320.227279506179,1,1,1149,11.609,2.934,0.531,-0.022,0.809,0.138,0.053
8,1,830.82203165716,1,0,983,11.074,3.039,0.582,0.203,0.552,0.357,0.091
8,2,1119.6991373420549,1,0,947,11.057,3.08,0.586,0.237,0.545,0.364,0.091
8,3,1249.5763153425796,1,1,933,11.105,3.078,0.583,0.217,0.54,0.372,0.088
8,4,1423.123323958372,1,1,936,11.13,3.075,0.576,0.132,0.543,0.365,0.092
9,1,1247.7870493386615,0,0,200,10.941,2.97,0.585,0.306,0.555,0.25,0.195
9,2,1120.1553393431523,0,0,192,11.291,2.974,0.562,0.178,0.557,0.25,0.193
9,3,1052.8375829742522,0,1,193,11.311,2.938,0.539,0.067,0.56,0.238,0.202
9,4,956.625829373879,0,1,248,11.548,2.931,0.488,-0.154,0.573,0.234,0.194
10,1,703.5823815519126,1,0,154,12.135,2.877,0.455,-0.236,0.831,0.097,0.071
10,2,980.402061824686,1,0,152,11.917,2.901,0.461,-0.187,0.822,0.112,0.066
10,3,1158.869722008892,1,1,141,11.51,2.972,0.496,-0.113,0.851,0.085,0.064
10,4,1673.6963673259254,1,1,139,11.611,2.964,0.482,-0.162,0.806,0.101,0.094
11,1,1014.0179539969921,1,0,822,11.555,3.036,0.569,0.183,0.788,0.114,0.097
11,2,1091.9523663810003,1,0,832,11.698,3.076,0.564,0.105,0.782,0.115,0.102
11,3,1294.1663355989679,1,1,828,11.68,3.057,0.562,0.102,0.785,0.115,0.1
11,4,1305.68950721345,1,1,850,11.79,3.054,0.56,0.076,0.789,0.109,0.101
12,1,1099.019875892326,0,0,230,10.936,3.096,0.583,0.367,0.891,0.096,0.013
12,2,1127.514616124511,0,0,219,10.907,3.068,0.571,0.338,0.89,0.096,0.014
12,3,1465.0255034974916,0,1,237,11.022,3.051,0.553,0.198,0.873,0.11,0.017
12,4,1595.8853471699756,0,1,224,11.009,3.179,0.536,0.213,0.871,0.112,0.018
13,1,707.3940403364276,1,0,526,11.801,2.954,0.451,-0.27,0.926,0.057,0.017
13,2,834.1289957678168,1,0,544,11.747,3.035,0.482,-0.222,0.923,0.061,0.017
13,3,887.5715295861548,1,1,522,11.709,2.985,0.485,-0.217,0.923,0.061,0.015
13,4,1153.2107901633387,1,1,499,11.714,2.946,0.465,-0.224,0.932,0.05,0.018
14,1,875.3536386925035,0,0,476,11.533,3.05,0.502,-0.013,0.45,0.277,0.273
14,2,1067.885456342242,0,0,443,11.485,3.052,0.506,0.004,0.458,0.275,0.266
