id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,727.982226963036,0,0,463,11.526,2.881,0.497,-0.129,0.683,0.134,0.184
1,2,975.0176549085458,0,0,464,11.633,2.892,0.498,-0.131,0.683,0.138,0.179
1,3,1173.7110394782153,0,1,460,11.497,2.924,0.515,-0.106,0.68,0.13,0.189
1,4,1080.969050156008,0,1,493,11.651,2.882,0.523,-0.177,0.696,0.132,0.172
2,1,880.9623830661117,0,0,345,11.099,2.87,0.507,0.162,0.73,0.096,0.174
2,2,982.5082704723724,0,0,330,11.164,2.918,0.53,0.121,0.724,0.1,0.176
2,3,1007.5790950269875,0,1,346,11.23,2.991,0.54,0.093,0.743,0.095,0.162
2,4,1167.826007413888,0,1,374,11.176,3.037,0.535,0.001,0.743,0.091,0.166
3,1,962.2526465470654,0,0,249,11.876,2.984,0.462,-0.156,0.494,0.289,0.217
3,2,1210.5301563174453,0,0,228,11.712,3,0.461,-0.166,0.496,0.294,0.211
3,3,957.0668451503977,0,1,291,11.837,3.01,0.478,-0.312,0.498,0.296,0.206
3,4,1016.1172825871996,0,1,273,11.708,3.029,0.473,-0.265,0.509,0.286,0.205
4,1,669.8781015696297,1,0,354,12.456,3.082,0.393,-0.596,0.811,0.107,0.082
4,2,841.4768494181606,1,0,341,12.389,3.079,0.396,-0.58,0.815,0.106,0.079
4,3,772.557267656329,1,1,342,12.119,3.015,0.424,-0.558,0.816,0.105,0.079
4,4,1001.7257407297533,1,1,337,11.998,3.003,0.424,-0.565,0.804,0.11,0.086
5,1,751.8323119635648,0,0,339,11.498,3.156,0.525,-0.063,0.395,0.434,0.171
5,2,1038.027783420077,0,0,327,11.592,3.156,0.517,-0.061,0.404,0.428,0.168
5,3,1132.5799576550717,0,1,307,11.558,3.098,0.518,-0.066,0.41,0.433,0.156
5,4,1088.9979509487987,0,1,280,11.596,2.968,0.507,-0.104,0.414,0.425,0.161
6,1,937.1219938783576,1,0,218,11.443,2.894,0.505,-0.011,0.67,0.257,0.073
6,2,1032.8697100345066,1,0,209,11.184,2.923,0.512,0.045,0.67,0.258,0.072
6,3,906.1493992723393,1,1,226,11.174,2.934,0.518,0.024,0.69,0.248,0.062
6,4,1255.1504683662238,1,1,218,11.282,2.972,0.532,-0.035,0.688,0.243,0.069
7,1,844.8851503435815,1,0,313,11.293,3.195,0.457,-0.138,0.885,0.093,0.022
