id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,927.4065499371715,1,0,1253,11.554,2.999,0.509,-0.042,0.715,0.199,0.086
1,2,973.1282110346065,1,0,1230,11.598,3.017,0.517,-0.002,0.72,0.193,0.087
1,3,1104.9265107163017,1,1,1178,11.671,3.011,0.505,-0.091,0.71,0.202,0.088
1,4,1353.53908554479,1,1,1176,11.64,2.991,0.501,-0.089,0.72,0.193,0.087
2,1,1006.7008298388366,1,0,486,10.648,3.012,0.611,0.51,0.541,0.319,0.14
2,2,1200.726373968584,1,0,490,10.717,2.996,0.62,0.483,0.543,0.312,0.145
2,3,1417.175050697887,1,1,500,10.868,2.94,0.59,0.365,0.548,0.308,0.144
2,4,1759.214161333229,1,1,504,11.023,2.968,0.591,0.233,0.556,0.298,0.147
3,1,961.0770843250237,1,0,775,11.421,2.992,0.563,0.157,0.605,0.323,0.072
3,2,1145.422675946443,1,0,794,11.554,2.971,0.562,0.127,0.608,0.326,0.065
3,3,1232.1717654288987,1,1,843,11.559,2.931,0.529,-0.008,0.609,0.321,0.07
3,4,1305.905489380959,1,1,813,11.618,2.937,0.522,-0.06,0.613,0.325,0.063
4,1,840.2916988380587,0,0,774,11.497,3.026,0.584,0.084,0.655,0.222,0.123
4,2,1103.8731908505401,0,0,751,11.417,3.004,0.581,0.066,0.652,0.222,0.125
4,3,1101.4945754065457,0,1,733,11.531,3.02,0.577,0.023,0.64,0.235,0.126
4,4,1180.8759053945073,0,1,746,11.485,3.005,0.562,-0.027,0.642,0.225,0.133
5,1,1040.556502701653,1,0,154,12.353,3.039,0.429,-0.286,0.552,0.325,0.123
5,2,923.1046011434761,1,0,149,12.18,3.047,0.47,-0.25,0.537,0.336,0.128
5,3,947.4275276834794,1,1,153,12.289,3.046,0.444,-0.271,0.536,0.34,0.124
5,4,1256.9015373460231,1,1,143,12.509,2.986,0.427,-0.258,0.531,0.336,0.133
6,1,733.6153238944427,0,0,573,11.341,3.037,0.567,0.204,0.686,0.176,0.138
6,2,1054.5009674302833,0,0,561,11.264,3.004,0.549,0.181,0.692,0.175,0.134
6,3,1045.7687835287043,0,1,590,11.395,2.964,0.527,0.043,0.693,0.168,0.139
6,4,1201.8933088509245,0,1,562,11.425,2.932,0.527,0.042,0.692,0.169,0.139
7,1,566.1323388194347,1,0,151,11.256,2.947,0.47,-0.077,0.563,0.238,0.199
7,2,1022.855347681594,1,0,147,11.396,2.918,0.476,-0.089,0.578,0.231,0.19
7,3,775.9266539824346,1,1,150,11.447,2.86,0.507,-0.062,0.56,0.24,0.2
7,4,941.7912034781469,1,1,151,11.333,2.762,0.497,-0.08,0.563,0.258,0.179
