id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,802.8417525914829,0,0,443,11.597,3.102,0.515,0.092,0.585,0.336,0.079
1,2,961.0296015578004,0,0,459,11.535,3.083,0.521,0.081,0.575,0.351,0.074
1,3,1074.640827776834,0,1,440,11.576,3.055,0.53,0.103,0.593,0.336,0.07
1,4,1328.92327116184,0,1,469,11.297,3.03,0.525,0.049,0.597,0.326,0.077
2,1,1028.0276909245874,0,0,220,12.113,2.832,0.459,-0.353,0.645,0.241,0.114
2,2,860.5577395785554,0,0,216,12.004,2.856,0.463,-0.358,0.648,0.241,0.111
2,3,1125.779154934558,0,1,221,11.726,2.814,0.471,-0.314,0.656,0.253,0.09
2,4,891.0681378760979,0,1,210,11.631,2.824,0.476,-0.333,0.648,0.238,0.114
3,1,1005.1578824275209,0,0,574,11.322,3.108,0.552,0.184,0.686,0.2,0.113
3,2,1028.6546618809552,0,0,639,11.508,2.994,0.526,0.053,0.678,0.202,0.121
3,3,1183.7621148409564,0,1,640,11.457,2.984,0.525,0.023,0.684,0.198,0.117
3,4,1336.9615998865308,0,1,606,11.304,2.987,0.521,0.017,0.688,0.193,0.119
4,1,1019.2770052557595,0,0,183,11.504,3.055,0.536,0.046,0.667,0.224,0.109
4,2,1077.2377576255128,0,0,178,11.659,3.096,0.517,-0.003,0.657,0.23,0.112
4,3,1194.086582492746,0,1,169,11.614,3.065,0.538,0.024,0.675,0.213,0.112
4,4,1483.8059988813632,0,1,166,11.496,3.006,0.524,-0.033,0.663,0.223,0.114
5,1,800.1073778047735,0,0,275,11.958,3.029,0.491,-0.266,0.636,0.229,0.135
5,2,821.1559670972221,0,0,277,11.817,3.036,0.505,-0.21,0.625,0.242,0.134
5,3,1489.9403489514048,0,1,254,11.758,2.992,0.5,-0.179,0.618,0.248,0.134
5,4,964.3430954745274,0,1,245,11.688,3,0.49,-0.217,0.6,0.261,0.139
6,1,726.2588493163155,0,0,496,11.332,2.964,0.567,0.065,0.581,0.264,0.155
6,2,916.1793379781147,0,0,519,11.404,2.996,0.57,0.01,0.574,0.27,0.156
6,3,1209.0492219176233,0,1,527,11.313,2.939,0.552,-0.015,0.565,0.271,0.163
6,4,1601.190007365042,0,1,510,11.259,2.908,0.551,-0.058,0.571,0.275,0.155
7,1,734.4651606453607,1,0,384,11.379,3.003,0.557,0.192,0.703,0.146,0.151
7,2,1025.4056660708238,1,0,413,11.376,3.01,0.552,0.116,0.683,0.143,0.174
7,3,1179.572768128687,1,1,398,11.349,2.975,0.538,0.051,0.676,0.143,0.181
7,4,1396.497603725002,1,1,423,11.258,3.028,0.527,-0.107,0.683,0.151,0.165
8,1,1332.288612401367,0,0,274,11.414,3.058,0.613,0.303,0.642,0.212,0.146
8,2,1322.5704000671644,0,0,266,11.396,3.056,0.579,0.24,0.647,0.203,0.15
8,3,1612.2485268108837,0,1,254,11.552,3.11,0.575,0.176,0.661,0.189,0.15
8,4,1434.9471457194,0,1,260,11.951,3.085,0.573,0.084,0.673,0.188,0.138
9,1,1693.9436015885328,0,0,191,12.008,3.052,0.513,-0.099,0.838,0.089,0.073
