id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,899.7017926791901,0,0,247,10.732,2.696,0.64,0.26,0.826,0.146,0.028
1,2,869.4594550741183,0,0,252,10.88,2.671,0.603,0.122,0.825,0.147,0.028
1,3,1259.071815713679,0,1,271,11.051,2.712,0.594,0.047,0.838,0.133,0.03
1,4,1284.3292182109628,0,1,287,11.443,2.812,0.568,-0.106,0.843,0.125,0.031
2,1,751.0941519677237,1,0,131,10.88,3.076,0.55,0.109,0.702,0.13,0.168
2,2,867.486755848268,1,0,125,11.068,3.032,0.568,0.112,0.68,0.136,0.184
2,3,895.6776794435145,1,1,118,11.347,3.11,0.551,0.094,0.703,0.127,0.169
2,4,958.0339218766967,1,1,120,11.756,3.15,0.525,0.006,0.733,0.1,0.167
3,1,932.1603963122288,1,0,893,11.111,2.933,0.576,0.295,0.553,0.308,0.139
3,2,1254.8479515958186,1,0,862,10.985,2.947,0.568,0.271,0.572,0.296,0.132
3,3,1591.1040264066226,1,1,825,11.075,2.93,0.56,0.233,0.57,0.299,0.131
3,4,1910.326262245424,1,1,771,11.059,2.895,0.547,0.204,0.558,0.313,0.13
4,1,981.9809275069769,0,0,893,10.978,3.053,0.643,0.461,0.637,0.254,0.109
4,2,1365.9445444408257,0,0,869,11.041,3.035,0.634,0.424,0.643,0.244,0.113
4,3,1212.5425180518741,0,1,1115,11.493,3.033,0.552,-0.062,0.648,0.24,0.111
4,4,1335.280876633973,0,1,1084,11.366,3.043,0.555,-0.045,0.643,0.243,0.114
5,1,700.526864454146,0,0,950,11.831,3.041,0.467,-0.236,0.799,0.162,0.039
5,2,828.7276203345673,0,0,1056,11.765,3.008,0.476,-0.222,0.81,0.154,0.036
5,3,932.8703291396922,0,1,1019,11.911,3.01,0.471,-0.26,0.814,0.149,0.037
5,4,1071.1487457204707,0,1,985,11.976,3.035,0.474,-0.259,0.805,0.156,0.039
6,1,1001.6074555042783,0,0,774,11.628,2.977,0.537,0.078,0.645,0.172,0.183
6,2,936.6482345751408,0,0,760,11.573,2.989,0.543,0.096,0.645,0.168,0.187
6,3,1022.4893406462901,0,1,762,11.551,3.007,0.539,0.031,0.647,0.171,0.182
6,4,1201.6504930115968,0,1,777,11.536,2.985,0.534,0.025,0.649,0.174,0.178
7,1,975.5831112794689,0,0,437,11.094,2.989,0.561,0.243,0.773,0.114,0.112
7,2,1046.47012057768,0,0,418,11.023,2.99,0.557,0.28,0.77,0.12,0.11
7,3,1149.7980401190803,0,1,459,11.311,3.009,0.527,0.086,0.767,0.135,0.098
7,4,1436.5081052426344,0,1,437,11.348,3.018,0.529,0.047,0.762,0.137,0.101
8,1,723.1831290869678,0,0,1542,11.493,3.052,0.525,0.029,0.744,0.232,0.024
8,2,957.1321482368686,0,0,1545,11.506,3.05,0.522,0.01,0.747,0.23,0.023
8,3,1129.1097790918714,0,1,1591,11.637,3.026,0.512,-0.089,0.745,0.231,0.024
8,4,1191.215000940383,0,1,1521,11.56,3.026,0.527,-0.07,0.748,0.229,0.024
9,1,703.9787709939828,0,0,562,11.947,2.996,0.491,-0.41,0.705,0.203,0.093
9,2,817.6244220177974,0,0,562,11.899,3,0.486,-0.385,0.714,0.198,0.089
9,3,898.8071013058044,0,1,576,11.956,2.986,0.474,-0.406,0.726,0.184,0.09
9,4,1266.6765426978247,0,1,547,11.992,3.013,0.477,-0.381,0.728,0.185,0.088
10,1,922.4983515995212,1,0,734,10.774,2.909,0.605,0.37,0.616,0.214,0.17
10,2,1191.837389465362,1,0,888,10.962,2.943,0.587,0.246,0.602,0.218,0.179
10,3,1530.9904588981283,1,1,851,10.98,2.961,0.593,0.246,0.603,0.219,0.179
10,4,1447.4345221401013,1,1,889,11.25,3.013,0.573,0.047,0.62,0.206,0.174
11,1,919.0956096729898,1,0,562,11.143,3.069,0.585,0.266,0.824,0.146,0.03
11,2,1126.8353199008327,1,0,594,11.23,2.971,0.584,0.216,0.828,0.143,0.029
11,3,1322.130023315794,1,1,569,11.331,2.998,0.569,0.186,0.831,0.146,0.023
11,4,1290.220417679378,1,1,584,11.408,3.039,0.577,0.157,0.818,0.152,0.029
12,1,883.4792386776945,0,0,1972,11.356,3.034,0.548,0.119,0.772,0.173,0.055
12,2,989.6084393404063,0,0,1912,11.411,3.032,0.543,0.092,0.769,0.177,0.054
12,3,1176.6232507504574,0,1,1959,11.363,3.032,0.543,0.079,0.765,0.182,0.054
12,4,1294.6008801972473,0,1,1929,11.45,3.001,0.543,0.038,0.766,0.184,0.05
13,1,974.5005382015621,0,0,428,11.423,2.986,0.544,0.135,0.769,0.152,0.079
13,2,829.0795332572255,0,0,427,11.484,2.96,0.536,0.085,0.761,0.157,0.082
13,3,1021.2095678517683,0,1,420,11.49,2.938,0.529,0.011,0.755,0.162,0.083
13,4,1288.8764162373561,0,1,412,11.333,2.932,0.539,0.002,0.755,0.158,0.087
14,1,1033.5590446692158,0,0,403,11.215,3.102,0.643,0.419,0.734,0.186,0.079
14,2,1258.3060428873266,0,0,419,11.267,3.143,0.599,0.289,0.721,0.2,0.079
14,3,1330.3522381733396,0,1,433,11.336,3.155,0.573,0.213,0.711,0.212,0.076
14,4,1502.9640602690579,0,1,415,11.217,3.096,0.571,0.187,0.723,0.205,0.072
15,1,869.7293091647498,0,0,394,10.43,3.069,0.627,0.328,0.85,0.109,0.041
15,2,1377.5688291630852,0,0,394,10.455,3.053,0.624,0.291,0.848,0.109,0.043
15,3,1586.9452582061406,0,1,399,10.44,3.13,0.637,0.285,0.85,0.108,0.043
15,4,1668.604680402824,0,1,473,10.93,3.061,0.581,0.033,0.848,0.112,0.04
16,1,965.6107360286696,0,0,426,12.03,3.007,0.526,-0.088,0.8,0.16,0.04
16,2,925.8438294175025,0,0,430,11.951,3.049,0.533,-0.087,0.809,0.153,0.037
16,3,1116.5195251760997,0,1,406,11.901,3.027,0.52,-0.093,0.82,0.143,0.037
16,4,1392.8998281623358,0,1,398,11.785,3.003,0.503,-0.12,0.817,0.146,0.038
17,1,1040.889798221254,1,0,153,11.12,3.059,0.667,0.526,0.843,0.111,0.046
17,2,1654.5008880827722,1,0,166,10.96,3.06,0.645,0.407,0.873,0.09,0.036
17,3,1454.555472037599,1,1,176,10.903,3.034,0.642,0.329,0.881,0.091,0.028
17,4,1270.6204026868218,1,1,219,11.272,2.963,0.571,0.081,0.868,0.105,0.027
18,1,850.1708030628417,1,0,921,11.511,2.949,0.516,-0.098,0.574,0.162,0.264
18,2,1014.4392984892315,1,0,945,11.406,2.934,0.516,-0.091,0.579,0.159,0.262
18,3,1104.6710591418928,1,1,887,11.401,2.948,0.514,-0.073,0.583,0.161,0.256
18,4,1341.8237095658412,1,1,884,11.544,2.962,0.512,-0.154,0.587,0.163,0.25
19,1,879.646257165249,0,0,754,11.664,3.086,0.479,-0.233,0.723,0.17,0.107
19,2,850.201640591475,0,0,710,11.552,3.108,0.483,-0.181,0.718,0.169,0.113
19,3,970.1801938440041,0,1,685,11.578,3.126,0.489,-0.175,0.715,0.165,0.12
19,4,970.3163876461667,0,1,720,11.645,3.062,0.497,-0.181,0.717,0.161,0.122
