id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,750.1072778623028,1,0,219,11.855,3.041,0.521,-0.172,0.712,0.151,0.137
1,2,1313.9641725119222,1,0,222,11.904,3.117,0.514,-0.173,0.707,0.14,0.153
1,3,1248.0531642255098,1,1,210,12.037,3.119,0.514,-0.19,0.705,0.152,0.143
1,4,1122.2996202269057,1,1,218,12.124,3.032,0.505,-0.218,0.706,0.156,0.138
2,1,779.9319908338347,0,0,2282,11.855,2.966,0.482,-0.152,0.74,0.173,0.087
2,2,951.5968088423069,0,0,2122,11.773,2.982,0.488,-0.128,0.736,0.177,0.087
2,3,1049.6457859539828,0,1,2266,11.719,2.969,0.498,-0.138,0.744,0.175,0.081
2,4,1112.8517391881858,0,1,2324,11.698,2.959,0.498,-0.151,0.745,0.176,0.079
3,1,924.0977713106437,1,0,188,11.595,2.92,0.505,0.219,0.681,0.207,0.112
3,2,1007.2573187695743,1,0,169,11.399,2.947,0.509,0.255,0.669,0.219,0.112
3,3,1061.6513869117105,1,1,175,11.333,2.926,0.463,0.199,0.634,0.251,0.114
3,4,1277.1016533332656,1,1,228,11.293,2.873,0.496,0.095,0.64,0.268,0.092
4,1,807.9707831889123,1,0,1016,11.509,3.026,0.537,0.138,0.552,0.315,0.133
4,2,1026.5943958119938,1,0,1006,11.461,3.028,0.55,0.158,0.551,0.314,0.135
4,3,1097.4432967627301,1,1,1008,11.567,2.989,0.546,0.094,0.562,0.308,0.13
4,4,1299.5396230092417,1,1,984,11.613,2.978,0.553,-0.012,0.574,0.3,0.126
5,1,694.6061842931638,0,0,192,12.261,2.776,0.469,-0.24,0.573,0.38,0.047
5,2,674.5611256158691,0,0,170,11.857,2.729,0.488,-0.2,0.571,0.382,0.047
5,3,668.513102151769,0,1,179,11.45,2.721,0.508,-0.132,0.564,0.385,0.05
5,4,945.0685595446666,0,1,177,11.424,2.791,0.531,-0.116,0.571,0.384,0.045
6,1,1005.1320846330452,0,0,61,10.808,2.934,0.656,0.574,0.738,0.18,0.082
6,2,1399.0543296491696,0,0,55,11.13,3.145,0.673,0.591,0.709,0.2,0.091
6,3,1340.1112158721248,0,1,67,11.076,3.119,0.627,0.407,0.716,0.179,0.104
6,4,1948.2138456047094,0,1,95,11.438,3.032,0.642,0.271,0.737,0.2,0.063
