id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,890.2528960489091,0,0,114,12.337,2.974,0.509,-0.268,0.789,0.114,0.096
1,2,754.7665127006695,0,0,118,12.483,2.983,0.542,-0.178,0.805,0.102,0.093
1,3,799.1022441787804,0,1,117,11.996,2.991,0.521,-0.176,0.803,0.111,0.085
1,4,797.8308051007998,0,1,131,11.82,3,0.55,-0.14,0.817,0.084,0.099
2,1,797.0464202650471,0,0,172,11.641,3.128,0.488,-0.02,0.715,0.116,0.169
2,2,902.8464392307119,0,0,174,11.631,3.144,0.483,-0.01,0.741,0.115,0.144
2,3,1349.0671549615424,0,1,175,11.601,3.051,0.48,-0.018,0.754,0.109,0.137
2,4,1346.467296928472,0,1,184,11.622,3.054,0.478,-0.095,0.755,0.114,0.13
3,1,726.8294314112328,1,0,393,11.415,3.056,0.532,-0.022,0.776,0.163,0.061
3,2,916.2253248757016,1,0,389,11.494,3.021,0.532,0.019,0.781,0.157,0.062
3,3,1026.6732849715993,1,1,361,11.357,3.078,0.524,0.04,0.781,0.172,0.047
3,4,1070.8219833640355,1,1,367,11.392,3.035,0.512,0.017,0.782,0.166,0.052
4,1,899.8319228708142,1,0,417,11.111,2.942,0.571,0.261,0.542,0.369,0.089
4,2,1281.3797568540253,1,0,403,11.272,2.913,0.583,0.248,0.546,0.367,0.087
4,3,1409.6964850243492,1,1,378,11.176,2.91,0.577,0.235,0.553,0.357,0.09
4,4,1546.1493942385146,1,1,345,11.022,2.919,0.583,0.232,0.559,0.357,0.084
5,1,781.2009649750564,0,0,154,11.239,3.045,0.552,0.065,0.786,0.182,0.032
5,2,1201.1565967255094,0,0,174,11.274,2.954,0.546,0.029,0.77,0.195,0.034
5,3,1226.812574221949,0,1,154,11.52,2.948,0.539,-0.021,0.773,0.201,0.026
5,4,1516.3579338337288,0,1,150,11.557,3.04,0.567,-0.042,0.747,0.213,0.04
6,1,780.0976295686557,0,0,401,12.64,3.095,0.469,-0.481,0.668,0.247,0.085
6,2,878.97132449785,0,0,379,12.384,3.045,0.478,-0.426,0.668,0.248,0.084
6,3,798.2585444992565,0,1,365,12.32,3.011,0.493,-0.373,0.671,0.249,0.079
6,4,897.0776425815477,0,1,354,12.301,2.994,0.497,-0.403,0.653,0.257,0.09
7,1,919.6985568528382,1,0,279,12.298,3.043,0.455,-0.291,0.703,0.172,0.125
7,2,1030.9661522378788,1,0,278,12.277,3.112,0.486,-0.224,0.73,0.147,0.122
7,3,1247.8005406264454,1,1,264,12.399,3.197,0.489,-0.2,0.727,0.148,0.125
7,4,1225.2456002485574,1,1,422,11.905,3.164,0.524,-0.129,0.73,0.152,0.118
8,1,1045.4728766965623,0,0,561,11.294,3.034,0.578,0.129,0.606,0.276,0.118
8,2,1335.3305851869234,0,0,573,11.311,3.012,0.569,0.117,0.606,0.277,0.117
8,3,1273.1786936628268,0,1,552,11.331,2.937,0.572,0.088,0.612,0.27,0.118
8,4,1393.4499343394662,0,1,541,11.428,2.926,0.566,0.04,0.612,0.274,0.115
9,1,1601.4353070265408,0,0,147,10.76,2.993,0.585,-0.004,0.782,0.156,0.061
9,2,986.2114973605495,0,0,151,10.645,2.921,0.596,-0.045,0.795,0.152,0.053
9,3,1273.087205159534,0,1,148,10.962,3.014,0.588,-0.069,0.784,0.169,0.047
9,4,1130.7886730214805,0,1,135,10.909,2.941,0.563,-0.09,0.807,0.148,0.044
10,1,737.7116877418399,0,0,629,11.926,2.941,0.458,-0.339,0.839,0.091,0.07
10,2,779.5016279399647,0,0,619,11.777,2.918,0.456,-0.316,0.843,0.084,0.073
10,3,1003.3365125205675,0,1,647,11.845,2.957,0.459,-0.334,0.858,0.079,0.063
