id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,1079.3036251631709,0,0,777,10.912,3.099,0.614,0.477,0.878,0.059,0.063
1,2,1295.781689782351,0,0,770,11.02,3.088,0.596,0.436,0.882,0.057,0.061
1,3,1410.9073927314332,0,1,760,11.075,3.13,0.605,0.359,0.876,0.063,0.061
1,4,1380.267265179155,0,1,715,11.132,3.112,0.603,0.338,0.884,0.062,0.055
2,1,780.7208060120843,1,0,369,12.656,3.054,0.453,-0.501,0.734,0.182,0.084
2,2,726.758020476467,1,0,342,12.545,3.094,0.45,-0.437,0.743,0.175,0.082
2,3,912.6602986693407,1,1,337,12.551,3.116,0.448,-0.409,0.727,0.199,0.074
2,4,1038.5837205383898,1,1,350,12.614,3.157,0.434,-0.404,0.726,0.203,0.071
3,1,900.7925957571995,1,0,359,11.886,3.089,0.485,-0.092,0.783,0.067,0.15
3,2,814.0195182796946,1,0,356,11.956,3.09,0.475,-0.102,0.787,0.065,0.149
3,3,946.6384311310745,1,1,356,11.883,3.073,0.466,-0.13,0.778,0.067,0.154
3,4,1165.2957306652588,1,1,373,11.969,3.038,0.45,-0.224,0.791,0.064,0.145
4,1,998.6701558072612,1,0,168,10.668,3.054,0.655,0.477,0.815,0.125,0.06
4,2,1255.970346098556,1,0,175,10.915,3,0.651,0.427,0.811,0.137,0.051
4,3,1131.4058638860301,1,1,206,11.393,3.024,0.621,0.283,0.83,0.131,0.039
4,4,1294.7092312298014,1,1,218,11.334,2.963,0.642,0.215,0.821,0.128,0.05
5,1,1019.8708684458571,0,0,173,11.482,3.069,0.601,0.142,0.549,0.277,0.173
5,2,960.2720250899314,0,0,182,11.416,3.049,0.588,0.119,0.549,0.297,0.154
5,3,1206.3424665091986,0,1,202,11.609,2.936,0.609,0.056,0.574,0.292,0.134
5,4,1238.4125433888044,0,1,174,11.611,2.874,0.592,0.045,0.58,0.276,0.144
6,1,742.4561011399402,0,0,516,11.261,2.93,0.605,0.271,0.636,0.161,0.203
6,2,932.169653768947,0,0,520,11.371,2.829,0.579,0.214,0.635,0.165,0.2
6,3,1169.614841447713,0,1,536,11.428,2.81,0.573,0.193,0.64,0.155,0.205
6,4,1321.7387841569494,0,1,511,11.464,2.8,0.577,0.15,0.634,0.151,0.215
7,1,766.2003788532445,0,0,797,11.402,2.934,0.538,0.014,0.848,0.09,0.061
7,2,986.8096794166881,0,0,766,11.451,2.979,0.539,0.002,0.843,0.094,0.063
7,3,1197.7547810577119,0,1,760,11.471,3.008,0.534,-0.022,0.839,0.096,0.064
7,4,1291.2621135535574,0,1,732,11.452,2.999,0.518,-0.043,0.843,0.094,0.063
8,1,958.0023251619593,0,0,576,11.034,2.941,0.604,0.421,0.432,0.325,0.243
8,2,1407.8602675187237,0,0,538,11.065,2.937,0.619,0.417,0.431,0.327,0.242
8,3,1606.6985485840835,0,1,551,11.225,2.884,0.608,0.349,0.437,0.314,0.249
8,4,1581.8490499395475,0,1,514,11.132,2.947,0.617,0.335,0.446,0.321,0.233
9,1,896.348300606935,0,0,1097,11.293,2.923,0.535,0.165,0.69,0.201,0.108
9,2,1213.927533237969,0,0,1178,11.288,2.941,0.543,0.143,0.686,0.208,0.106
9,3,1429.0762699841594,0,1,1109,11.261,2.944,0.547,0.133,0.678,0.209,0.113
9,4,1488.3818524267922,0,1,1088,11.317,2.924,0.525,0.069,0.69,0.21,0.1
10,1,735.1662719028335,0,0,159,12.015,2.774,0.415,-0.08,0.906,0.069,0.025
10,2,794.3221148754394,0,0,157,11.856,2.815,0.427,-0.026,0.911,0.064,0.025
10,3,1081.1347525884526,0,1,145,11.961,2.821,0.414,-0.057,0.903,0.069,0.028
10,4,1303.0348828105323,0,1,148,12.072,2.899,0.432,-0.126,0.892,0.068,0.041
11,1,783.4491929025874,0,0,393,11.239,2.944,0.555,0.148,0.893,0.041,0.066
11,2,1000.8024770709708,0,0,434,11.4,2.952,0.528,-0.003,0.896,0.035,0.069
