id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,674.0406616559688,1,0,602,11.42,3.012,0.525,0.123,0.63,0.229,0.141
1,2,960.6606300668753,1,0,600,11.405,3.005,0.528,0.113,0.635,0.218,0.147
1,3,1164.1955433478518,1,1,603,11.535,2.975,0.512,0.075,0.643,0.207,0.149
1,4,1241.4824871907297,1,1,593,11.601,2.936,0.513,0.081,0.648,0.207,0.145
2,1,1023.7220150197312,0,0,799,11.263,3.058,0.616,0.29,0.785,0.15,0.065
2,2,1112.422853365343,0,0,856,11.399,3.049,0.582,0.143,0.782,0.154,0.064
2,3,1219.7888153316005,0,1,839,11.387,3.029,0.56,0.091,0.785,0.151,0.063
2,4,1412.8413087782587,0,1,824,11.28,2.987,0.555,0.05,0.78,0.155,0.064
3,1,931.512645430315,1,0,561,11.338,3.137,0.538,0.032,0.595,0.337,0.068
3,2,1120.60495178496,1,0,559,11.35,3.152,0.537,0.008,0.599,0.322,0.079
3,3,1159.6292223734563,1,1,610,11.412,3.126,0.516,-0.047,0.611,0.31,0.079
3,4,1199.7515586943061,1,1,613,11.574,3.127,0.498,-0.167,0.61,0.308,0.082
4,1,839.0923144993506,1,0,286,11.86,2.948,0.469,-0.075,0.78,0.154,0.066
4,2,1243.2039599937366,1,0,273,12.003,2.93,0.495,-0.066,0.795,0.147,0.059
4,3,1442.8672921003608,1,1,265,12.009,2.879,0.517,-0.023,0.808,0.14,0.053
4,4,1433.995622003985,1,1,264,12.083,2.985,0.538,-0.112,0.811,0.125,0.064
5,1,708.9607548814525,0,0,129,11.958,3.225,0.419,-0.11,0.791,0.14,0.07
5,2,941.5699299299276,0,0,137,12.016,3.117,0.416,-0.157,0.796,0.131,0.073
5,3,998.9620704414831,0,1,139,11.828,3.094,0.41,-0.129,0.835,0.101,0.065
5,4,1298.5735825034624,0,1,134,11.715,3.142,0.41,-0.099,0.828,0.104,0.067
6,1,702.9837624433703,1,0,454,11.622,2.945,0.469,-0.19,0.793,0.081,0.126
6,2,926.2806776135407,1,0,520,11.45,2.952,0.477,-0.141,0.785,0.073,0.142
6,3,1065.0793478189378,1,1,505,11.426,2.925,0.481,-0.143,0.786,0.065,0.149
6,4,1216.122081529486,1,1,488,11.477,2.957,0.48,-0.154,0.787,0.072,0.141
7,1,795.691545232181,0,0,474,11.552,2.926,0.538,0.029,0.608,0.27,0.122
7,2,1058.587338479103,0,0,478,11.536,2.931,0.527,0.042,0.607,0.276,0.117
7,3,1010.291502295061,0,1,517,11.893,2.975,0.503,-0.235,0.607,0.282,0.11
7,4,1180.0915214260897,0,1,555,11.846,2.984,0.494,-0.245,0.595,0.279,0.126
8,1,677.7066248254256,1,0,1097,11.846,2.977,0.482,-0.229,0.272,0.402,0.326
8,2,870.8756499033876,1,0,1115,11.862,2.976,0.474,-0.264,0.273,0.391,0.336
8,3,1027.5304276145664,1,1,1108,11.952,2.984,0.486,-0.237,0.273,0.403,0.325
8,4,1253.1165295036212,1,1,1099,12.064,3.016,0.472,-0.276,0.278,0.394,0.328
9,1,1088.3171850296674,1,0,1015,10.773,2.97,0.589,0.352,0.744,0.144,0.112
9,2,1404.5666495820235,1,0,983,10.809,2.963,0.582,0.344,0.749,0.14,0.111
9,3,1585.9036672793513,1,1,965,10.869,2.988,0.583,0.291,0.747,0.141,0.112
9,4,1667.859108120971,1,1,983,11.017,2.999,0.578,0.202,0.738,0.155,0.108
10,1,663.0485903147327,0,0,427,12.164,3.035,0.459,-0.282,0.372,0.473,0.155
10,2,849.1527863745405,0,0,400,11.963,3.03,0.458,-0.246,0.39,0.458,0.152
10,3,836.3688575503643,0,1,386,11.944,3.016,0.459,-0.296,0.391,0.466,0.142
10,4,1048.1608046214449,0,1,366,11.899,3.03,0.464,-0.296,0.391,0.459,0.15
11,1,1020.6257880127457,1,0,402,10.596,2.983,0.627,0.678,0.888,0.1,0.012
11,2,1353.9409968777666,1,0,394,10.75,3.013,0.617,0.635,0.891,0.099,0.01
11,3,1681.3213167328122,1,1,401,10.874,3.045,0.613,0.532,0.9,0.092,0.007
11,4,1609.5521654249399,1,1,415,10.99,3.075,0.593,0.452,0.884,0.101,0.014
12,1,793.9537238594581,1,0,200,10.99,2.91,0.615,0.436,0.84,0.105,0.055
12,2,1153.5388725554285,1,0,204,11.114,3.015,0.627,0.39,0.828,0.103,0.069
12,3,1329.4466105507292,1,1,204,11.198,3.093,0.627,0.307,0.828,0.098,0.074
12,4,1564.0427677017353,1,1,224,11.082,2.991,0.589,0.074,0.799,0.129,0.071
13,1,1046.7459908218077,1,0,1016,11.063,2.987,0.63,0.519,0.651,0.262,0.088
13,2,1233.6470315294214,1,0,1067,11.053,2.957,0.603,0.389,0.656,0.257,0.087
13,3,1241.5786897046971,1,1,1097,11.298,2.975,0.567,0.229,0.661,0.252,0.088
13,4,1404.3968148639515,1,1,1089,11.348,2.956,0.555,0.184,0.658,0.256,0.085
14,1,836.7077281197887,0,0,952,11.593,2.98,0.509,0.066,0.675,0.317,0.007
14,2,1023.2933953938576,0,0,1047,11.635,2.964,0.501,0.027,0.683,0.31,0.007
14,3,1219.4564433502526,0,1,1054,11.74,2.987,0.5,-0.025,0.692,0.302,0.007
14,4,1260.312026014912,0,1,1039,11.762,3.002,0.486,-0.123,0.685,0.309,0.006
15,1,931.0307303734243,0,0,1971,11.457,2.989,0.554,0.125,0.721,0.166,0.113
15,2,1073.4328296777567,0,0,1880,11.44,2.989,0.56,0.123,0.721,0.163,0.116
15,3,1244.0182845702448,0,1,1935,11.382,2.982,0.569,0.157,0.72,0.166,0.114
15,4,1387.8355386794642,0,1,1889,11.362,2.973,0.557,0.096,0.721,0.168,0.111
16,1,738.097139790766,0,0,736,11.481,3.012,0.523,-0.013,0.802,0.076,0.122
16,2,961.0633590659183,0,0,731,11.391,2.974,0.528,-0.006,0.814,0.071,0.115
16,3,1145.0797107667806,0,1,665,11.393,2.965,0.541,0.017,0.823,0.069,0.108
16,4,1221.7461598138002,0,1,657,11.48,2.976,0.553,0.015,0.811,0.076,0.113
17,1,944.9312015425489,0,0,214,11.291,3.019,0.57,0.167,0.841,0.112,0.047
17,2,923.9874921502525,0,0,219,11.163,2.982,0.571,0.12,0.854,0.11,0.037
17,3,1206.1731341808043,0,1,213,11.28,2.911,0.549,0.074,0.854,0.108,0.038
17,4,1328.0134132454077,0,1,210,11.292,2.914,0.562,0.054,0.852,0.105,0.043
18,1,853.5151547274221,0,0,1371,11.487,2.93,0.509,-0.139,0.586,0.203,0.212
18,2,1075.1094170576694,0,0,1308,11.446,2.917,0.511,-0.108,0.583,0.209,0.209
18,3,1128.8935029137854,0,1,1307,11.485,2.917,0.512,-0.1,0.585,0.207,0.207
18,4,1348.6220301658057,0,1,1263,11.569,2.938,0.513,-0.128,0.581,0.206,0.213
19,1,1162.653818583469,1,0,754,11.331,3.037,0.57,0.291,0.582,0.326,0.092
19,2,1137.2807091222603,1,0,781,11.456,3.01,0.545,0.211,0.579,0.332,0.09
19,3,1445.9141626580504,1,1,756,11.388,3.028,0.546,0.188,0.573,0.337,0.09
19,4,1622.236358844896,1,1,729,11.461,3.033,0.535,0.11,0.576,0.333,0.091
20,1,917.2600703015129,0,0,588,11.542,2.935,0.527,0.008,0.677,0.218,0.105
20,2,1112.863835112828,0,0,550,11.56,3.011,0.52,0.004,0.676,0.224,0.1
20,3,1255.7996009139263,0,1,529,11.474,3.074,0.52,0.037,0.677,0.225,0.098
20,4,1338.5473552194665,0,1,550,11.496,2.996,0.544,0.023,0.673,0.227,0.1
21,1,1331.5837524264364,0,0,236,11.424,2.979,0.551,0.282,0.636,0.225,0.14
21,2,956.3016647663278,0,0,262,11.665,2.996,0.55,0.162,0.641,0.225,0.134
21,3,1184.8557314047312,0,1,258,11.686,2.946,0.554,0.16,0.643,0.233,0.124
21,4,1295.9172917694498,0,1,257,11.798,2.93,0.537,0.069,0.634,0.233,0.132
22,1,831.7677484201546,0,0,842,12.419,2.995,0.438,-0.641,0.817,0.099,0.084
22,2,739.0606727583263,0,0,822,12.315,2.998,0.449,-0.604,0.825,0.097,0.078
22,3,775.0471480578739,0,1,766,12.181,2.978,0.465,-0.549,0.817,0.099,0.084
22,4,892.9908197332285,0,1,765,12.192,2.974,0.455,-0.558,0.816,0.099,0.085
23,1,799.5359428512584,0,0,1462,11.82,3.023,0.479,-0.238,0.675,0.25,0.075
23,2,1078.9703569653698,0,0,1369,11.779,3.028,0.495,-0.212,0.678,0.25,0.072
23,3,1133.7010151937811,0,1,1372,11.78,3.021,0.5,-0.217,0.67,0.251,0.079
23,4,1261.1778075743223,0,1,1395,11.804,3.037,0.489,-0.274,0.663,0.258,0.079
24,1,868.7329800312689,1,0,1805,11.394,2.957,0.53,0.048,0.801,0.09,0.109
24,2,1116.5646837244262,1,0,1733,11.418,2.952,0.53,0.041,0.796,0.095,0.11
24,3,1171.090433228548,1,1,1689,11.52,2.966,0.522,-0.042,0.796,0.097,0.107
24,4,1320.0224659610756,1,1,1691,11.561,2.927,0.518,-0.084,0.8,0.098,0.102
25,1,611.8141469269475,1,0,91,10.918,3.363,0.593,0.202,0.604,0.242,0.154
25,2,1080.5721981923398,1,0,112,10.966,3.223,0.58,0.203,0.607,0.25,0.143
25,3,990.2353030628909,1,1,113,11.246,3.221,0.575,0.104,0.602,0.265,0.133
25,4,1279.914092080765,1,1,102,11.317,3.235,0.588,0.119,0.637,0.245,0.118
26,1,718.5376065989757,0,0,505,11.059,2.966,0.586,0.162,0.8,0.154,0.046
26,2,951.0177578025122,0,0,536,11.148,2.929,0.563,0.076,0.799,0.157,0.045
26,3,1217.089990658369,0,1,538,11.242,2.98,0.561,0.046,0.797,0.158,0.045
26,4,1140.8408400613955,0,1,509,11.37,3.012,0.566,0.016,0.79,0.169,0.041
27,1,835.7319324114047,0,0,701,11.866,3.024,0.518,-0.229,0.625,0.302,0.073
27,2,909.426486152992,0,0,685,11.845,3.004,0.523,-0.193,0.629,0.299,0.072
27,3,1071.4584273515693,0,1,696,11.843,2.973,0.532,-0.186,0.634,0.297,0.069
27,4,1187.7698626213264,0,1,715,11.84,2.965,0.526,-0.225,0.638,0.298,0.064
28,1,848.3729108034097,0,0,574,12.131,3.077,0.451,-0.291,0.329,0.462,0.209
28,2,891.1243915423232,0,0,551,12.074,3.064,0.463,-0.265,0.319,0.481,0.2
28,3,941.7690610203421,0,1,541,12.027,3.046,0.464,-0.283,0.32,0.482,0.198
28,4,1027.5250732527472,0,1,538,11.964,3.045,0.452,-0.279,0.316,0.485,0.199
29,1,1110.3456297924224,0,0,132,11.4,2.576,0.652,0.341,0.568,0.258,0.174
29,2,1177.5641744956597,0,0,131,11.667,2.618,0.641,0.252,0.557,0.26,0.183
29,3,963.924847213488,0,1,152,11.884,2.605,0.579,0.13,0.539,0.27,0.191
29,4,1105.292115476548,0,1,163,12.325,2.644,0.571,0.041,0.552,0.258,0.19
30,1,674.6529605858851,1,0,415,12.045,3.092,0.441,-0.383,0.882,0.101,0.017
30,2,795.5301557932169,1,0,414,12.095,2.998,0.454,-0.337,0.884,0.092,0.024
30,3,952.7089573174903,1,1,406,12.055,3.034,0.451,-0.373,0.872,0.086,0.042
30,4,1142.9443970993123,1,1,411,11.942,3.044,0.455,-0.363,0.881,0.078,0.041
31,1,674.7585989331557,1,0,798,11.462,3.029,0.563,0.19,0.628,0.281,0.091
31,2,1157.2665019106364,1,0,803,11.371,3.015,0.562,0.164,0.618,0.289,0.093
31,3,1223.880620707303,1,1,817,11.357,3.026,0.554,0.132,0.629,0.283,0.088
31,4,1303.776584490989,1,1,842,11.319,3.006,0.552,0.081,0.644,0.272,0.084
32,1,1102.1559811011086,1,0,198,11.211,2.98,0.495,-0.092,0.53,0.293,0.177
32,2,1189.7189609542354,1,0,190,11.205,3.021,0.542,-0.045,0.526,0.311,0.163
32,3,1164.6799513583653,1,1,205,11.123,2.927,0.541,-0.079,0.473,0.356,0.171
32,4,1183.0395806442548,1,1,290,11.442,3.069,0.497,-0.229,0.517,0.331,0.152
33,1,929.1436639970063,1,0,562,11.316,2.779,0.548,0.25,0.929,0.037,0.034
33,2,1086.6762290214508,1,0,542,11.374,2.769,0.554,0.239,0.924,0.041,0.035
33,3,1228.8846104920767,1,1,533,11.484,2.844,0.548,0.13,0.927,0.038,0.036
33,4,1442.3145621850902,1,1,529,11.491,2.836,0.55,0.111,0.924,0.04,0.036
34,1,1003.6294627448444,0,0,147,11.473,3.224,0.544,0.01,0.769,0.17,0.061
34,2,1234.74968613174,0,0,140,11.225,3.243,0.536,0.052,0.779,0.15,0.071
34,3,1406.2564780050375,0,1,138,11.22,3.188,0.529,0.045,0.79,0.145,0.065
34,4,1407.6767432035767,0,1,136,11.281,2.985,0.515,-0.006,0.779,0.154,0.066
35,1,823.208244942846,1,0,2285,11.278,2.992,0.571,0.228,0.791,0.159,0.05
35,2,1028.4482053012075,1,0,2341,11.271,2.987,0.574,0.203,0.785,0.163,0.053
35,3,1206.036989971445,1,1,2313,11.341,2.978,0.575,0.201,0.783,0.163,0.054
35,4,1284.1698991684998,1,1,2212,11.37,2.969,0.58,0.2,0.783,0.165,0.051
36,1,705.2156932298724,0,0,181,11.788,2.989,0.619,0.285,0.862,0.105,0.033
36,2,1158.0301912982818,0,0,182,11.564,2.951,0.626,0.288,0.874,0.099,0.027
36,3,1296.0032192852905,0,1,230,11.41,2.861,0.591,0.211,0.857,0.109,0.035
36,4,1335.3165198778665,0,1,245,11.514,2.861,0.559,0.125,0.853,0.11,0.037
37,1,634.4182455855849,1,0,124,10.993,3.218,0.524,-0.131,0.637,0.185,0.177
37,2,939.3266226909873,1,0,130,11.353,3.123,0.531,-0.114,0.669,0.154,0.177
37,3,932.6706716616894,1,1,127,11.374,3.079,0.535,-0.11,0.669,0.165,0.165
37,4,1454.1995447720778,1,1,124,11.134,3.081,0.532,-0.054,0.677,0.169,0.153
38,1,692.6359384210168,1,0,428,12.146,3.012,0.516,-0.413,0.586,0.299,0.114
38,2,802.8366682311813,1,0,397,12.113,3.028,0.531,-0.361,0.589,0.3,0.111
38,3,1077.618729246094,1,1,387,12.022,3.07,0.519,-0.326,0.597,0.297,0.106
38,4,1025.6010109587614,1,1,373,11.962,3.097,0.509,-0.305,0.611,0.295,0.094
39,1,888.4123768585848,0,0,866,11.11,2.99,0.58,0.235,0.818,0.132,0.051
39,2,1094.612859229627,0,0,869,11.157,3.009,0.571,0.153,0.814,0.13,0.056
39,3,1216.6971288563552,0,1,856,11.205,2.95,0.562,0.115,0.808,0.133,0.058
39,4,1339.9244735114887,0,1,867,11.396,2.925,0.557,0.019,0.814,0.129,0.057
40,1,846.0864203712999,0,0,279,11.312,3.014,0.534,0.099,0.717,0.254,0.029
40,2,931.824442701801,0,0,259,11.482,3.019,0.525,0.036,0.707,0.27,0.023
40,3,1026.0365332405872,0,1,284,11.728,3.053,0.504,0.019,0.715,0.261,0.025
40,4,1179.9806021199074,0,1,281,11.817,3.046,0.488,-0.046,0.722,0.246,0.032
41,1,1070.8545875706259,0,0,985,10.86,2.937,0.586,0.418,0.589,0.32,0.091
41,2,1299.0437667499589,0,0,1002,10.904,2.944,0.588,0.375,0.587,0.317,0.096
41,3,1396.4862259530955,0,1,969,10.881,2.942,0.594,0.34,0.588,0.314,0.098
41,4,1672.7750244067295,0,1,1011,11.077,2.977,0.562,0.178,0.584,0.321,0.095
42,1,851.0918420327237,0,0,130,11.979,3.008,0.623,0.059,0.808,0.108,0.085
42,2,982.5672250114856,0,0,175,12.18,2.903,0.526,-0.283,0.806,0.131,0.063
42,3,853.3643265534597,0,1,215,11.957,2.935,0.521,-0.324,0.8,0.135,0.065
42,4,1129.025107497047,0,1,267,12.048,2.869,0.491,-0.481,0.787,0.142,0.071
43,1,734.1701404427098,1,0,1460,11.25,2.979,0.546,0.146,0.583,0.255,0.162
43,2,1094.8046874364443,1,0,1444,11.204,2.972,0.546,0.154,0.582,0.259,0.159
43,3,1267.1985652559836,1,1,1438,11.296,2.958,0.54,0.134,0.587,0.26,0.153
43,4,1274.062720878338,1,1,1382,11.34,2.98,0.537,0.085,0.584,0.265,0.151
44,1,978.042223656484,0,0,644,11.158,3.13,0.571,0.31,0.652,0.211,0.137
44,2,1089.168892327551,0,0,667,11.139,3.181,0.571,0.27,0.658,0.205,0.136
44,3,1202.084276900543,0,1,661,11.235,3.227,0.569,0.209,0.657,0.21,0.133
44,4,1316.1873602480393,0,1,614,11.285,3.225,0.572,0.201,0.658,0.218,0.124
45,1,1134.729441084724,0,0,588,11.006,3.068,0.571,0.255,0.752,0.177,0.071
45,2,1234.1057397800823,0,0,594,11.128,3.057,0.569,0.24,0.737,0.187,0.076
45,3,1622.988224305208,0,1,545,11.158,3.046,0.569,0.239,0.739,0.182,0.079
45,4,1681.3173231983715,0,1,541,11.167,3.072,0.553,0.192,0.738,0.189,0.074
46,1,687.3059716242265,0,0,318,11.425,3.022,0.553,0.067,0.726,0.23,0.044
46,2,931.7761256126481,0,0,361,11.488,2.983,0.582,0.092,0.715,0.244,0.042
46,3,1200.7526137433927,0,1,367,11.399,2.918,0.597,0.136,0.719,0.237,0.044
46,4,1170.3666411692059,0,1,367,11.543,2.916,0.572,-0.008,0.722,0.237,0.041
47,1,1024.804660297394,1,0,551,11.1,3.094,0.604,0.123,0.628,0.203,0.169
47,2,1447.2345453257171,1,0,555,11.18,3.123,0.584,0.1,0.629,0.193,0.178
47,3,1235.0029041542637,1,1,550,11.202,3.056,0.571,0.025,0.616,0.2,0.184
47,4,1411.1775273536336,1,1,550,11.213,3.069,0.556,0.016,0.616,0.189,0.195
48,1,830.3042327501141,0,0,735,11.185,3.065,0.552,0.213,0.657,0.272,0.071
