id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,616.2149137586049,1,0,167,11.754,2.88,0.593,0.317,0.647,0.269,0.084
1,2,1140.3457342849674,1,0,176,12.034,2.92,0.58,0.234,0.619,0.295,0.085
1,3,1080.525177207933,1,1,177,11.92,2.904,0.588,0.2,0.61,0.305,0.085
1,4,1275.3175275663905,1,1,185,11.747,2.951,0.573,0.189,0.578,0.314,0.108
2,1,860.8229160777198,1,0,1015,11.547,2.932,0.561,0.155,0.63,0.272,0.099
2,2,1098.2536486452532,1,0,1234,11.518,2.956,0.546,0.038,0.631,0.275,0.094
2,3,1115.5458036538998,1,1,1271,11.626,2.937,0.518,-0.089,0.634,0.27,0.096
2,4,1110.3447032807276,1,1,1247,11.698,2.957,0.512,-0.116,0.631,0.27,0.099
3,1,852.0968061101936,0,0,866,11.514,3.102,0.582,0.17,0.729,0.188,0.083
3,2,1037.459870387887,0,0,829,11.555,3.095,0.569,0.162,0.723,0.192,0.086
3,3,1201.84425051318,0,1,796,11.508,3.045,0.565,0.157,0.719,0.196,0.085
3,4,1311.687959291736,0,1,798,11.455,3.068,0.553,0.075,0.712,0.199,0.089
4,1,943.4106435027909,0,0,756,11.328,3.06,0.57,0.212,0.63,0.275,0.095
4,2,987.7623948121793,0,0,729,11.393,3.016,0.553,0.182,0.623,0.284,0.093
4,3,1125.6015964155506,0,1,741,11.53,3.005,0.553,0.115,0.617,0.297,0.086
4,4,1218.7614156114591,0,1,725,11.471,2.95,0.549,0.055,0.622,0.291,0.087
5,1,999.4922408741535,0,0,754,11.317,2.976,0.561,0.217,0.672,0.251,0.077
5,2,1004.3337866601463,0,0,714,11.358,2.941,0.571,0.2,0.669,0.255,0.076
5,3,1125.5152961449326,0,1,772,11.319,2.943,0.573,0.161,0.665,0.26,0.075
5,4,1463.164343398831,0,1,740,11.436,2.961,0.584,0.162,0.672,0.259,0.069
6,1,705.8786477326228,0,0,919,11.928,2.904,0.544,0.004,0.467,0.375,0.158
6,2,975.5261550290656,0,0,888,11.89,2.892,0.542,0.002,0.456,0.383,0.161
6,3,1109.0097196957772,0,1,875,11.916,2.886,0.534,-0.011,0.461,0.375,0.165
6,4,1255.9201027983017,0,1,823,11.994,2.909,0.521,-0.03,0.463,0.378,0.159
7,1,870.2744848098042,0,0,984,10.909,3.099,0.61,0.44,0.492,0.352,0.157
7,2,1114.4091764404454,0,0,1009,10.999,3.152,0.604,0.393,0.478,0.366,0.157
7,3,1281.6735832883146,0,1,1022,11.07,3.157,0.586,0.244,0.468,0.37,0.162
7,4,1392.0036016087715,0,1,1081,11.078,3.193,0.574,0.149,0.469,0.361,0.17
8,1,686.0367652573299,1,0,427,12.657,3.117,0.433,-0.463,0.742,0.131,0.126
8,2,876.6738956635536,1,0,398,12.539,3.065,0.44,-0.414,0.749,0.128,0.123
8,3,793.5012121073262,1,1,396,12.412,3.116,0.439,-0.414,0.745,0.129,0.126
8,4,981.3030784379712,1,1,412,12.31,3.104,0.451,-0.4,0.738,0.129,0.133
9,1,894.8356369185693,1,0,1250,11.348,3.026,0.542,0.247,0.709,0.223,0.068
9,2,1144.0858972478238,1,0,1221,11.376,3.038,0.541,0.239,0.707,0.222,0.071
9,3,1405.2402533482834,1,1,1180,11.405,3.02,0.525,0.187,0.709,0.219,0.071
9,4,1518.7519117254521,1,1,1235,11.413,3.032,0.523,0.101,0.72,0.207,0.073
10,1,694.7031027597786,0,0,1805,12.586,2.975,0.408,-0.765,0.765,0.178,0.057
10,2,627.4089335818875,0,0,1758,12.48,2.99,0.418,-0.704,0.761,0.181,0.058
10,3,659.2914907330795,0,1,1730,12.543,2.99,0.423,-0.684,0.765,0.182,0.054
10,4,768.1507464736785,0,1,1634,12.524,2.957,0.42,-0.666,0.768,0.177,0.054
11,1,956.2336683730347,0,0,383,11.156,3.013,0.556,0.135,0.611,0.24,0.149
11,2,1120.7779104226613,0,0,379,11.315,3.103,0.536,0.08,0.612,0.24,0.148
11,3,1305.8014709988718,0,1,363,11.26,3.058,0.532,0.051,0.612,0.237,0.152
11,4,1510.0884737587178,0,1,372,11.263,2.997,0.532,0.026,0.624,0.234,0.142
12,1,915.0207552108176,1,0,867,11.312,2.999,0.562,0.17,0.664,0.241,0.095
12,2,1091.748874568733,1,0,847,11.301,3.008,0.561,0.165,0.665,0.241,0.094
12,3,1466.2462710459213,1,1,892,11.375,3.002,0.554,0.106,0.67,0.235,0.094
12,4,1288.2311080468246,1,1,1004,11.59,3.022,0.529,-0.082,0.665,0.241,0.094
13,1,786.4846913359052,0,0,142,12.157,3.113,0.556,0.068,0.908,0.063,0.028
13,2,828.1562487955913,0,0,138,11.906,3.167,0.522,0.055,0.913,0.058,0.029
13,3,1170.8314426229979,0,1,130,11.829,3.1,0.523,0.067,0.908,0.062,0.031
13,4,1440.6480089186593,0,1,137,11.933,3.182,0.511,-0.012,0.912,0.058,0.029
14,1,1083.686336059472,0,0,361,11.167,2.903,0.618,0.284,0.9,0.086,0.014
14,2,1159.6951271199475,0,0,341,11.271,2.871,0.595,0.273,0.889,0.091,0.021
14,3,1343.8256645055885,0,1,331,11.357,2.891,0.595,0.234,0.885,0.094,0.021
14,4,1402.321762053708,0,1,327,11.439,2.905,0.602,0.155,0.887,0.092,0.021
15,1,879.3386142912054,1,0,345,11.11,2.832,0.583,0.505,0.884,0.078,0.038
15,2,1002.2852114130684,1,0,428,11.017,2.876,0.589,0.475,0.871,0.079,0.049
15,3,1193.8097652307183,1,1,468,11.114,2.949,0.585,0.348,0.88,0.073,0.047
15,4,1422.443650676977,1,1,452,11.101,2.947,0.575,0.329,0.883,0.071,0.046
16,1,1194.6374818433972,1,0,1804,10.871,3.009,0.64,0.477,0.752,0.189,0.059
16,2,1472.9405863024654,1,0,1795,11.053,3.04,0.628,0.43,0.754,0.187,0.06
16,3,1615.8055614805112,1,1,1694,10.994,3.005,0.619,0.404,0.746,0.193,0.061
16,4,1747.3109544600081,1,1,1604,11.073,3.009,0.603,0.338,0.749,0.19,0.06
17,1,726.9073805873402,1,0,362,11.574,2.834,0.547,0.001,0.754,0.227,0.019
17,2,1142.376384606256,1,0,382,11.432,2.887,0.56,0.056,0.751,0.228,0.021
17,3,990.4650941633948,1,1,375,11.551,2.877,0.552,0.037,0.752,0.224,0.024
17,4,1252.7174035732937,1,1,363,11.433,2.917,0.543,0.058,0.766,0.212,0.022
18,1,863.3461257388544,1,0,243,12.092,2.963,0.519,-0.115,0.593,0.218,0.189
18,2,986.3870744217646,1,0,249,12.021,2.944,0.51,-0.143,0.606,0.221,0.173
18,3,1052.9111535598583,1,1,252,11.629,3.008,0.516,-0.109,0.587,0.23,0.183
18,4,1097.0360778801876,1,1,260,11.687,3.077,0.515,-0.112,0.573,0.227,0.2
19,1,956.2840007499733,1,0,371,12.149,3.078,0.418,-0.432,0.563,0.315,0.121
19,2,974.8599179061492,1,0,347,12.162,3.124,0.441,-0.414,0.565,0.32,0.115
19,3,885.0094821659469,1,1,346,12.087,3.142,0.457,-0.405,0.558,0.324,0.118
19,4,1028.3828486296486,1,1,374,11.955,3.118,0.476,-0.289,0.548,0.334,0.118
20,1,1069.2193096769763,0,0,1017,11.206,2.972,0.563,0.208,0.858,0.091,0.05
20,2,1298.124602370931,0,0,972,11.212,2.97,0.567,0.22,0.849,0.103,0.048
20,3,1358.2779585507874,0,1,939,11.151,2.972,0.578,0.215,0.85,0.103,0.047
20,4,1492.112014370255,0,1,907,11.103,2.972,0.578,0.149,0.856,0.103,0.042
21,1,752.9711739753228,1,0,1661,11.57,2.98,0.52,-0.077,0.747,0.19,0.063
