id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,979.0459520788302,0,0,300,11.056,3.033,0.6,0.32,0.677,0.157,0.167
1,2,1135.6767919499657,0,0,305,11.149,3.131,0.597,0.278,0.692,0.144,0.164
1,3,1337.7702252091017,0,1,303,11.345,3.155,0.584,0.252,0.686,0.149,0.165
1,4,1396.292890630887,0,1,328,11.213,3.131,0.588,0.203,0.677,0.152,0.171
2,1,690.4169604620708,0,0,919,11.5,3.02,0.567,0.134,0.827,0.101,0.072
2,2,989.2615108672975,0,0,903,11.512,3.008,0.568,0.126,0.829,0.096,0.074
2,3,1174.4669712349555,0,1,926,11.596,3.04,0.551,0.042,0.827,0.1,0.072
2,4,1105.846571132878,0,1,889,11.631,3.015,0.54,-0.015,0.825,0.099,0.076
3,1,813.2594942162433,1,0,678,11.467,2.934,0.501,-0.124,0.72,0.239,0.041
3,2,984.3310482717926,1,0,682,11.458,2.975,0.512,-0.135,0.718,0.242,0.04
3,3,1059.1205179974143,1,1,703,11.361,2.964,0.508,-0.111,0.725,0.24,0.034
3,4,1119.210242389204,1,1,686,11.32,2.965,0.501,-0.097,0.733,0.238,0.029
4,1,929.0043345714581,0,0,560,11.269,2.971,0.584,0.291,0.886,0.089,0.025
4,2,1146.2493696375318,0,0,549,11.418,2.998,0.587,0.254,0.883,0.091,0.026
4,3,1192.2628766942846,0,1,554,11.431,3.013,0.569,0.207,0.89,0.087,0.023
4,4,1495.5114370934837,0,1,549,11.418,3.029,0.57,0.174,0.889,0.086,0.026
5,1,885.6651565312349,0,0,504,11.022,2.954,0.585,0.212,0.768,0.163,0.069
5,2,1166.6342349857243,0,0,496,11.019,2.97,0.579,0.157,0.754,0.169,0.077
5,3,1217.9382115388034,0,1,499,11.258,2.998,0.553,0.068,0.766,0.168,0.066
5,4,1243.7866909409129,0,1,524,11.342,2.977,0.553,-0.008,0.75,0.179,0.071
6,1,1075.4874124347316,1,0,700,11.124,2.814,0.593,0.408,0.686,0.174,0.14
6,2,1127.1417860612169,1,0,680,11.113,2.8,0.588,0.331,0.685,0.171,0.144
6,3,1322.0565697394911,1,1,667,11.131,2.835,0.583,0.281,0.681,0.177,0.142
6,4,1539.5651848615262,1,1,653,11.184,2.848,0.57,0.248,0.68,0.179,0.141
7,1,928.6637659049885,0,0,820,11.248,3.044,0.522,0.084,0.898,0.078,0.024
7,2,1070.5257425805032,0,0,783,11.279,3.037,0.515,0.07,0.898,0.08,0.022
7,3,1183.7744613732325,0,1,773,11.301,3.022,0.516,0.032,0.894,0.085,0.021
7,4,1590.7654779785435,0,1,796,11.436,3.013,0.525,0.018,0.892,0.087,0.021
8,1,824.764157801509,0,0,446,11.242,2.886,0.556,0.237,0.742,0.184,0.074
8,2,992.2983148319297,0,0,456,11.219,2.851,0.55,0.206,0.746,0.182,0.072
8,3,1098.0791198536783,0,1,454,11.122,2.817,0.546,0.182,0.76,0.17,0.07
8,4,1323.7274633966426,0,1,527,11.529,2.943,0.51,0.027,0.753,0.18,0.066
9,1,742.133907005615,0,0,199,12.045,2.804,0.407,-0.418,0.658,0.231,0.111
9,2,768.3708908845414,0,0,188,12.052,2.814,0.415,-0.373,0.66,0.229,0.112
9,3,1050.4052323173353,0,1,198,12.179,2.813,0.449,-0.308,0.657,0.232,0.111
9,4,935.8942716137632,0,1,239,11.967,2.891,0.481,-0.321,0.649,0.243,0.109
