id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,823.5708844807453,0,0,700,11.256,3.097,0.613,0.269,0.714,0.134,0.151
1,2,1158.1127682174233,0,0,693,11.198,3.082,0.622,0.263,0.71,0.136,0.154
1,3,1281.0804916583706,0,1,678,11.29,3.043,0.614,0.242,0.695,0.143,0.162
1,4,1395.6463819570708,0,1,687,11.448,3.06,0.597,0.11,0.681,0.154,0.164
2,1,704.6100500244544,0,0,258,11.509,3.132,0.543,0.135,0.721,0.171,0.109
2,2,919.6797101539464,0,0,257,11.656,3.136,0.525,0.103,0.712,0.183,0.105
2,3,1172.1484493642645,0,1,244,11.53,3.184,0.529,0.158,0.709,0.193,0.098
2,4,1310.7890475063768,0,1,255,11.438,3.098,0.522,0.122,0.706,0.2,0.094
3,1,816.3698598493463,1,0,842,11.26,3.045,0.562,0.16,0.664,0.253,0.083
3,2,1130.8957195248627,1,0,825,11.273,2.995,0.561,0.188,0.665,0.251,0.084
3,3,990.7462305940836,1,1,814,11.227,2.969,0.539,0.144,0.651,0.269,0.08
3,4,1102.7009361587066,1,1,802,11.402,2.925,0.535,0.085,0.653,0.264,0.082
4,1,908.9670876860832,0,0,798,11.477,3.021,0.555,0.161,0.539,0.313,0.148
4,2,1184.940690498799,0,0,781,11.328,3.023,0.545,0.166,0.529,0.312,0.159
4,3,1328.9385827325623,0,1,789,11.255,3.013,0.537,0.111,0.52,0.326,0.155
4,4,1494.9484835606386,0,1,751,11.427,2.964,0.543,0.055,0.509,0.333,0.158
5,1,1232.9387087858981,0,0,292,11.046,2.979,0.545,0.388,0.664,0.175,0.161
5,2,1057.051822385337,0,0,307,10.952,2.993,0.534,0.405,0.638,0.186,0.176
5,3,1323.8361271490212,0,1,323,10.973,2.994,0.523,0.356,0.632,0.192,0.176
5,4,1631.4377567494926,0,1,316,10.94,2.972,0.513,0.354,0.62,0.203,0.177
6,1,1007.7913603604071,0,0,737,11.532,3.088,0.547,0.149,0.559,0.193,0.248
6,2,1067.3233419768321,0,0,729,11.569,3.041,0.545,0.075,0.562,0.195,0.243
6,3,1170.7934470185487,0,1,695,11.633,3.042,0.528,0.033,0.555,0.199,0.246
6,4,1351.4159523456424,0,1,714,11.677,3.032,0.525,-0.012,0.559,0.193,0.248
7,1,714.4999223298549,0,0,443,10.901,3.063,0.582,0.21,0.74,0.203,0.056
7,2,870.7490155955137,0,0,421,10.864,3.031,0.582,0.21,0.741,0.204,0.055
7,3,963.0471175172461,0,1,622,11.266,3.063,0.571,0.046,0.735,0.195,0.071
7,4,1294.9374254642319,0,1,593,11.328,3.056,0.568,0.018,0.744,0.185,0.071
8,1,726.9520211078773,1,0,230,11.428,3,0.513,0.157,0.739,0.126,0.135
8,2,1107.0333950063284,1,0,262,11.497,2.989,0.511,0.042,0.71,0.137,0.153
8,3,1163.3969175836012,1,1,285,11.605,3.011,0.495,-0.02,0.709,0.147,0.144
8,4,1167.449189357472,1,1,263,11.622,3.004,0.506,-0.035,0.715,0.137,0.148
9,1,975.5572444088532,0,0,631,10.781,3.016,0.601,0.446,0.889,0.051,0.06
9,2,1252.8360018943913,0,0,628,10.826,3.054,0.589,0.362,0.889,0.054,0.057
9,3,1331.799649644584,0,1,720,11.093,3.049,0.564,0.205,0.883,0.057,0.06
9,4,1459.029063506705,0,1,663,11.145,3.032,0.546,0.149,0.882,0.053,0.065
10,1,896.0006540848925,0,0,408,10.914,2.941,0.596,0.367,0.718,0.157,0.125
10,2,1257.0442742257296,0,0,389,10.835,2.949,0.604,0.388,0.722,0.154,0.123
10,3,1179.091170709316,0,1,460,11.129,2.967,0.578,0.238,0.689,0.183,0.128
10,4,1411.0267289277049,0,1,451,11.006,3.06,0.592,0.22,0.681,0.197,0.122
11,1,929.4020621594829,0,0,239,10.999,3.008,0.619,0.453,0.69,0.188,0.121
11,2,1149.172511277143,0,0,247,11.168,3.061,0.619,0.351,0.676,0.19,0.134
11,3,1391.638627736432,0,1,261,11.341,3.011,0.605,0.23,0.674,0.195,0.13
11,4,1598.270621508126,0,1,245,11.439,3.02,0.596,0.158,0.678,0.192,0.131
12,1,909.5358365400926,0,0,256,11.397,3.086,0.57,-0.071,0.672,0.195,0.133
12,2,950.0078259076083,0,0,234,11.233,3.06,0.556,-0.053,0.675,0.205,0.12
12,3,1052.1476076486358,0,1,291,11.147,2.966,0.574,-0.095,0.687,0.192,0.12
12,4,1163.6415213651069,0,1,298,11.166,2.997,0.534,-0.127,0.681,0.191,0.128
13,1,1202.9395832933321,1,0,435,10.902,3.005,0.591,0.386,0.52,0.285,0.195
13,2,1392.7948087310888,1,0,416,10.96,2.983,0.594,0.378,0.522,0.281,0.197
13,3,1398.1960978696807,1,1,410,11.026,2.927,0.58,0.283,0.51,0.28,0.21
13,4,1605.4001240026541,1,1,375,11.069,2.928,0.557,0.259,0.507,0.272,0.221
