id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,549.6543257424366,0,0,515,12.223,3.039,0.476,-0.369,0.47,0.441,0.089
1,2,833.1975217363062,0,0,500,12.208,3.048,0.478,-0.373,0.472,0.436,0.092
1,3,894.052298970613,0,1,488,12.202,3.031,0.486,-0.353,0.502,0.412,0.086
1,4,945.0240146605872,0,1,486,12.08,3.033,0.486,-0.394,0.506,0.403,0.091
2,1,739.1573944352762,0,0,427,12.13,2.925,0.508,-0.148,0.733,0.176,0.091
2,2,1100.4568437360226,0,0,424,11.903,2.927,0.519,-0.108,0.731,0.175,0.094
2,3,1356.9590980487492,0,1,413,11.874,2.896,0.506,-0.137,0.741,0.167,0.092
2,4,1483.1573983895748,0,1,388,11.685,2.876,0.495,-0.171,0.735,0.17,0.095
3,1,1058.6155281758142,0,0,151,11.272,3.126,0.656,0.525,0.589,0.364,0.046
3,2,1394.5640221639014,0,0,156,11.488,3.122,0.641,0.41,0.577,0.365,0.058
3,3,1336.7089851828905,0,1,169,11.873,3.213,0.621,0.258,0.586,0.349,0.065
3,4,1574.508311267897,0,1,164,11.889,3.177,0.604,0.191,0.561,0.366,0.073
4,1,979.4283398788721,0,0,618,10.997,2.995,0.605,0.229,0.6,0.214,0.186
4,2,1092.7155049651094,0,0,643,11.14,2.998,0.588,0.169,0.61,0.213,0.177
4,3,1216.8377277528416,0,1,639,11.118,2.98,0.577,0.13,0.61,0.21,0.18
4,4,1419.8242541802776,0,1,657,11.198,2.97,0.578,0.068,0.604,0.207,0.189
5,1,724.8666873651871,0,0,1252,11.137,3.038,0.601,0.299,0.7,0.177,0.122
5,2,1060.0421656832334,0,0,1272,11.197,3.062,0.577,0.207,0.695,0.183,0.122
5,3,1163.1154262645848,0,1,1317,11.167,3.058,0.572,0.181,0.693,0.188,0.119
5,4,1333.4027650700682,0,1,1310,11.229,3.071,0.566,0.118,0.687,0.191,0.122
6,1,1423.6622357961303,0,0,141,10.995,3.092,0.539,0.094,0.61,0.128,0.262
6,2,1105.0497016074735,0,0,154,11.008,3.013,0.552,0.146,0.617,0.13,0.253
6,3,1691.8859120463069,0,1,170,11.382,3.059,0.488,0.031,0.624,0.124,0.253
6,4,974.362013341189,0,1,169,11.389,2.941,0.491,0.014,0.627,0.142,0.231
7,1,790.607844990092,1,0,474,11.608,3.051,0.521,0.048,0.627,0.289,0.084
7,2,1060.0943848511242,1,0,483,11.638,3.037,0.511,0.014,0.64,0.286,0.075
7,3,1175.2348786184116,1,1,490,11.684,3.09,0.514,-0.019,0.635,0.29,0.076
7,4,1288.7453602547166,1,1,464,11.7,3.032,0.511,-0.028,0.629,0.282,0.088
8,1,701.0376376961713,1,0,337,11.706,3.116,0.552,-0.204,0.837,0.116,0.047
8,2,958.1952646848969,1,0,328,11.547,3.159,0.576,-0.156,0.845,0.11,0.046
8,3,1323.562246961132,1,1,313,11.423,3.102,0.594,-0.16,0.834,0.118,0.048
8,4,1332.281505044969,1,1,317,11.437,3.044,0.565,-0.209,0.814,0.142,0.044
9,1,809.7943696091739,0,0,313,11.832,3.22,0.492,-0.264,0.933,0.054,0.013
9,2,789.2070721641276,0,0,317,12.027,3.161,0.486,-0.264,0.931,0.054,0.016
9,3,855.8277910375398,0,1,284,12.006,3.109,0.482,-0.245,0.93,0.053,0.018
9,4,924.6787759086518,0,1,287,11.892,3.021,0.505,-0.283,0.93,0.052,0.017
10,1,1086.2305133586835,0,0,313,11.333,2.974,0.591,0.211,0.693,0.182,0.125
10,2,1112.3554715795367,0,0,310,11.44,2.974,0.603,0.181,0.69,0.181,0.129
10,3,1623.735557654517,0,1,324,11.433,2.988,0.586,0.139,0.67,0.182,0.148
10,4,1732.2090805657888,0,1,322,11.453,3.034,0.59,0.088,0.671,0.177,0.152
11,1,831.1907401832772,0,0,478,11.781,2.987,0.494,-0.253,0.546,0.241,0.213
11,2,1082.0889176955236,0,0,481,11.66,3.008,0.484,-0.272,0.545,0.258,0.198
11,3,892.1641069325843,0,1,462,11.646,3,0.491,-0.259,0.545,0.255,0.199
11,4,1214.84039740758,0,1,487,11.42,3.014,0.485,-0.292,0.546,0.255,0.199
12,1,1048.007667941412,0,0,180,11.598,3.028,0.472,-0.362,0.772,0.144,0.083
12,2,904.714696042804,0,0,169,11.361,2.97,0.473,-0.295,0.763,0.148,0.089
12,3,865.9901702297691,0,1,154,11.404,2.929,0.481,-0.3,0.773,0.143,0.084
12,4,1224.4757634664243,0,1,183,11.438,2.863,0.492,-0.265,0.77,0.142,0.087
13,1,866.5956068703607,0,0,236,10.284,2.826,0.636,0.515,0.716,0.267,0.017
13,2,1180.363608752769,0,0,260,10.461,2.888,0.623,0.399,0.723,0.262,0.015
13,3,1377.339256157618,0,1,292,10.452,2.911,0.586,0.262,0.736,0.25,0.014
13,4,1480.851544920461,0,1,268,10.507,2.974,0.586,0.247,0.731,0.254,0.015
14,1,1032.3902100559433,0,0,147,11.869,3,0.49,-0.111,0.776,0.088,0.136
14,2,1023.009428973823,0,0,169,12.164,2.864,0.497,-0.16,0.781,0.083,0.136
14,3,1003.2385577311793,0,1,204,11.871,2.985,0.5,-0.316,0.775,0.074,0.152
14,4,1057.477914390266,0,1,188,11.679,2.963,0.495,-0.369,0.761,0.085,0.154
15,1,914.9709907341955,1,0,1662,11.057,3.026,0.58,0.254,0.774,0.09,0.135
15,2,1203.1930622105835,1,0,1685,11.187,3.009,0.563,0.153,0.772,0.09,0.138
15,3,1315.733222121379,1,1,1733,11.281,3.021,0.559,0.103,0.772,0.092,0.136
15,4,1476.063955326921,1,1,1706,11.264,2.981,0.559,0.075,0.764,0.092,0.144
16,1,794.4178382929962,0,0,1662,11.877,3.047,0.442,-0.392,0.648,0.261,0.091
16,2,861.9423211585281,0,0,1622,11.864,3.046,0.453,-0.37,0.652,0.26,0.088
16,3,891.5560549154804,0,1,1874,11.734,3.027,0.472,-0.339,0.632,0.274,0.094
16,4,953.1706412863653,0,1,1734,11.644,3.017,0.472,-0.328,0.636,0.27,0.095
17,1,581.4801388183039,1,0,131,10.864,2.908,0.565,0.21,0.786,0.107,0.107
17,2,913.7885431628325,1,0,182,11.31,3.049,0.544,0.104,0.83,0.088,0.082
17,3,1113.4086524607474,1,1,182,11.225,3.049,0.549,0.085,0.819,0.088,0.093
17,4,1394.798351183862,1,1,178,11.054,2.949,0.573,0.046,0.82,0.073,0.107
18,1,971.8483841301075,1,0,300,10.836,2.967,0.657,0.703,0.727,0.237,0.037
18,2,1616.3808151296205,1,0,309,10.876,3.029,0.644,0.632,0.728,0.233,0.039
18,3,1715.62912910732,1,1,311,10.871,2.977,0.633,0.557,0.736,0.228,0.035
18,4,1548.4152836723101,1,1,330,10.946,2.979,0.627,0.489,0.755,0.206,0.039
19,1,807.6727444921459,1,0,63,11.467,3.238,0.492,0.095,0.587,0.317,0.095
19,2,932.059332272816,1,0,66,11.553,3.03,0.5,0.103,0.591,0.288,0.121
19,3,1642.3684106788007,1,1,65,11.721,3.046,0.508,0.026,0.631,0.246,0.123
19,4,1301.8472644527906,1,1,87,12.247,3.333,0.506,-0.225,0.609,0.264,0.126
20,1,785.5957566644228,1,0,319,10.372,3.097,0.627,0.515,0.724,0.116,0.16
20,2,1173.9569598181142,1,0,301,10.352,3.056,0.618,0.495,0.731,0.123,0.146
20,3,1387.6977218939955,1,1,298,10.684,3.114,0.597,0.399,0.732,0.128,0.141
20,4,1518.6930650340055,1,1,298,10.863,3.074,0.594,0.364,0.718,0.131,0.151
21,1,897.9927184373096,1,0,1970,11.41,3.002,0.55,0.225,0.568,0.353,0.079
21,2,1042.968023486441,1,0,1856,11.37,2.987,0.548,0.21,0.562,0.358,0.08
21,3,1306.0227950443045,1,1,1865,11.453,2.971,0.536,0.123,0.564,0.358,0.079
21,4,1389.6585967772924,1,1,1797,11.475,2.969,0.541,0.083,0.562,0.357,0.081
22,1,827.0807960600963,1,0,776,11.22,3.048,0.549,0.012,0.796,0.129,0.075
22,2,1075.5143918588271,1,0,807,11.194,3.033,0.525,-0.057,0.794,0.133,0.073
22,3,1037.1325271444937,1,1,798,11.355,3.02,0.516,-0.105,0.794,0.132,0.074
22,4,1243.9179686781813,1,1,744,11.37,3.081,0.513,-0.127,0.796,0.126,0.078
23,1,566.4435004031621,0,0,205,11.844,3.298,0.502,-0.091,0.678,0.19,0.132
23,2,842.5154828874113,0,0,208,11.816,3.26,0.49,-0.087,0.683,0.192,0.125
23,3,1018.268911157513,0,1,252,11.562,3.099,0.512,-0.208,0.718,0.163,0.119
