id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,656.3666711337987,1,0,256,11.393,2.949,0.508,-0.042,0.77,0.145,0.086
1,2,1207.46781489414,1,0,246,11.334,2.89,0.48,-0.033,0.756,0.163,0.081
1,3,1169.3672959238613,1,1,236,11.324,2.877,0.483,-0.071,0.758,0.157,0.085
1,4,1040.321441546469,1,1,244,11.474,3.041,0.537,-0.114,0.758,0.148,0.094
2,1,868.5494087097952,0,0,950,11.348,2.992,0.571,0.087,0.648,0.273,0.079
2,2,1242.3596648917433,0,0,954,11.359,2.997,0.57,0.073,0.654,0.264,0.082
2,3,1254.8865002748462,0,1,917,11.285,3.012,0.578,0.052,0.656,0.266,0.077
2,4,1398.8787047747876,0,1,951,11.319,2.999,0.58,0.01,0.656,0.272,0.072
3,1,777.8037062232629,0,0,463,11.306,2.864,0.551,0.185,0.618,0.259,0.123
3,2,999.8395725040045,0,0,508,11.367,2.902,0.545,0.125,0.614,0.27,0.116
3,3,1148.635326313527,0,1,505,11.703,2.937,0.545,0.083,0.636,0.251,0.113
3,4,1464.8446177436933,0,1,492,11.713,2.915,0.52,0.038,0.62,0.254,0.126
4,1,982.2019889814821,1,0,475,11.163,3.013,0.592,0.251,0.566,0.189,0.244
4,2,1467.438222747598,1,0,508,11.31,3.047,0.583,0.151,0.571,0.185,0.244
4,3,1501.5056249263082,1,1,518,11.299,3.056,0.587,0.08,0.568,0.174,0.259
4,4,1556.9994447129093,1,1,515,11.294,3.023,0.588,0.062,0.563,0.171,0.266
5,1,611.1340690938847,0,0,456,11.059,3.039,0.566,0.171,0.735,0.147,0.118
5,2,921.9562462172454,0,0,449,11.13,3.042,0.566,0.161,0.742,0.147,0.111
5,3,1070.377347205906,0,1,428,11.132,3.014,0.565,0.141,0.741,0.147,0.112
5,4,1346.9134224174961,0,1,422,11.122,3.009,0.581,0.147,0.737,0.152,0.111
6,1,934.3187737065173,1,0,393,11.944,2.896,0.458,-0.516,0.763,0.163,0.074
6,2,845.0459816804488,1,0,404,12.021,2.918,0.46,-0.503,0.755,0.163,0.082
