id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,914.9130976174542,0,0,219,11.724,3.146,0.493,-0.107,0.511,0.429,0.059
1,2,963.9345034027089,0,0,225,11.616,3.058,0.498,-0.071,0.507,0.431,0.062
1,3,1011.8123349777115,0,1,301,11.453,3.05,0.502,-0.043,0.475,0.449,0.076
1,4,1258.491317450248,0,1,415,11.533,3.039,0.525,-0.061,0.475,0.441,0.084
2,1,796.2199536549708,1,0,217,11.223,3.092,0.576,0.323,0.654,0.198,0.147
2,2,1516.6722252183524,1,0,228,11.328,3.079,0.561,0.261,0.671,0.184,0.145
2,3,1343.8758276667625,1,1,219,11.341,3.119,0.562,0.207,0.685,0.178,0.137
2,4,1738.9787461152052,1,1,231,11.537,2.991,0.558,0.124,0.684,0.19,0.126
3,1,603.1972579937283,0,0,204,11.922,2.892,0.441,-0.424,0.77,0.172,0.059
3,2,890.7132377769865,0,0,221,11.845,3.054,0.462,-0.342,0.765,0.172,0.063
3,3,1064.548576665202,0,1,224,12.028,2.911,0.451,-0.385,0.786,0.156,0.058
3,4,1052.3739105808936,0,1,221,11.783,2.914,0.462,-0.355,0.774,0.163,0.063
4,1,880.5217819528513,0,0,799,11.664,2.994,0.588,0.18,0.601,0.204,0.195
4,2,1098.5788011956752,0,0,827,11.598,3.017,0.596,0.175,0.608,0.196,0.196
4,3,1336.1887238427873,0,1,808,11.659,3.014,0.59,0.11,0.597,0.203,0.2
4,4,1364.606797441092,0,1,809,11.656,2.975,0.593,0.022,0.593,0.201,0.205
5,1,924.492748518128,0,0,600,11.422,3.068,0.56,0.169,0.715,0.152,0.133
5,2,985.6383316972734,0,0,599,11.507,3.02,0.546,0.089,0.711,0.159,0.13
5,3,1283.3485133193817,0,1,578,11.365,3.007,0.543,0.062,0.704,0.173,0.123
5,4,1483.7392895343862,0,1,615,11.435,3.063,0.527,0.02,0.72,0.158,0.122
6,1,738.2234505473953,1,0,755,11.274,3.028,0.528,0.077,0.754,0.13,0.117
6,2,1106.6412279186227,1,0,732,11.337,3.01,0.527,0.074,0.755,0.13,0.115
6,3,1136.7885508051727,1,1,714,11.254,3.032,0.528,0.088,0.762,0.12,0.118
6,4,1229.27753024894,1,1,764,11.408,2.982,0.526,0.031,0.764,0.116,0.119
7,1,1477.2328220527238,0,0,428,10.85,2.907,0.589,0.529,0.596,0.238,0.166
7,2,1228.5381125368137,0,0,416,10.89,2.954,0.582,0.495,0.603,0.224,0.173
7,3,1437.8096600811457,0,1,440,10.897,2.966,0.568,0.384,0.602,0.23,0.168
7,4,1710.630595452405,0,1,450,11.155,2.962,0.564,0.287,0.607,0.233,0.16
8,1,794.8779207627207,1,0,550,11.87,3.02,0.48,-0.101,0.898,0.089,0.013
8,2,1144.1962575869857,1,0,565,11.814,3.002,0.478,-0.065,0.897,0.09,0.012
8,3,1107.3273629290484,1,1,533,11.85,3.021,0.469,-0.089,0.902,0.084,0.013
8,4,1501.2263919537313,1,1,593,11.778,3.064,0.464,-0.163,0.904,0.083,0.013
9,1,989.3709556533877,1,0,1058,11.339,2.917,0.579,0.34,0.64,0.198,0.162
9,2,1209.6515061220284,1,0,1093,11.383,2.922,0.572,0.262,0.625,0.205,0.17
9,3,1514.49762196492,1,1,1072,11.359,2.952,0.578,0.265,0.632,0.201,0.167
9,4,1625.8549919782774,1,1,1010,11.578,3.012,0.576,0.193,0.644,0.188,0.168
