id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,756.5043254992495,1,0,161,11.879,2.839,0.509,-0.282,0.758,0.13,0.112
1,2,645.0586014358489,1,0,176,11.814,2.909,0.494,-0.229,0.739,0.148,0.114
1,3,778.7733770733699,1,1,182,11.661,2.923,0.484,-0.219,0.753,0.143,0.104
1,4,870.4499032507467,1,1,175,11.73,2.909,0.48,-0.207,0.749,0.149,0.103
2,1,760.2818237242593,0,0,351,11.883,3.111,0.499,-0.142,0.772,0.137,0.091
2,2,942.624550889071,0,0,346,12.02,3.084,0.509,-0.12,0.772,0.136,0.092
2,3,1107.9006734635423,0,1,333,11.958,3.084,0.502,-0.109,0.772,0.144,0.084
2,4,1270.409493984504,0,1,398,12.025,2.992,0.462,-0.242,0.766,0.146,0.088
3,1,681.8154851641967,1,0,218,12.32,3.055,0.44,-0.366,0.83,0.069,0.101
3,2,807.613105537398,1,0,218,12.163,3.064,0.459,-0.302,0.817,0.069,0.115
3,3,1152.4219798841245,1,1,215,12,3.065,0.47,-0.314,0.809,0.074,0.116
3,4,998.5699247665599,1,1,196,11.94,2.944,0.459,-0.348,0.811,0.071,0.117
4,1,857.4951138951501,0,0,392,11.352,3.01,0.579,0.017,0.727,0.191,0.082
4,2,963.9138445073488,0,0,393,11.441,3.038,0.567,-0.029,0.73,0.188,0.081
4,3,1031.5855459236154,0,1,373,11.545,2.997,0.555,-0.072,0.732,0.185,0.083
4,4,1245.4815040197443,0,1,368,11.613,2.957,0.546,-0.131,0.723,0.19,0.087
5,1,1056.821172966416,1,0,232,11.443,3.181,0.543,0.234,0.659,0.228,0.112
5,2,1031.056996025184,1,0,215,11.297,3.144,0.535,0.241,0.656,0.237,0.107
5,3,1096.5765596779784,1,1,216,11.119,3.13,0.523,0.226,0.644,0.264,0.093
5,4,1267.1162444365755,1,1,222,11.117,3.113,0.514,0.098,0.622,0.275,0.104
6,1,805.3733908935925,0,0,1663,11.522,2.966,0.538,0.042,0.675,0.221,0.104
6,2,973.8101881388499,0,0,1719,11.451,2.972,0.546,0.048,0.678,0.218,0.104
6,3,1147.4818621623988,0,1,1693,11.428,2.969,0.533,-0.011,0.687,0.211,0.102
6,4,1290.8521542798867,0,1,1663,11.413,2.986,0.531,-0.076,0.687,0.208,0.105
7,1,933.9082187719496,1,0,455,10.822,3.064,0.574,0.345,0.519,0.299,0.182
7,2,1488.934541461965,1,0,459,10.817,3.039,0.584,0.342,0.521,0.298,0.181
7,3,1723.1502756189689,1,1,476,10.931,3.082,0.567,0.226,0.515,0.315,0.17
7,4,1991.984018282434,1,1,480,11.056,3.044,0.569,0.122,0.515,0.321,0.165
8,1,540.7419876523808,0,0,267,12.328,3.101,0.479,-0.468,0.813,0.146,0.041
8,2,795.6372493878695,0,0,244,12.532,3.078,0.484,-0.464,0.816,0.143,0.041
8,3,766.9123383850659,0,1,232,12.446,3.138,0.483,-0.52,0.828,0.134,0.039
8,4,889.3378981278626,0,1,240,12.207,3.129,0.521,-0.454,0.829,0.133,0.038
9,1,820.8473172341054,0,0,188,10.472,2.936,0.612,0.517,0.574,0.309,0.117
9,2,1322.5115370273847,0,0,195,10.827,2.959,0.585,0.407,0.579,0.308,0.113
