id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,1065.870853233734,0,0,484,11.449,2.95,0.56,0.134,0.684,0.229,0.087
1,2,1305.170479053417,0,0,493,11.385,2.947,0.562,0.142,0.688,0.229,0.083
1,3,1460.3109642089723,0,1,512,11.429,2.961,0.559,0.094,0.68,0.236,0.084
1,4,1474.7829764973596,0,1,495,11.429,3.006,0.57,0.083,0.689,0.234,0.077
2,1,922.0882223015544,0,0,326,10.646,3.101,0.653,0.507,0.693,0.199,0.107
2,2,1255.3605629744698,0,0,376,10.784,3.125,0.628,0.37,0.694,0.205,0.101
2,3,1435.8101463310506,0,1,351,10.641,3.051,0.647,0.371,0.692,0.199,0.108
2,4,1444.1406147366542,0,1,338,10.847,3.121,0.633,0.224,0.695,0.201,0.104
3,1,736.1788884808213,1,0,114,11.389,2.86,0.465,-0.262,0.711,0.193,0.096
3,2,709.297815865032,1,0,109,11.83,2.771,0.495,-0.272,0.706,0.211,0.083
3,3,777.2426696055054,1,1,118,11.808,2.898,0.525,-0.29,0.712,0.22,0.068
3,4,1051.7703504951985,1,1,115,12.019,2.87,0.478,-0.389,0.748,0.2,0.052
4,1,774.4382895210103,0,0,2719,11.662,3.015,0.517,-0.113,0.563,0.232,0.205
4,2,940.4630379071275,0,0,2758,11.599,2.992,0.518,-0.115,0.567,0.234,0.199
4,3,1073.346064273356,0,1,2692,11.584,3.02,0.525,-0.092,0.566,0.231,0.203
4,4,1229.009658186565,0,1,2566,11.561,3.04,0.525,-0.133,0.566,0.234,0.2
5,1,769.7639875828496,0,0,274,11.877,2.978,0.471,-0.21,0.869,0.102,0.029
5,2,853.2424861214298,0,0,265,11.849,2.936,0.494,-0.169,0.868,0.102,0.03
5,3,1034.4552317075725,0,1,241,11.742,2.871,0.506,-0.129,0.871,0.1,0.029
5,4,1175.0424814025105,0,1,338,11.545,2.947,0.515,-0.143,0.876,0.107,0.018
6,1,667.3080755386712,0,0,560,11.691,2.995,0.482,-0.165,0.887,0.073,0.039
6,2,762.5573323739187,0,0,532,11.645,2.996,0.485,-0.163,0.887,0.073,0.039
6,3,945.7248386585462,0,1,524,11.713,3.032,0.485,-0.23,0.885,0.074,0.04
6,4,1136.0524882027871,0,1,563,11.52,3.02,0.492,-0.263,0.883,0.075,0.043
7,1,835.1913501272244,0,0,1202,11.12,3,0.56,0.163,0.567,0.317,0.116
7,2,1010.6521525308715,0,0,1215,11.329,2.989,0.555,0.057,0.57,0.315,0.114
7,3,977.3141940993929,0,1,1279,11.475,2.97,0.542,-0.027,0.566,0.32,0.114
7,4,1131.0141679635806,0,1,1257,11.455,2.919,0.547,-0.065,0.567,0.32,0.113
