id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,744.5662040407983,0,0,982,11.488,2.982,0.563,0.139,0.628,0.178,0.193
1,2,963.2267311753495,0,0,1078,11.56,3.005,0.558,0.09,0.636,0.169,0.195
1,3,1130.950317953949,0,1,1069,11.532,3.012,0.554,0.067,0.633,0.171,0.196
1,4,1186.949959151372,0,1,1158,11.482,2.993,0.538,-0.033,0.642,0.162,0.196
2,1,1072.6108397300761,1,0,659,11.482,2.939,0.528,0.266,0.516,0.267,0.217
2,2,1113.6033596967904,1,0,651,11.39,2.968,0.525,0.204,0.53,0.252,0.218
2,3,1250.8549819516463,1,1,678,11.476,3.013,0.541,0.168,0.532,0.255,0.212
2,4,1413.0217820878488,1,1,677,11.322,3.022,0.549,0.131,0.513,0.267,0.22
3,1,842.3447506796082,0,0,1460,11.077,2.999,0.612,0.336,0.904,0.074,0.022
3,2,1130.7030487466498,0,0,1470,11.115,2.978,0.605,0.289,0.899,0.077,0.024
3,3,1180.0763602193208,0,1,1448,11.177,2.981,0.59,0.224,0.898,0.077,0.025
3,4,1381.0816963083926,0,1,1432,11.124,2.995,0.586,0.212,0.897,0.078,0.024
4,1,905.0478528548896,0,0,242,11.741,3.083,0.512,0.026,0.64,0.24,0.12
4,2,1036.4476864910805,0,0,232,11.534,3.022,0.509,0.027,0.659,0.224,0.116
4,3,1189.6407798399614,0,1,244,11.707,2.975,0.496,-0.035,0.676,0.217,0.107
4,4,1478.4310605387896,0,1,262,11.802,2.885,0.489,-0.069,0.637,0.237,0.126
5,1,943.7180486430873,0,0,217,11.107,3.046,0.585,0.212,0.829,0.111,0.06
5,2,858.6713267131913,0,0,209,11.038,3.067,0.584,0.211,0.828,0.11,0.062
5,3,1278.59293270425,0,1,210,11.109,3.043,0.576,0.215,0.843,0.1,0.057
5,4,1260.3583835484724,0,1,250,11.206,3.044,0.56,0.004,0.808,0.12,0.072
6,1,653.2507668138734,0,0,402,11.485,2.838,0.547,0.192,0.823,0.152,0.025
6,2,981.9719822961657,0,0,401,11.377,2.855,0.526,0.141,0.833,0.137,0.03
6,3,1130.4854878139213,0,1,391,11.355,2.872,0.535,0.124,0.831,0.136,0.033
6,4,1290.1845176223947,0,1,407,11.479,2.887,0.509,-0.031,0.85,0.123,0.027
7,1,1324.0494018194954,0,0,64,11.656,2.641,0.469,-0.07,0.875,0.109,0.016
7,2,832.8510573274958,0,0,70,11.667,2.671,0.486,0.076,0.886,0.1,0.014
7,3,1075.4219265507968,0,1,75,11.292,2.653,0.453,0.068,0.88,0.093,0.027
7,4,1991.9690833568584,0,1,75,11.35,2.747,0.48,-0.037,0.88,0.08,0.04
8,1,767.3084550476535,1,0,89,12.083,2.888,0.494,-0.066,0.607,0.326,0.067
8,2,964.1445977996724,1,0,108,12.127,2.991,0.491,-0.068,0.639,0.315,0.046
8,3,1304.2084682411055,1,1,136,12.122,2.868,0.471,-0.216,0.603,0.316,0.081
8,4,996.8137268270704,1,1,147,11.831,2.776,0.497,-0.2,0.605,0.327,0.068
9,1,820.0152311087239,0,0,230,11.909,2.817,0.548,-0.09,0.552,0.226,0.222
9,2,1172.3771239172984,0,0,250,11.276,2.824,0.536,-0.038,0.512,0.256,0.232
9,3,1038.4785413425457,0,1,246,11.109,2.85,0.541,-0.046,0.492,0.268,0.24
9,4,1262.8248310944687,0,1,237,11.01,2.861,0.57,-0.044,0.494,0.266,0.241
10,1,777.0374763455179,0,0,159,11.553,3.031,0.465,-0.054,0.818,0.107,0.075
10,2,653.6461896861557,0,0,164,11.656,3.11,0.47,-0.043,0.841,0.091,0.067
10,3,998.5951595757817,0,1,149,11.571,3.06,0.49,0.015,0.832,0.101,0.067
10,4,1115.6349590499492,0,1,174,11.408,2.989,0.483,-0.046,0.816,0.103,0.08
11,1,633.8174225880446,0,0,151,11.486,3.185,0.483,-0.209,0.894,0.079,0.026
11,2,943.9544142360137,0,0,206,11.288,3.243,0.466,-0.274,0.893,0.078,0.029
11,3,849.7826937031275,0,1,196,11.468,3.25,0.48,-0.275,0.898,0.077,0.026
11,4,1068.0211010598564,0,1,192,11.212,3.302,0.458,-0.268,0.896,0.078,0.026
12,1,1357.6632117169386,0,0,239,10.739,3.192,0.586,0.18,0.49,0.335,0.176
12,2,1114.671214688673,0,0,239,10.914,3.109,0.594,0.101,0.515,0.322,0.163
12,3,1244.7252393506774,0,1,272,11.169,3.191,0.562,-0.002,0.504,0.316,0.18
12,4,1253.8016134247653,0,1,277,11.144,3.202,0.552,-0.021,0.509,0.307,0.184
13,1,862.6194258283399,0,0,1802,11.255,3.013,0.582,0.29,0.368,0.346,0.285
13,2,1090.813697299644,0,0,1771,11.239,3.01,0.579,0.269,0.367,0.353,0.28
13,3,1212.4035312037947,0,1,1739,11.264,3.018,0.577,0.209,0.369,0.357,0.274
13,4,1382.1146012297947,0,1,1682,11.312,3.027,0.564,0.146,0.367,0.357,0.276
14,1,630.5674262481947,0,0,415,11.41,2.952,0.487,0.095,0.46,0.306,0.234
14,2,1027.1794918276507,0,0,406,11.447,2.901,0.507,0.081,0.468,0.313,0.219
14,3,1015.1681023010274,0,1,387,11.329,2.863,0.512,0.092,0.452,0.326,0.222
14,4,1064.1486773428355,0,1,383,11.198,2.804,0.509,0.047,0.452,0.321,0.227
15,1,932.5144849141392,1,0,359,11.044,2.95,0.565,0.122,0.719,0.214,0.067
15,2,1494.5480948378968,1,0,357,11.052,2.978,0.569,0.088,0.72,0.218,0.062
15,3,1226.2380049696662,1,1,397,11.296,3.005,0.579,0.05,0.713,0.207,0.081
15,4,1372.7845439028931,1,1,447,11.384,2.937,0.573,0.06,0.707,0.217,0.076
16,1,841.0706579589868,1,0,1014,11.322,3.037,0.54,0.087,0.532,0.331,0.137
16,2,1129.0055184604196,1,0,1039,11.372,2.994,0.536,0.075,0.528,0.332,0.14
16,3,1179.1256317777897,1,1,1046,11.397,3.012,0.538,0.063,0.533,0.325,0.141
16,4,1302.5707955495777,1,1,1088,11.341,3.037,0.554,0.1,0.54,0.316,0.143
17,1,662.137949494245,0,0,425,11.299,2.988,0.525,-0.007,0.772,0.16,0.068
17,2,920.8525075361687,0,0,443,11.112,3.036,0.537,0.024,0.749,0.181,0.07
17,3,963.9264638341118,0,1,440,11.367,2.982,0.518,-0.138,0.741,0.189,0.07
17,4,1366.3468837073915,0,1,425,11.444,2.929,0.501,-0.14,0.739,0.188,0.073
18,1,1085.4057343904321,0,0,326,11.049,2.972,0.485,0.021,0.647,0.236,0.117
18,2,970.5445102215066,0,0,320,11.212,3.022,0.503,0.034,0.644,0.241,0.116
18,3,1054.2910730374251,0,1,312,11.281,2.987,0.503,0.014,0.638,0.247,0.115
18,4,1227.0918853937615,0,1,310,11.39,2.968,0.516,0.01,0.639,0.239,0.123
19,1,667.8393996498077,0,0,466,12.079,3.034,0.418,-0.614,0.85,0.101,0.049
19,2,759.8380812306931,0,0,451,12.181,3.051,0.41,-0.597,0.849,0.102,0.049
19,3,774.7207587043101,0,1,438,12.205,3.123,0.413,-0.581,0.849,0.103,0.048
19,4,875.218397437997,0,1,461,12.094,3.134,0.416,-0.533,0.839,0.111,0.05
20,1,656.3715867067631,0,0,392,11.912,3.227,0.459,-0.324,0.883,0.099,0.018
20,2,843.3974146744334,0,0,402,11.858,3.259,0.458,-0.349,0.891,0.095,0.015
