id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,1189.6369011549086,0,0,340,11.157,2.906,0.6,0.343,0.776,0.124,0.1
1,2,1063.6672268434652,0,0,355,11.151,2.879,0.592,0.254,0.786,0.113,0.101
1,3,1294.9042782634072,0,1,341,11.202,2.897,0.563,0.241,0.789,0.111,0.1
1,4,1405.501966762141,0,1,327,11.295,2.875,0.557,0.208,0.81,0.101,0.089
2,1,1113.1760235970619,1,0,370,11.448,3.027,0.554,0.099,0.338,0.381,0.281
2,2,1205.657574701042,1,0,364,11.522,3.121,0.541,0.093,0.343,0.39,0.266
2,3,1568.7565025529927,1,1,359,11.462,3.072,0.532,0.035,0.362,0.373,0.265
2,4,1774.1642304789495,1,1,362,11.401,3.008,0.541,-0.011,0.351,0.378,0.271
3,1,825.6770461499232,0,0,892,10.869,2.955,0.6,0.379,0.846,0.09,0.064
3,2,1080.4582781836357,0,0,859,10.766,2.92,0.595,0.347,0.849,0.088,0.063
3,3,1199.7919660215716,0,1,890,10.856,2.922,0.578,0.267,0.848,0.093,0.058
3,4,1277.6353375696108,0,1,833,10.908,2.93,0.581,0.219,0.848,0.097,0.055
4,1,633.8503465139557,0,0,411,12.038,2.942,0.521,0.003,0.499,0.136,0.365
4,2,1015.8201362536158,0,0,426,11.901,2.995,0.523,0.006,0.495,0.131,0.373
4,3,1125.5389809757671,0,1,411,11.828,3.007,0.526,-0.074,0.516,0.131,0.353
4,4,1109.57831271424,0,1,400,11.79,3.01,0.515,-0.086,0.517,0.12,0.362
5,1,905.3145046959664,1,0,1202,11.292,2.996,0.529,0.11,0.735,0.218,0.047
5,2,1144.6481964314708,1,0,1182,11.272,3.022,0.529,0.084,0.735,0.216,0.049
5,3,1208.865153371044,1,1,1174,11.241,3.041,0.538,0.099,0.742,0.209,0.049
5,4,1523.2207245810084,1,1,1114,11.249,3.056,0.543,0.076,0.741,0.209,0.05
6,1,739.2062294366226,1,0,1309,11.249,2.945,0.581,0.262,0.543,0.247,0.21
6,2,1014.1769095727034,1,0,1308,11.328,2.961,0.58,0.222,0.541,0.245,0.214
6,3,1229.0177084184095,1,1,1370,11.545,2.974,0.55,0.082,0.535,0.24,0.225
6,4,1251.400194614893,1,1,1330,11.638,2.978,0.542,0.06,0.541,0.235,0.225
7,1,600.2963780116311,0,0,359,11.854,3.028,0.49,-0.234,0.844,0.106,0.05
7,2,782.6848137918261,0,0,348,11.83,3.066,0.494,-0.233,0.848,0.106,0.046
7,3,969.127387069151,0,1,335,11.897,2.985,0.501,-0.218,0.851,0.11,0.039
7,4,961.7645220652164,0,1,337,11.781,3.036,0.493,-0.287,0.849,0.119,0.033
8,1,695.8548219935981,0,0,103,10.969,2.767,0.612,0.349,0.689,0.184,0.126
8,2,853.3664881608239,0,0,107,11.154,2.673,0.57,0.292,0.692,0.196,0.112
8,3,1373.1071643785228,0,1,118,11.204,2.712,0.568,0.207,0.678,0.195,0.127
8,4,1612.2662165619215,0,1,112,11.145,2.759,0.536,0.192,0.688,0.196,0.116
9,1,1066.5554805611923,1,0,262,11.602,3.111,0.584,0.089,0.676,0.248,0.076
9,2,1034.6192528962986,1,0,265,11.439,3.147,0.574,0.077,0.649,0.264,0.087
9,3,1045.4655478998534,1,1,257,11.464,3.132,0.572,0.087,0.669,0.237,0.093
9,4,1329.1887398400934,1,1,274,11.459,3.128,0.591,0.064,0.697,0.219,0.084
10,1,1009.2845874741539,0,0,1017,11.38,3.003,0.577,0.304,0.948,0.033,0.019
