id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,770.761450295005,0,0,314,11.238,3.096,0.599,0.319,0.704,0.204,0.092
1,2,852.0288329008814,0,0,314,11.287,3.076,0.589,0.262,0.691,0.217,0.092
1,3,1092.8145415707477,0,1,313,11.169,3.058,0.601,0.224,0.687,0.22,0.093
1,4,1226.3110530060599,0,1,328,11.114,3.073,0.601,0.182,0.698,0.21,0.091
2,1,483.0504080255018,1,0,267,12.087,3.086,0.498,-0.385,0.94,0.056,0.004
2,2,746.1311115771042,1,0,257,12.26,3.086,0.49,-0.363,0.942,0.054,0.004
2,3,768.2695890946546,1,1,253,11.953,3.075,0.51,-0.325,0.941,0.051,0.008
2,4,787.2274207468406,1,1,253,11.743,3.091,0.526,-0.314,0.953,0.04,0.008
3,1,629.0066064321381,1,0,225,11.282,3.027,0.524,0.058,0.836,0.107,0.058
3,2,859.1884523809823,1,0,233,11.432,3.043,0.524,0.08,0.85,0.099,0.052
3,3,1102.0979512639865,1,1,236,11.821,3.004,0.538,0.036,0.856,0.097,0.047
3,4,1363.387562496512,1,1,235,11.712,3.038,0.528,0.007,0.843,0.106,0.051
4,1,752.1056571980013,0,0,507,11.609,2.99,0.501,-0.218,0.836,0.118,0.045
4,2,989.1066889033801,0,0,490,11.722,2.988,0.518,-0.185,0.831,0.122,0.047
4,3,1019.9521800042417,0,1,485,11.61,3.085,0.505,-0.2,0.837,0.12,0.043
4,4,1163.3196025606628,0,1,508,11.712,3.049,0.516,-0.228,0.841,0.114,0.045
5,1,691.3816467013711,1,0,142,11.861,3.317,0.556,-0.034,0.866,0.12,0.014
5,2,1092.0424781767451,1,0,151,11.621,3.245,0.55,0.009,0.868,0.113,0.02
5,3,1135.3291153619543,1,1,133,11.728,3.173,0.556,0.004,0.865,0.12,0.015
5,4,1184.6026229681631,1,1,123,11.801,3.114,0.569,-0.011,0.87,0.114,0.016
6,1,1062.3420294621976,0,0,200,10.702,3.095,0.695,0.55,0.665,0.195,0.14
6,2,1405.1152530587087,0,0,197,10.963,3.117,0.685,0.485,0.665,0.178,0.157
6,3,1518.3026940171424,0,1,178,11.155,3.017,0.68,0.522,0.652,0.185,0.163
6,4,1696.051658168601,0,1,171,11.131,2.965,0.649,0.45,0.678,0.175,0.146
7,1,806.9723674251775,0,0,504,11.722,3.004,0.522,-0.081,0.865,0.081,0.054
7,2,997.3576431571988,0,0,485,11.759,2.948,0.511,-0.111,0.866,0.082,0.052
7,3,966.6344592304744,0,1,470,11.676,2.887,0.511,-0.127,0.857,0.081,0.062
7,4,1023.5972243543061,0,1,488,11.668,2.959,0.525,-0.116,0.859,0.08,0.061
8,1,967.5510078371182,1,0,232,12.158,3.362,0.517,-0.136,0.853,0.108,0.039
8,2,872.069020959053,1,0,312,12.08,3.147,0.5,-0.224,0.853,0.109,0.038
8,3,942.9895808125682,1,1,296,12.238,3.216,0.5,-0.232,0.851,0.108,0.041
8,4,1039.6778428918183,1,1,273,12.31,3.227,0.505,-0.246,0.846,0.11,0.044
9,1,604.5336596325113,1,0,168,11.823,3.125,0.464,-0.137,0.446,0.435,0.119
9,2,1097.1004398521377,1,0,158,11.724,3.158,0.468,-0.147,0.468,0.399,0.133
9,3,1566.8065313862105,1,1,142,12.033,3.113,0.486,-0.151,0.444,0.408,0.148
9,4,1264.1387820690293,1,1,136,12.012,3.044,0.478,-0.149,0.449,0.404,0.147
10,1,886.7092036075124,0,0,445,10.994,3.108,0.604,0.324,0.622,0.283,0.094
10,2,1310.909612138135,0,0,426,11.017,3.068,0.599,0.272,0.624,0.284,0.092
10,3,1526.9794279884438,0,1,410,11.206,3.061,0.588,0.231,0.629,0.278,0.093
10,4,1279.4635281508458,0,1,411,11.188,3.029,0.584,0.185,0.603,0.287,0.109
11,1,835.5363631919845,1,0,428,10.971,2.977,0.596,0.295,0.769,0.129,0.103
11,2,1520.5660485532026,1,0,425,11.065,2.993,0.595,0.253,0.772,0.122,0.106
11,3,1485.2607290512888,1,1,407,11.045,3.02,0.592,0.178,0.769,0.118,0.113
11,4,1371.7349012817238,1,1,393,11.226,3.013,0.575,0.064,0.776,0.12,0.104
12,1,726.9838885627107,1,0,821,11.753,3.027,0.535,0.042,0.811,0.089,0.1
12,2,1064.99547131363,1,0,807,11.805,3.033,0.527,0.02,0.813,0.086,0.102
12,3,1061.927581488461,1,1,806,11.755,3.067,0.52,0.008,0.811,0.086,0.103
12,4,1324.2814119989962,1,1,791,11.774,3.044,0.527,-0.002,0.812,0.085,0.104
13,1,716.743434153451,0,0,445,11.457,2.962,0.499,0.134,0.508,0.393,0.099
13,2,1052.6543827898665,0,0,486,11.476,3.047,0.51,0.106,0.5,0.407,0.093
13,3,1317.0393955212694,0,1,467,11.499,3.021,0.51,0.095,0.499,0.407,0.094
13,4,1459.8948204660635,0,1,444,11.536,3.027,0.523,0.099,0.498,0.401,0.101
14,1,719.0279020497024,0,0,1200,11.896,2.993,0.5,-0.226,0.792,0.092,0.116
14,2,864.3503688903214,0,0,1190,11.758,2.97,0.5,-0.212,0.787,0.097,0.117
14,3,937.7933793097579,0,1,1306,11.606,2.955,0.508,-0.177,0.796,0.091,0.113
14,4,1122.4320308257347,0,1,1273,11.626,2.949,0.519,-0.157,0.804,0.087,0.108
15,1,870.0392538377874,0,0,385,11.275,3.088,0.597,0.06,0.8,0.13,0.07
15,2,1025.1041529954766,0,0,364,11.217,3.082,0.602,0.056,0.788,0.143,0.069
15,3,1079.162846423131,0,1,384,11.152,3.13,0.604,0.013,0.794,0.146,0.06
