id.practice,X1,X2,X3,X4,X5,X6,X7,X8,X9
1,1,C,0,A,0,24.842,5.837,0.318,34.489
2,0,A,1,A,1,20.009,7.025,0.514,41.205
3,0,B,1,A,0,21.457,7.473,0.408,87.815
4,0,C,0,B,1,31.686,9.507,0.396,43.665
5,1,A,1,A,0,29.664,3.552,0.421,48.793
6,1,B,1,B,0,34.224,2.22,0.581,12.543
7,0,B,1,A,0,39.173,2.678,0.44,-11.652
8,0,A,0,A,1,26.965,11.942,0.428,5.597
9,1,B,1,A,1,43.95,17.957,0.659,40.195
10,1,B,0,A,0,37.407,3.055,0.313,4.125
11,1,C,0,A,0,35.365,9.556,0.237,6.578
12,1,B,1,A,0,25.64,4.798,0.509,43.558
13,0,A,1,A,1,30.872,8.037,0.447,63.24
14,0,A,0,A,0,30.349,2.84,0.264,-68.888
15,1,B,1,A,0,31.598,6.405,0.512,32.96
16,0,A,1,A,0,27.211,0.591,0.317,48.986
17,1,C,1,A,0,18.611,5.411,0.263,47.409
18,0,C,0,A,1,20.581,11.991,0.547,8.265
19,1,A,1,C,0,43.635,8.358,0.783,8.032
20,0,C,1,A,0,31.495,4.627,0.171,-2.983
21,1,C,0,A,0,33.084,4.712,0.544,3.863
22,1,A,0,A,1,22.087,14.325,0.418,6.445
23,0,A,0,A,0,22.102,0.42,0.573,-3.144
24,1,B,1,A,0,31.235,6.519,0.267,29.946
25,1,A,0,B,0,28.878,1.892,0.488,44.688
26,0,A,0,A,0,22.324,3.467,0.215,-41.195
27,0,A,1,A,1,21.856,9.053,0.369,12.018
28,0,B,0,B,0,34.232,5.377,0.335,31.933
29,0,A,0,A,0,18.081,1.356,0.252,31.111
30,1,A,0,A,0,27.861,3.346,0.339,70.676
31,0,C,1,A,1,27.355,10.083,0.311,107.761
32,0,B,1,A,0,25.745,0.524,0.293,-51.658
33,0,A,1,A,0,17.389,1.805,0.578,55.733
34,1,B,0,A,1,43.441,15.46,0.334,-81.106
35,1,A,1,A,1,30.402,15.794,0.291,16.709
36,0,B,1,A,1,21.142,13.085,0.647,-15.68
37,1,A,1,A,0,14.916,3.283,0.132,-26.582
38,0,B,1,B,1,28.067,9.707,0.473,18.08
39,0,B,0,A,0,29.387,5.948,0.277,0.821
40,0,A,0,B,1,22.843,8.564,0.589,54.347
