id.practice,X1,X2,X3,X4,X5,X6,X7,X8,X9
1,1,A,0,B,0,27.407,0.192,0.861,54.022
2,1,A,0,A,0,23.219,6.447,0.35,-15.506
3,0,B,1,A,1,19.554,10.085,0.34,36.74
4,0,B,0,A,0,32.672,1.852,0.407,-5.706
5,0,B,1,B,0,26.056,2.91,0.39,74.452
6,0,A,1,A,1,35.661,11.964,0.377,-19.649
7,1,A,1,A,0,19.613,0.159,0.188,-18.22
8,1,A,0,A,0,20.295,9.084,0.328,16.356
9,1,B,0,B,0,45.726,10.495,0.361,22.107
10,1,C,1,A,0,32.201,3.827,0.599,41.61
11,0,B,0,A,1,42.652,9.911,0.189,29.383
12,1,B,1,A,1,25.325,9.564,0.604,75.252
13,1,A,1,A,0,33.563,6.541,0.318,-61.159
14,0,C,0,A,0,21.269,7.03,0.426,24.557
15,0,B,0,A,1,24.795,11.883,0.162,10.177
16,0,A,0,B,0,26.088,1.564,0.228,92.088
17,0,B,1,A,0,26.205,0,0.459,39.23
18,1,C,1,A,0,27.166,4.906,0.34,5.81
19,1,B,1,C,1,29.421,19.297,0.641,31.237
20,1,A,1,A,0,25.051,4.474,0.414,4.559
21,1,A,1,A,1,25.282,13.097,0.325,-107.108
22,1,B,0,A,0,43.201,8.805,0.19,80.804
23,1,C,1,A,1,19.821,19.681,0.248,37.153
24,0,C,1,A,0,22.368,7.925,0.121,74.108
25,1,B,0,A,1,25.662,16.388,0.37,39.812
26,1,B,1,A,1,22.836,3.152,0.547,16.189
27,0,A,0,A,0,29.82,5.943,0.375,96.544
28,1,A,0,A,0,17.887,10.83,0.375,14.92
29,0,A,0,B,0,18.432,0.955,0.398,19.485
30,0,B,1,A,0,26.288,2.034,0.587,32.523
31,0,C,0,A,1,29.416,11.345,0.14,33.653
32,0,C,0,B,1,39.193,10.795,0.266,12.758
33,1,C,0,A,0,24.413,4.511,0.235,-37.892
34,0,A,0,A,1,43.062,12.32,0.37,24.696
35,1,A,1,A,0,25.062,7.52,0.245,19.85
36,0,B,1,A,0,23.437,6.842,0.415,35.761
37,0,B,0,A,0,23.892,2.329,0.324,-33.837
38,0,A,0,A,1,29.799,4.619,0.397,21.326
39,1,C,1,B,1,36.532,12.072,0.529,19.282
40,0,C,1,A,1,22.589,9.401,0.179,35.592
41,1,B,0,A,0,25.652,8.265,0.363,-58.123
