id.practice,X1,X2,X3,X4,X5,X6,X7,X8,X9
1,1,A,1,A,0,23.925,4.183,0.547,30.908
2,1,A,0,B,0,21.728,5.443,0.174,61.347
3,0,B,1,A,1,23.924,9.32,0.389,27.01
4,0,B,0,B,1,28.802,11.558,0.379,-20.211
5,0,A,0,B,0,29.622,3.456,0.46,23.028
6,0,B,0,C,0,23.839,9.243,0.605,1.585
7,1,C,0,A,1,22.294,11.842,0.458,90.219
8,0,A,1,B,0,11.934,2.986,0.571,-13.401
9,0,B,0,A,0,23.387,4.021,0.437,27.568
10,1,B,1,A,0,27.418,4.662,0.585,-13.22
11,1,C,0,A,1,25.116,13.892,0.548,-52.002
12,0,C,0,A,1,23.838,6.656,0.237,71.173
13,1,B,0,B,0,45.021,3.115,0.201,32.371
14,1,A,1,B,1,29.303,9.126,0.497,37.477
15,1,C,1,A,1,17.437,13.878,0.555,11.031
16,1,C,0,A,0,20.812,5.935,0.251,90.36
17,0,A,0,B,1,24.364,9.443,0.317,76.392
18,0,B,0,A,0,38.851,4.5,0.202,62.091
19,1,B,0,A,1,31.639,17.83,0.479,-18.522
20,0,B,1,A,0,35.783,5.365,0.297,55.377
21,1,B,1,A,1,20.297,16.52,0.598,43.585
22,0,B,0,A,1,28.138,3.991,0.594,1.148
23,1,C,1,A,0,27.676,11.605,0.222,5.861
24,0,B,1,A,1,29.826,4.085,0.322,4.382
25,0,A,1,B,1,23.735,13.547,0.523,9.911
26,0,A,0,C,1,24.913,6.15,0.215,-39.46
27,1,B,0,A,1,32.502,13.127,0.478,25.043
28,1,B,0,A,0,24.092,3.746,0.254,43.582
29,1,A,0,A,0,20.413,7.616,0.368,25.069
30,0,A,0,A,0,30.898,2.397,0.295,-29.012
31,0,A,1,A,1,26.9,5.5,0.439,65.925
32,1,A,1,A,1,19.634,10.673,0.276,35.407
33,1,B,1,A,1,23.074,7.658,0.168,-39.353
34,1,C,0,A,1,23.951,9.419,0.652,37.443
35,1,A,0,A,0,24.567,7.643,0.241,18.495
36,0,B,1,B,0,32.419,9.05,0.531,20.872
37,1,A,0,A,0,25.048,7.125,0.577,32.114
38,0,C,1,B,1,28.848,11.076,0.26,-57.699
39,0,A,0,A,1,30.568,14.295,0.536,32.663
40,1,A,1,B,1,38.287,17.972,0.542,38.622
41,0,A,1,B,1,22.013,7.216,0.464,-4.901
42,1,C,0,A,0,31.879,4.026,0.114,38.405
43,0,A,0,B,0,25.687,5.429,0.331,29.014
44,0,B,0,A,1,33.867,6.692,0.297,33.599
45,0,A,0,A,1,19.389,5.235,0.412,29.092
46,1,C,1,A,1,41.629,11.637,0.556,100.949
47,1,C,1,A,1,30.854,19.741,0.303,61.221
48,1,C,1,A,1,27.718,12.759,0.601,37.748
49,0,A,1,A,1,28.482,11.339,0.422,46.096
50,0,C,1,A,0,21.602,0.806,0.341,-7.628
51,1,B,0,A,1,24.574,13.057,0.382,38.503
52,1,B,1,A,0,35.57,0,0.423,-13.603
53,0,A,0,B,0,29.673,4.18,0.38,13.917
54,0,A,1,A,0,21.407,6.481,0.465,84.696
55,1,C,1,A,0,23.428,4.281,0.635,43.652
56,1,A,0,C,0,23.94,6.142,0.142,70.64
57,1,A,1,A,1,37.687,14.7,0.371,14.462
58,1,B,0,A,0,26.559,4.829,0.124,13.369
59,1,A,1,B,0,29.066,4.559,0.555,81.127
60,1,B,1,A,0,25.411,0,0.411,77.315
61,1,C,0,A,0,44.707,8.701,0.346,51.724
62,1,B,1,A,1,23.352,9.313,0.155,83.325
63,1,C,0,A,0,21.363,5.016,0.522,11.19
64,0,B,1,A,0,21.883,5.324,0.285,47.638
65,1,B,0,A,1,30.757,9.963,0.35,54.167
66,1,B,1,A,0,29.981,2.975,0.506,36.326
67,0,A,0,B,1,18.936,4.291,0.542,59.907
68,0,A,0,A,1,26.508,11.844,0.302,20.796
69,1,A,1,A,0,19.054,2.306,0.228,-42.24
70,0,C,1,A,1,37.229,9.626,0.77,27.897
71,0,A,1,C,1,29.454,11.797,0.436,-47.581
72,1,B,1,A,0,23.266,8.786,0.735,3.045
73,0,B,1,A,0,36.649,6.506,0.417,36.282
74,1,C,1,A,1,41.834,20.597,0.337,-9.221
75,1,A,0,A,0,18.164,4.105,0.671,61.854
76,1,A,0,A,1,22.797,18.18,0.743,-9.725
77,1,B,1,A,1,32.191,12.124,0.437,14.388
78,0,B,1,A,0,24.372,5.478,0.432,-21.886
