id.practice,X1,X2,X3,X4,X5,X6,X7,X8,X9
1,1,B,0,B,0,23.688,3.607,0.505,-9.394
2,1,C,1,A,0,23.785,4.437,0.357,75.727
3,0,A,0,A,1,23.911,8.401,0.353,74.155
4,0,C,1,A,1,41.088,8.482,0.427,28.215
5,1,B,1,A,1,42.168,10.125,0.412,9.571
6,1,C,1,C,1,15.304,13.014,0.464,-24.922
7,1,C,1,A,0,31.019,7.871,0.335,50.717
8,0,A,0,A,0,30.532,4.885,0.348,12.563
9,0,B,0,A,1,27.943,10.853,0.347,118.135
10,1,C,1,A,1,29.532,8.608,0.142,34.727
11,0,A,1,A,0,17.955,1.592,0.423,10.011
12,0,B,0,A,1,35,10.274,0.424,40.351
13,1,C,1,A,1,55.42,11.609,0.496,-4.843
14,0,C,1,B,0,21.415,2.914,0.513,-38.802
15,1,A,1,A,0,19.79,0,0.297,14.977
16,1,A,1,A,0,37.098,3.976,0.382,29.523
17,1,A,0,A,0,30.604,1.462,0.337,29.854
18,0,A,0,A,0,22.459,9.091,0.292,-37.877
19,1,B,1,A,1,31.101,15.967,0.297,-13.504
20,1,A,1,A,0,16.452,5.22,0.347,-34.512
21,1,B,0,A,0,17.745,5.519,0.659,37.29
22,1,C,1,A,0,42.723,4.511,0.34,34.725
23,0,A,0,B,0,28.535,5.747,0.424,22.83
24,1,C,1,A,1,22.973,14.941,0.227,-31.672
25,1,B,1,A,1,18.228,11.775,0.479,51.131
26,0,B,1,C,1,31.645,9.826,0.27,148.098
27,1,A,0,A,0,25.377,10.341,0.453,-24.309
28,0,B,1,A,0,30.044,4.218,0.489,44.091
29,1,A,1,A,1,32.843,21.914,0.514,1.239
30,0,C,1,A,0,37.523,7.455,0.235,-6.582
31,0,A,1,B,0,19.015,3.992,0.206,73.705
32,0,A,1,C,0,23.157,5.364,0.449,15.909
33,0,B,0,A,0,22.701,12.506,0.299,-55.237
34,0,A,1,C,0,22.565,5.606,0.36,4.16
35,1,C,0,A,1,20.979,21.878,0.171,45.22
36,0,C,1,A,1,40.968,8.301,0.475,3.06
37,0,A,0,C,0,45.736,6.89,0.389,48.313
38,1,B,1,A,0,23.954,5.023,0.436,92.797
39,1,A,1,A,1,12.894,18.167,0.33,29.338
40,1,A,1,A,0,29.6,10.394,0.301,-7.164
41,1,A,0,A,0,23.132,2.839,0.347,80.477
42,0,C,0,A,1,15.995,9.316,0.389,-45.905
43,0,C,0,A,0,31.244,1.29,0.226,31.164
44,1,A,0,A,1,27.098,18.056,0.355,5.38
45,1,A,0,A,1,27.569,7.631,0.13,29.645
46,0,A,0,A,0,22.843,4.18,0.364,0.217
47,0,B,1,A,0,20,3.856,0.525,-85.391
48,0,C,1,A,1,31.857,14.227,0.316,-21.97
49,0,A,0,A,0,16.278,7.759,0.277,34.959
50,0,A,0,A,0,33.218,0.993,0.403,-24.652
51,1,C,1,A,0,21.309,6.584,0.282,-15.974
52,1,A,1,C,0,30.26,0,0.536,65.725
53,0,B,1,A,0,57.033,6.132,0.289,-44.879
54,1,C,1,A,0,19.607,1.537,0.501,-96.196
55,1,B,1,A,1,22.82,24.176,0.516,91.137
56,1,B,1,A,1,17.641,8.659,0.622,-1.455
57,1,B,0,A,0,25.845,4.987,0.663,14.673
58,1,B,1,B,0,24.536,7.827,0.447,-9.541
59,1,A,0,A,0,23.243,0.281,0.341,35.325
60,1,B,0,A,1,29.464,19.706,0.406,11.715
61,1,B,0,B,0,20.633,8.169,0.393,49.2
62,0,A,0,A,1,21.838,9.799,0.401,45.027
63,1,B,1,A,0,22.133,13.062,0.403,-6.679
64,1,A,1,A,1,31.424,15.234,0.372,10.211
65,0,A,0,A,1,16.846,12.691,0.083,36.183
