id.practice,X1,X2,X3,X4,X5,X6,X7,X8,X9
1,0,C,1,A,1,17.625,13.557,0.191,58.34
2,1,A,1,A,0,21.698,7.518,0.288,31.336
3,1,B,1,A,1,21.427,12.441,0.174,17.539
4,1,A,0,A,1,22.491,11.192,0.258,-36.975
5,0,B,0,B,0,21.336,9.145,0.585,-33.013
6,1,A,0,A,1,29.768,17.326,0.547,5.508
7,1,A,1,C,0,28.486,1.212,0.56,17.172
8,0,A,0,B,1,24.444,10.073,0.758,33.1
9,0,A,0,A,0,22.64,3.118,0.509,32.086
10,0,A,0,A,1,20.396,9.558,0.602,-52.134
11,1,B,0,A,0,34.714,0,0.318,44.486
12,1,B,0,A,1,23.817,9.064,0.277,-20.625
13,0,C,1,A,1,26.366,10.897,0.391,-11.444
14,0,B,0,A,0,22.813,4.584,0.393,-29.69
15,1,B,1,B,0,33.176,7.725,0.523,25.158
16,0,B,1,A,1,34.319,9.135,0.315,-14.308
17,1,B,1,A,1,27.392,16.751,0.272,52.866
18,1,A,0,A,0,18.117,3.511,0.687,38.89
19,0,A,1,A,0,30.297,4.181,0.324,-27.479
20,0,A,0,A,0,21.18,3.409,0.316,14.59
21,0,B,1,A,1,30.712,8.985,0.142,49.71
22,1,A,0,A,0,37.488,7.254,0.376,-44.986
23,1,B,1,B,0,32.708,4.057,0.488,58.67
24,0,A,1,A,1,32.692,10.491,0.318,124.174
25,0,A,0,B,1,35.254,9.089,0.32,67.624
26,1,C,1,B,1,20.363,22.905,0.297,64.659
27,1,A,0,A,0,23.942,2.276,0.259,50.32
28,1,C,1,A,0,17.074,3.008,0.493,51.454
29,1,B,1,B,1,28.658,7.866,0.687,-45.776
30,0,A,0,A,0,42.269,9.013,0.29,-32.612
31,1,B,1,B,0,32.705,3.328,0.216,17.829
32,0,A,1,A,0,27.129,5.902,0.196,-16.567
33,0,B,1,B,0,23.494,6.694,0.303,23.66
34,1,B,1,A,1,30.386,17.181,0.456,24.601
35,0,A,0,C,1,27.09,10.484,0.659,24.717
36,0,B,0,B,0,23.728,8.603,0.388,13.96
37,1,C,1,A,0,26.137,3.681,0.096,43.956
38,0,B,1,B,1,30.395,4.149,0.702,-6.791
39,0,B,1,A,0,24.897,8.006,0.492,36.08
40,0,A,0,A,0,34.056,8.365,0.514,0.625
41,0,A,0,A,0,30.467,6.038,0.347,-15.102
42,1,C,0,A,1,28.109,8.126,0.548,25.207
43,1,A,1,B,0,28.196,2.05,0.583,59.879
44,1,C,0,A,1,46.621,7.952,0.2,73.998
45,0,A,0,C,0,43.661,4.191,0.476,94.889
46,0,B,0,B,1,23.569,8.639,0.226,42.537
47,1,A,1,B,0,17.673,3.273,0.608,42.686
48,1,C,0,A,0,26.286,7.705,0.341,-14.434
49,1,B,0,A,1,35.691,5.316,0.662,13.098
50,1,A,1,B,0,23.527,8.771,0.461,-7.924
51,0,A,0,B,0,28.284,4.378,0.781,6.396
52,1,C,1,A,1,20.579,14.373,0.222,-32.41
53,1,A,1,A,1,16.783,18.902,0.435,20.626
54,0,C,0,B,0,26.182,3.915,0.384,-10.031
55,1,C,1,A,0,17.265,12.467,0.584,11.724
56,1,A,1,A,1,32.895,8.983,0.249,67.287
57,0,C,0,A,0,36.499,15.388,0.455,-19.34
58,1,B,1,A,1,28.928,13.314,0.342,24.992
59,1,B,1,A,1,22.076,13.716,0.543,-0.822
60,0,C,0,A,0,27.67,8.109,0.39,8.843
61,1,B,1,A,0,29.85,4.315,0.309,58.242
62,0,B,0,C,1,33.587,24.431,0.335,-53.875
63,1,A,1,A,0,30.468,7.404,0.344,30.453
64,0,B,1,B,0,18.033,7.15,0.445,17.079
65,0,A,0,B,0,33.706,3.913,0.557,50.307
66,1,C,0,A,0,34.253,6.385,0.455,75.273
67,0,C,1,A,1,25.253,10.932,0.431,-67.04
68,1,A,1,C,0,16.038,5.789,0.283,89.426
69,0,B,0,A,0,30.665,2.09,0.224,99.453
70,0,B,1,A,1,25.861,11.944,0.666,-31.818
