id.practice,X1,X2,X3,X4,X5,X6,X7,X8,X9
1,0,A,0,A,0,39.6,3.179,0.359,-0.401
2,0,B,1,A,1,44.561,11.786,0.205,-20.827
3,0,C,1,A,1,30.461,5.356,0.538,26.094
4,1,B,0,A,1,29.308,21.883,0.538,32.134
5,0,A,0,A,1,22.743,10.845,0.38,72.482
6,1,B,1,A,0,30.524,7.346,0.624,14.699
7,0,A,1,C,1,30.939,10.673,0.448,70.932
8,1,B,1,A,1,24.369,19.558,0.397,69.754
9,1,C,1,A,0,32.801,0,0.436,19.879
10,1,A,0,A,0,29.094,6.126,0.468,53.868
11,1,B,1,A,0,26.601,7.618,0.377,39.808
12,0,A,0,B,0,21.889,3.592,0.501,22.56
13,0,B,0,A,1,39.158,10.439,0.229,-13.425
14,0,A,1,A,1,32.22,6.166,0.354,-1.995
15,0,A,0,A,0,25.004,0,0.511,54.119
16,0,A,1,A,1,25.553,11.177,0.447,-15.905
17,1,B,1,A,1,17.595,6.086,0.494,5.41
18,0,C,0,B,1,20.696,16.081,0.623,82.037
19,1,B,1,A,0,26.866,6.663,0.308,140.546
20,1,C,1,B,1,36.965,3.124,0.714,-6.806
21,0,C,1,A,1,19.766,7.145,0.356,34.01
22,1,B,0,A,0,23.052,2.966,0.077,-7.098
23,1,A,1,A,0,19.087,0,0.347,-9.574
24,0,A,0,A,1,43.521,6.439,0.527,30.402
25,0,B,1,A,1,20.747,10.49,0.458,-11.897
26,1,C,1,A,1,36.599,11.394,0.24,32.67
27,0,C,1,B,1,32.144,8.034,0.472,68.146
28,0,B,0,B,0,26.652,8.37,0.276,25.378
29,0,C,1,A,0,36.168,7.279,0.464,-19.227
30,0,B,0,A,1,29.379,4.615,0.38,56.882
31,1,A,0,A,0,51.275,2.531,0.575,37.358
32,1,B,0,B,0,21.756,5.47,0.259,2.733
33,1,A,1,C,0,20.528,5.675,0.554,6.682
34,1,A,1,A,0,22.512,2.453,0.378,55.481
35,0,C,0,A,1,23.362,10.651,0.425,12.72
36,0,A,1,A,1,22.941,14.554,0.242,58.773
37,1,C,1,A,1,25.144,5.903,0.458,15.437
38,0,B,1,A,1,29.322,8.027,0.35,1.451
39,1,B,0,A,0,25.425,4.274,0.403,18.865
40,0,C,0,B,0,22.838,9.385,0.452,-24.952
41,0,A,1,A,0,31.372,8.429,0.392,82.712
42,0,C,1,A,1,57.255,4.4,0.567,-21.22
43,1,C,0,A,1,24.491,16.009,0.185,-5.84
44,0,A,0,A,0,27.371,7.648,0.36,64.574
45,0,A,1,A,1,33.082,4.515,0.381,39.164
46,1,C,0,A,0,22.524,8.433,0.553,28.877
47,0,C,1,A,0,22.088,3.794,0.317,22.471
48,1,C,0,A,1,26.56,13.969,0.49,7.956
49,1,A,1,A,0,37.404,2.637,0.53,19.533
50,1,C,0,A,1,33.707,21.03,0.142,-9.282
51,1,C,0,A,1,44.203,24.88,0.592,-3.489
52,0,B,1,A,1,26.524,1.238,0.599,94.482
53,0,B,1,A,1,29.155,5.143,0.478,60.039
54,1,B,1,A,1,24.852,17.07,0.453,56.364
55,1,B,0,A,0,32.705,5.108,0.344,52.131
56,0,A,1,C,1,37.668,5.836,0.149,-8.411
