id.practice,X1,X2,X3,X4,X5,X6,X7,X8,X9
1,1,C,0,A,0,32.702,1.032,0.339,11.189
2,1,A,1,A,0,24.179,5.321,0.319,8.433
3,1,A,0,A,0,34.252,7.397,0.212,30.089
4,1,A,1,A,0,23.517,7.305,0.511,116.505
5,0,A,0,A,0,20.31,12.852,0.241,106.439
6,0,A,0,B,0,28.615,8.054,0.281,37.515
7,1,B,1,A,1,19.95,15.94,0.476,80.794
8,1,B,1,A,1,22.335,23.499,0.675,63.652
9,1,B,1,B,1,27.934,8.279,0.319,9.627
10,0,A,0,A,1,13.629,9.824,0.735,13.274
11,0,A,1,A,0,25.733,6.978,0.396,-32.346
12,1,B,0,A,0,29.775,0.429,0.585,74.041
13,0,B,0,A,0,15.884,0,0.409,35.05
14,1,A,0,A,0,33.723,1.822,0.494,31.376
15,0,B,0,A,0,28.777,3.974,0.481,64.358
16,1,A,0,A,0,21.78,3.217,0.472,1.382
17,1,C,0,A,1,32.111,19.608,0.507,94.094
18,1,C,0,A,1,29.462,15.121,0.331,27.197
19,0,C,1,A,0,44.562,0,0.285,51.12
20,1,B,0,A,1,28.885,19.653,0.439,46.564
21,0,A,1,A,0,26.151,3.776,0.477,37.147
22,0,A,1,A,0,31.14,6.72,0.445,-5.551
23,0,A,0,A,1,26.931,4.95,0.256,9.48
24,0,B,1,A,0,23.863,7.174,0.164,19.413
25,0,C,0,A,1,22.694,9.739,0.342,20.759
26,1,A,1,A,0,30.632,8.332,0.347,34.551
27,1,B,1,A,1,22.861,8.9,0.372,-3.128
28,0,B,1,A,1,19.194,15.864,0.228,74.145
29,1,B,1,A,1,40.428,19.534,0.45,17.738
30,0,B,1,A,1,35.517,6.947,0.612,-30.891
31,1,C,1,A,1,15.286,10.346,0.352,29.418
32,0,C,1,A,0,41.347,9.156,0.2,24.79
33,1,B,0,A,0,32.544,6.453,0.514,32.095
34,1,A,0,B,0,25.445,4.235,0.383,20.469
35,0,A,0,A,1,19.404,8.521,0.462,43.78
36,0,A,0,C,0,22.017,5.388,0.364,35.854
37,0,B,1,A,1,20.668,11.321,0.428,61.146
38,1,C,1,A,0,26.858,9.653,0.207,21.048
39,1,A,0,A,0,26.664,8.82,0.503,1.802
40,1,B,0,A,0,21.607,8.375,0.699,32.081
41,0,A,1,C,0,19.261,7.004,0.4,47.637
42,1,A,1,A,0,33.047,2.742,0.488,16.655
43,1,B,1,B,0,47.817,4.373,0.758,32.215
44,1,C,1,A,1,26.037,21.091,0.548,88.531
45,1,B,1,A,1,37.062,14.995,0.507,19.847
46,0,A,0,A,0,29.99,4.934,0.33,9.41
47,0,B,0,A,1,28.481,12.382,0.418,0.706
48,0,B,1,B,0,40.732,5.431,0.254,-19.152
49,1,C,0,A,1,31.014,13.778,0.506,41.105
50,0,C,1,A,0,35.552,7.327,0.428,2.083
51,1,B,1,A,0,34.907,2.764,0.222,33.302
52,0,A,0,A,0,28.603,0,0.209,63.588
53,1,A,0,A,0,18.215,11.022,0.379,9.429
54,0,C,1,B,0,24.13,9.709,0.337,12.046
55,1,A,1,B,0,44.771,8.992,0.329,25.394
56,0,B,1,A,0,30.779,5.637,0.466,66.493
57,1,B,0,A,1,30.794,7.802,0.723,3.235
58,1,B,0,A,0,23.662,0.941,0.707,14.702
59,1,A,1,A,1,29.823,19.71,0.073,64.936
60,1,C,0,A,1,38.876,6.083,0.492,1.725
61,1,B,1,A,1,19.278,17.536,0.269,69.8
62,1,A,0,A,0,28.743,1.949,0.411,8.346
63,1,A,0,B,0,31.573,7.257,0.638,84.993
64,1,A,1,A,0,21.829,0,0.262,35.243
65,1,B,0,A,0,33.807,0,0.485,13.849
66,0,C,1,A,1,25.912,6.981,0.606,20.559
67,1,A,0,A,0,29.433,5.321,0.485,38.008
68,1,A,0,A,1,36.556,7.968,0.361,72.776
69,0,B,1,A,1,27.796,5.043,0.396,13.296
70,0,B,0,A,1,26.61,9.781,0.331,11.127
71,0,B,1,A,0,22.605,6.802,0.455,-7.31
