id.practice,X1,X2,X3,X4,X5,X6,X7,X8,X9
1,0,C,1,A,1,47.037,10.849,0.521,-2.133
2,0,C,1,A,0,23.418,2.409,0.385,-2.087
3,1,B,1,A,0,25.32,0,0.6,10.223
4,1,B,1,A,1,27.699,10.815,0.416,-28.76
5,1,B,0,A,1,49.271,16.476,0.245,55.678
6,1,B,1,A,1,28.795,11.525,0.173,-18.725
7,1,A,0,C,0,17.23,3.696,0.672,-13.273
8,1,A,1,A,1,36.442,5.773,0.341,0.517
9,0,A,1,C,1,27.999,7.51,0.451,0.062
10,0,C,0,B,0,18.981,3.009,0.422,-34.314
11,1,B,1,A,1,20.709,18.065,0.152,65.6
12,0,A,1,A,1,22.125,9.079,0.428,17.257
13,1,B,0,A,0,15.097,9.793,0.463,8.028
14,0,B,1,A,1,32.583,7.658,0.654,65.488
15,0,A,1,B,1,36.53,7.601,0.259,-48.266
16,0,C,1,A,1,37.431,6.983,0.325,-54.974
17,0,A,1,B,0,33.64,7.418,0.4,33.827
18,1,B,1,B,1,33.219,19.128,0.217,56.463
19,0,A,0,B,0,21.159,3.955,0.474,-15.614
20,0,B,0,A,0,32.838,7.136,0.316,16.882
21,1,A,1,A,0,42.938,5.177,0.261,45.872
22,1,B,0,A,1,26.425,14.817,0.202,-39.764
23,0,B,0,A,1,18.875,19.537,0.695,19.032
24,0,C,0,A,1,30.451,0.147,0.385,-46.898
25,0,A,0,C,0,16.914,5.752,0.51,29.687
26,1,A,1,A,1,30.16,16.77,0.555,49.038
27,0,B,0,B,0,28.233,0.457,0.458,26.814
28,1,A,1,A,0,22.981,10.278,0.15,44.328
29,1,B,1,C,1,33.615,16.569,0.652,12.25
30,1,A,1,B,0,41.366,6.332,0.465,35.874
31,0,B,0,C,0,54.282,8.901,0.423,-30.993
32,1,A,0,A,0,14.576,9.26,0.548,-7.7
33,1,A,0,A,1,24.364,14.309,0.54,56.967
34,0,B,0,A,0,23.263,1.964,0.376,-28.507
35,1,A,0,A,0,20.374,4.629,0.406,3.084
36,0,A,1,B,1,25.42,13.367,0.537,-0.436
37,0,B,0,A,1,26.911,10.827,0.505,-13.255
38,1,B,0,A,1,32.367,2.437,0.391,-34.607
39,1,C,1,A,1,18.022,10.678,0.563,-1.971
40,0,B,0,A,1,22.707,6.559,0.309,40.558
41,1,A,1,A,1,32.75,14.212,0.529,14.702
42,0,A,1,A,1,37.271,6.073,0.356,-19.286
43,0,B,0,A,1,37.361,12.028,0.661,-50.58
44,0,C,1,A,1,38.384,8.261,0.292,1.343
45,0,C,1,A,1,24.561,14.393,0.302,6.192
46,0,A,0,A,0,26.169,8.293,0.533,5.085
47,1,A,1,A,1,24.029,19.056,0.484,29.836
48,0,B,0,B,0,33.129,4.477,0.343,-27.049
49,1,A,0,A,1,33.168,13.946,0.522,11.135
50,0,B,1,C,1,32.773,3.748,0.541,-22.257
51,1,B,0,A,1,23.332,19.244,0.319,41.355
52,0,C,0,A,1,19.355,8.945,0.42,14.197
53,0,A,1,A,0,27.272,6.745,0.463,32.201
54,1,A,1,C,1,35.744,23.57,0.25,4.717
55,0,B,1,A,0,37.947,3.383,0.358,30.124
56,1,B,0,B,1,25.59,19.383,0.612,45.973
57,0,C,0,A,0,14.238,3.813,0.43,36.076
58,1,C,1,C,1,23.336,8.128,0.695,24.57
59,0,B,1,A,1,42.208,4.147,0.276,35.136
60,0,A,0,C,1,25.989,5.517,0.323,106.321
61,0,C,1,A,1,29.168,9.803,0.128,22.026
62,0,B,0,A,0,24.832,3.86,0.341,16.172
63,1,A,1,A,1,28.13,17.791,0.296,-11.1
64,1,C,1,A,0,22.729,6.106,0.381,5.027
65,1,B,1,A,1,40.91,8.609,0.619,-4.656
66,0,A,0,B,1,22.646,3.365,0.673,5.707
67,1,C,1,A,1,27.622,7.307,0.378,75.463
68,0,C,1,A,1,24.093,9.095,0.334,-36.662
69,1,C,1,A,1,42.658,17.685,0.183,-9.307
70,0,A,0,A,0,29.749,3.593,0.17,58.069
71,1,A,0,A,0,39.931,3.182,0.394,19.402
72,0,A,1,A,1,26.884,10.929,0.555,-7.004
73,0,B,1,A,1,28.261,9.328,0.472,21.406
74,0,A,0,C,0,34.935,2.246,0.499,20.346
75,0,A,0,A,0,25.034,3.65,0.35,31.41
76,0,A,1,A,1,22.391,10.903,0.287,61.573
77,1,C,0,A,0,27.583,5.192,0.621,28.414
78,1,A,1,A,0,21.321,6.391,0.457,24.091
79,1,A,1,A,0,28.641,6.732,0.608,16.575
80,1,B,1,A,1,26.915,29.334,0.181,57.106
81,1,C,0,A,1,24.687,17.244,0.464,-64.668
82,0,B,0,A,0,22.465,0.053,0.555,56.667
83,0,A,0,C,1,29.547,6.948,0.385,110.409
84,1,B,1,B,0,24.201,5.556,0.384,19.471
85,0,B,0,B,0,21.754,2.181,0.244,20.62
86,1,A,0,A,1,23.633,12.412,0.387,-4.085
87,0,B,1,A,0,21.955,4.31,0.721,23.33
88,0,B,0,A,0,25.163,3.706,0.34,74.239
89,0,C,1,B,0,34.825,2.342,0.468,-44.349
90,1,C,0,A,0,34.445,0.789,0.188,35.035
91,0,B,0,A,0,15.81,3.801,0.486,-9.508
92,1,A,0,A,0,23.345,9.002,0.667,66.564
93,0,C,0,A,1,38.381,10.363,0.359,-1.037
94,0,A,1,A,0,40.175,2.373,0.486,-47.714
95,0,B,0,A,0,39.852,8.257,0.246,0.044
96,0,B,1,A,0,26.62,0,0.431,83.046
97,0,B,1,B,1,29.027,9.296,0.679,2.964
98,0,B,1,A,1,26.299,10.999,0.411,88.184
99,1,A,1,A,0,18.706,3.562,0.283,66.895
100,0,B,0,A,0,25.403,11.306,0.461,16.897
101,1,A,1,A,0,14.992,6.432,0.244,71.183
102,1,A,1,A,1,44.105,20.307,0.205,53.086
103,1,A,1,B,1,21.24,18.796,0.531,24.092
104,0,B,1,A,1,28.632,4.007,0.305,0.652
105,0,A,1,B,0,32.473,5.414,0.352,4.589
106,1,B,0,A,1,26.543,8.514,0.522,-50.36
107,1,B,1,A,0,46.717,3.22,0.611,-26.581
108,0,B,0,A,0,31.43,0,0.506,36.761
