id.practice,X1,X2,X3,X4,X5,X6,X7,X8,X9
1,1,B,0,A,0,18.343,5.004,0.169,-20.231
2,0,B,1,A,0,52.838,4.888,0.583,23.013
3,1,A,1,A,0,30.865,0.709,0.598,31.797
4,0,B,1,A,1,20.621,6.473,0.618,92.304
5,0,B,0,C,1,26.788,15.354,0.668,-15.299
6,0,A,0,A,1,16.336,10.45,0.419,37.357
7,0,B,1,A,0,36.873,9.549,0.598,-56.17
8,0,B,1,A,1,33.829,16.108,0.493,1.912
9,1,A,0,A,1,26.835,21.221,0.165,18.879
10,1,C,0,A,1,42.696,23.191,0.297,60.982
11,1,B,1,A,1,41.103,10.955,0.278,-14.295
12,0,C,1,A,0,24.142,5.92,0.255,-29.342
13,1,A,0,A,1,35.268,14.963,0.364,38.248
14,1,C,1,A,1,24.456,17.106,0.409,-20.1
15,0,B,1,A,1,20.885,8.276,0.414,74.53
16,1,B,0,A,0,55.448,4.887,0.68,9.27
17,1,C,0,A,1,30.969,18.311,0.168,-16.826
18,0,C,1,A,1,42.185,11.71,0.315,6.787
19,0,A,0,A,0,28.589,7.446,0.452,4.124
20,1,B,0,A,0,22.168,5.948,0.561,88.389
21,0,C,1,A,1,33.383,14.554,0.173,41.023
22,1,C,1,A,0,29.569,5.018,0.177,41.517
23,1,A,1,A,0,32.723,4.96,0.672,-57.939
24,0,B,1,A,0,31.533,6.383,0.555,67.692
25,1,B,0,A,1,10.931,15.65,0.416,52.132
26,1,A,1,B,0,30.1,10.613,0.493,-3.842
27,1,C,1,A,0,19.282,7.221,0.408,66.687
28,1,C,1,A,1,38.423,15.582,0.657,74.845
29,0,B,1,B,1,23.084,11.057,0.275,29
30,0,B,1,B,0,25.939,6.929,0.618,56.97
31,0,B,1,C,1,21.418,11.702,0.386,-10.313
32,1,B,1,A,1,29.185,12.165,0.37,-8.274
33,0,C,0,A,1,30.389,3.395,0.238,-25.011
34,1,A,1,B,0,23.778,5.918,0.627,47.791
35,1,B,1,A,1,44.563,19.904,0.329,8.318
36,1,A,1,A,1,21.881,15.436,0.201,20.06
37,1,C,1,A,0,17.855,6.137,0.251,3.489
38,1,A,0,A,0,27.576,4.082,0.412,12.488
39,0,A,1,B,1,28.61,11.472,0.548,21.148
40,1,A,1,A,0,37.43,9.832,0.347,87.636
41,1,B,0,B,0,32.845,4.656,0.506,78.465
42,0,B,0,B,0,32.688,3.711,0.305,18.397
43,0,C,1,A,0,37.212,3.572,0.437,45.154
44,0,A,0,A,0,19.975,8.258,0.307,-34.742
45,1,C,0,A,1,28.493,19.011,0.347,-43.11
46,1,B,0,A,0,36.416,2.943,0.504,26.065
47,1,B,1,A,1,51.725,6.867,0.464,113.848
48,0,B,1,A,0,19.035,0,0.566,30.487
49,0,B,0,A,1,30.558,11.63,0.359,29.378
50,0,A,0,A,1,30.957,9.032,0.543,29.707
51,1,A,0,A,0,17.434,1.166,0.377,14.934
52,0,C,1,A,0,49.83,4.797,0.465,-9.044
53,0,A,1,B,1,23.764,3.874,0.491,19.402
54,0,B,1,A,0,26.825,3.003,0.426,-20.384
55,0,A,0,B,0,48.619,6.107,0.442,72.113
56,0,C,1,A,1,19.766,6.477,0.282,23.175
57,0,B,1,A,1,27.46,10.666,0.325,2.133
58,0,C,1,A,0,34.969,9.846,0.236,87.867
59,1,C,0,A,1,35.509,20.876,0.503,39.948
60,0,A,1,A,0,30.753,0,0.611,16.643
61,1,A,1,C,0,47.806,8.325,0.5,69.287
62,0,B,0,A,1,38.366,10.343,0.505,112.619
63,1,A,0,A,0,32.199,2.503,0.471,-6.655
64,0,A,0,C,0,45.568,5.523,0.572,-32.876
65,0,C,1,A,1,50.252,6.327,0.29,105.12
66,1,B,1,A,1,28.308,8.927,0.496,-53.509
67,0,B,1,A,1,34.249,11.658,0.458,-0.929
68,1,C,1,A,1,31.289,25.024,0.584,79.508
69,0,A,1,A,0,24.043,9.952,0.367,6.981
70,1,B,1,A,0,31.43,6.196,0.538,30.416
71,0,A,1,B,0,24.524,3.445,0.405,-2.636
72,0,C,1,A,1,30.472,7.775,0.273,29.453
73,0,B,1,A,1,22.637,11.675,0.303,-35.347
74,0,B,1,B,0,25.804,7.54,0.329,16.818
75,1,B,1,A,0,32.613,6.239,0.515,-49.664
76,1,C,0,A,1,38.078,13.68,0.463,13.262
77,0,B,1,A,0,18.049,7.138,0.774,84.255
78,0,A,1,A,1,22.044,1.039,0.334,-3.865
79,1,C,0,A,0,21.858,5.778,0.298,12.437
80,1,C,1,A,1,16.584,21.493,0.399,27.579
81,1,A,0,A,0,22.662,6.527,0.37,-28.839
82,1,A,1,C,0,24.695,4.712,0.448,54.687
83,1,B,1,A,1,32.667,9.526,0.272,95.135
84,1,A,1,B,0,27.969,7.937,0.437,79.443
85,1,C,1,A,1,28.208,8.701,0.57,-15.579
86,1,A,1,A,1,14.687,13.78,0.448,-38.914
87,1,C,1,B,1,34.796,16.146,0.465,54.192
88,1,A,1,A,0,40.401,4.771,0.615,57.655
89,1,A,1,B,1,24.729,19.538,0.288,49.663
90,1,A,0,A,1,31.45,6.836,0.133,-7.61
91,1,B,0,A,0,39.89,0,0.347,48.326
92,1,A,0,A,0,29.439,6.24,0.288,33.07
93,1,A,1,B,1,37.509,18.648,0.214,-23.63
94,0,B,0,A,1,28.885,12.487,0.312,-13.01
95,1,A,1,A,1,29.857,16.995,0.207,16.745
96,1,B,1,B,1,38.445,16.595,0.6,59.737
97,0,B,1,A,0,23.22,5.09,0.087,53.97
98,0,A,1,C,1,38.456,8.772,0.372,47.599
99,0,A,0,A,0,43.747,1.983,0.509,-51.234
100,0,A,1,C,0,33.005,3.904,0.548,54.67
101,1,A,0,A,1,24.462,10.402,0.401,-61.328
102,1,A,1,A,1,35.502,20.418,0.322,80.984
103,1,A,0,A,0,22.403,3.651,0.413,68.009
104,1,A,0,A,1,25.438,9.607,0.272,49.306
105,1,B,1,A,0,31.124,6.838,0.385,-35.514
106,0,A,0,A,0,17.645,4.622,0.508,53.363
107,0,B,1,B,1,26.312,11.254,0.426,-17.268
108,0,C,1,C,1,30.951,11.192,0.521,52.354
109,0,B,1,C,1,29.503,8.524,0.33,4.948
110,0,C,0,A,1,25.834,12.492,0.37,6.425
111,1,A,1,A,0,28.093,4.362,0.703,-3.178
112,1,B,1,A,1,29.05,18.926,0.233,29.649
113,0,B,0,A,0,31.246,4.813,0.51,25.582
114,0,B,1,A,0,20.662,5.984,0.389,23.149
115,0,A,1,A,0,38.641,1.727,0.553,7.264
116,1,C,1,A,1,36.97,18.38,0.055,-47.009
117,0,A,1,A,0,37.954,6.024,0.513,-12.825
118,0,A,1,C,1,30.258,8.056,0.256,-23.17
119,1,B,1,B,0,40.074,5.904,0.582,12.24
120,0,C,0,A,1,19.525,11.844,0.244,17.195
121,0,A,0,B,1,37.332,13.18,0.173,-23.645
122,1,B,0,B,1,21.315,13.989,0.288,4.015
123,1,B,1,B,1,18.509,17.525,0.353,35.432
124,0,C,1,A,1,22.155,11.339,0.17,20.548
125,0,A,0,A,0,27.705,1.696,0.35,9.064
126,0,B,1,C,0,31.192,3.331,0.091,25.858
127,0,C,0,B,0,34.131,1.375,0.5,65.547
128,1,B,0,A,1,32.205,14.514,0.306,229.577
129,1,B,1,A,1,33.754,20.394,0.436,-27.192
130,1,B,0,A,1,37.095,17.409,0.435,-63.781
131,0,A,1,C,1,26.188,4.025,0.471,-3.51
132,1,B,1,A,1,27.286,9.151,0.449,-42.26
133,1,A,0,A,0,30.299,5.195,0.221,49.936
134,1,C,1,B,1,21.182,14.241,0.504,9.895
135,1,C,0,A,0,14.295,4.543,0.421,-33.271
136,0,A,1,A,1,25.926,5.004,0.62,12.217
137,1,B,0,A,0,26.794,3.215,0.411,-14.802
138,1,A,0,A,0,34.741,0.814,0.51,59.646
139,1,A,1,A,0,39.239,1.942,0.323,22.434
140,0,B,0,C,0,40.64,5.725,0.372,38.988
141,0,A,1,A,0,42.586,1.107,0.657,75.908
142,1,B,1,A,0,22.961,7.989,0.61,77.171
143,0,B,1,A,1,29.522,13.262,0.367,-27.193
144,1,C,1,A,1,41.635,6.913,0.468,139.116
145,0,B,1,A,0,39.512,3.407,0.369,-29.31
146,1,A,0,A,0,33.793,8.565,0.604,58.926
147,1,A,1,A,0,28.664,6.717,0.21,-54.823
148,0,A,1,A,1,32.1,11.949,0.52,72.964
149,1,B,0,A,0,21.887,0,0.523,-32.05
150,0,A,0,A,1,25.472,5.169,0.467,18.17
151,0,A,1,A,0,35.69,5.971,0.579,65.415
152,0,A,1,A,0,31.093,4.855,0.25,19.78
153,1,B,0,A,0,37.715,6.746,0.349,3.594
154,0,B,0,A,0,22.913,7.716,0.618,12.949
155,1,C,1,A,0,24.005,4.713,0.389,1.288
156,1,A,0,B,0,35.856,4.093,0.59,-22.906
157,1,C,1,C,1,19.049,3.75,0.671,-13.506
158,1,B,0,A,0,24.384,3.813,0.5,49.133
159,0,A,1,C,0,28.647,2.4,0.36,-6.797
160,0,C,1,A,1,25.67,11.834,0.346,73.542
161,0,A,0,A,0,36.666,9.246,0.136,-5.805
162,0,B,0,A,0,56.01,6.484,0.431,46.682
163,1,C,1,A,1,31.95,6.964,0.161,-2.344
164,0,C,0,A,0,33.671,3.021,0.452,3.597
165,0,A,0,A,1,33.975,18.36,0.273,-6.553
166,0,C,1,A,0,21.972,7.948,0.3,-3.156
167,0,B,0,A,0,24.087,5.956,0.642,-5.113
168,1,C,1,B,1,21.98,15.728,0.547,53.764
169,0,B,0,A,1,24.128,12.833,0.212,-10.429
170,1,B,1,A,1,18.754,15.872,0.28,8.06
171,1,C,1,A,1,30.796,26.137,0.272,-38.862
172,0,C,0,A,0,29.835,2.868,0.486,20.296
173,0,B,1,A,1,32.527,13.113,0.388,-58.234
174,0,B,1,A,0,21.077,2.381,0.236,-81.513
175,0,B,0,A,1,23.033,7.053,0.518,68.461
176,0,C,1,B,1,20.92,7.711,0.299,66.52
177,1,A,1,A,1,31.257,18.094,0.241,4.763
178,1,B,0,A,1,34.126,13.877,0.22,129.594
179,0,C,1,B,0,37.882,6.486,0.387,-19.172
180,0,B,1,A,1,43.987,8.112,0.395,26.594
181,1,B,0,A,1,18.942,14.598,0.297,-26.493
182,0,B,1,A,0,24.517,6.156,0.355,49.426
183,1,A,0,A,0,29.655,5.747,0.351,-4.342
184,1,B,1,A,1,18.033,13.943,0.23,1.374
185,1,B,1,A,1,29.487,18.631,0.413,6.783
186,1,C,1,A,1,19.897,16.951,0.552,58.257
187,0,A,1,A,1,21.078,6.071,0.322,-9.3
188,0,A,0,C,0,22.571,0,0.37,60.309
189,0,A,0,A,0,34.32,1.399,0.211,24.112
190,1,A,1,A,1,21.776,14.634,0.282,49.746
191,0,C,0,B,0,14.565,1.123,0.528,80.588
192,0,B,1,A,1,19.68,2.227,0.571,88.86
193,0,B,1,A,0,21.576,3.69,0.503,23.936
194,0,A,1,A,0,26.919,2.208,0.66,-23.433
195,0,A,0,B,0,29.302,5.711,0.574,46.691
196,0,C,0,A,1,24.046,10.087,0.416,-20.965
197,1,B,1,B,0,31.219,3.057,0.331,27.699
198,0,C,0,B,0,31.309,8.211,0.536,4.128
199,0,A,0,B,0,23.033,5.613,0.174,18.241
200,0,A,0,C,1,27.267,13.298,0.468,47.08
201,0,B,0,A,0,26.436,6.474,0.516,56.89
202,0,B,1,C,0,18.358,8.855,0.472,80.86
203,1,A,0,A,0,26.493,3.54,0.494,38.153
204,0,B,1,A,0,29.346,4.56,0.411,8.617
205,1,A,0,A,0,24.33,1.362,0.28,9.679
206,0,A,0,C,0,19.645,0.367,0.782,1.463
207,0,A,0,B,1,31.682,9.745,0.275,26.679
208,1,A,0,A,0,33.445,2.067,0.296,27.302
209,1,A,1,A,0,18.038,2.244,0.248,14.147
210,1,A,0,A,1,43.658,17.631,0.336,63.638
211,0,B,0,A,1,29.343,16.457,0.566,44.91
212,0,C,1,B,0,32.466,3.968,0.432,-1.584
213,0,B,0,A,0,32.275,3.595,0.369,56.334
214,0,B,0,A,1,22.794,11.431,0.676,16.017
215,0,B,1,A,1,48.73,9.76,0.386,-35.67
216,1,B,1,A,0,44.649,10.122,0.316,-34.291
217,1,A,0,A,1,24.55,16.675,0.645,17.69
218,1,A,0,B,0,21.635,4.621,0.64,-33.938
219,0,B,1,B,1,29.476,7.697,0.352,31.141
220,1,B,0,B,1,22.595,15.62,0.295,-22.101
221,1,B,0,A,0,19.867,4.857,0.424,59.07
222,0,B,0,A,0,28.386,6.272,0.687,-22.749
